match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,game_victor,set_victor,p1_ace,p2_ace,speed_mph,continuous_wins_p1,continuous_wins_p2,Player_socre_difference,Players_run_distance_difference,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:10:56,5,6,320,2,2,3,2,1.196241082,1.246744299,2,1,1,0,0,0,0,-0.655459294,0,1,1.074677392,0.253182838,-0.400052164,-0.075100672,0.445314269,0.685186132,0.308951021,0.685691448
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:11:26,5,6,321,2,2,3,2,2.379034823,1.246744299,2,2,1,1,0,0,0,-2.222889428,1,0,1.235509406,-0.458589481,-0.400052164,-0.075100672,0.445314269,0.685186132,0.308951021,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:12:17,5,7,322,2,2,4,2,-1.1693464,-1.111634774,1,1,1,0,0,0,0,-0.106858747,0,0,1.396341421,-0.377470803,-0.380586631,-0.043224326,0.445314269,0.685186132,0.308951021,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:12:35,5,7,323,2,2,4,2,-0.282251095,-1.111634774,1,2,1,0,0,0,0,-1.360802854,1,0,1.557173435,0.365382315,-0.380586631,-0.043224326,0.486539768,0.685186132,0.308951021,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:13:37,5,7,324,2,2,4,2,0.604844211,-1.111634774,1,1,1,0,0,1,0,-0.26360176,2,0,1.718005449,-0.660063591,-0.429311023,-0.083183278,0.486539768,0.685186132,0.308951021,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:14:39,5,7,326,2,2,4,2,1.196241082,-0.227242622,1,2,1,1,0,0,0,-1.204059841,0,0,1.718005449,8.029113571,-0.429311023,-0.083183278,0.526209589,0.685186132,0.308951021,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:16:44,5,8,327,2,2,5,2,-1.1693464,-1.111634774,2,1,1,0,0,0,0,-0.968945321,0,0,1.878837463,0.072649692,-0.429311023,-0.083183278,0.526209589,0.692291065,0.267651187,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:17:10,5,8,328,2,2,5,2,-0.282251095,-1.111634774,2,1,2,0,0,0,0,-0.106858747,1,0,1.718005449,-0.234410959,-0.429311023,-0.083183278,0.526209589,0.699259364,0.295540293,0.592391262
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:17:31,5,8,329,2,2,5,2,-0.282251095,-0.227242622,2,2,1,0,0,0,0,-1.517545868,0,1,1.878837463,-0.411417206,-0.429311023,-0.083183278,0.526209589,0.699259364,0.295540293,0.503875701
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:18:09,5,8,330,2,2,5,2,0.604844211,-0.227242622,2,1,1,0,0,0,0,0.284998787,1,0,2.039669478,0.191902967,-0.429311023,-0.083183278,0.526209589,0.706094933,0.255154844,0.503875701
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:19:08,5,8,331,2,2,5,2,1.196241082,-0.227242622,2,2,2,0,0,0,0,-1.595917374,2,0,1.878837463,-0.615316059,-0.429311023,-0.083183278,0.526209589,0.706094933,0.255154844,0.556431815
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,06:19:45,5,8,332,2,2,5,2,1.196241082,0.657149531,2,1,1,1,1,0,0,-0.49871628,0,1,2.039669478,-0.226916298,-0.429311023,-0.083183278,0.526209589,0.712801529,0.215531384,0.556431815
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:00:00,1,1,1,0,0,0,0,-1.1693464,-1.111634774,1,1,1,0,0,0,0,0.91197084,0,0,-1.016138793,-0.63206883,1.332380269,2.761894105,-2.877460983,-4.803374034,-3.94493188,-2.859715628
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:00:15,1,1,2,0,0,0,0,-0.282251095,-1.111634774,1,2,2,0,0,0,0,-1.439174361,1,0,-1.176970807,-0.562412573,1.332380269,2.761894105,-2.877460983,-4.803374034,-3.94493188,-2.859715628
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:01:26,1,1,4,0,0,0,0,-0.282251095,0.657149531,1,2,1,0,0,0,0,-1.047316827,0,1,-1.176970807,-0.468949747,1.332380269,2.761894105,-0.144210373,-4.803374034,-3.94493188,-2.859715628
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:02:12,1,1,5,0,0,0,0,0.604844211,0.657149531,1,1,1,0,0,0,0,-0.185230254,1,0,-1.016138793,0.46060859,1.332380269,2.761894105,-0.144210373,-4.803374034,-3.94493188,-2.859715628
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:03:04,1,1,6,0,0,0,0,1.196241082,0.657149531,1,2,1,1,0,0,0,-0.655459294,2,0,-0.855306778,-0.41582583,1.332380269,2.761894105,0.766873164,-4.803374034,-3.94493188,-2.859715628
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:04:05,1,2,7,0,0,1,0,-1.1693464,-1.111634774,2,2,2,0,0,0,0,-1.595917374,0,0,-1.016138793,-0.317293087,1.332380269,2.761894105,0.766873164,-4.803374034,-3.94493188,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:04:45,1,2,8,0,0,1,0,-1.1693464,-0.227242622,2,1,2,0,0,0,0,-0.185230254,0,1,-1.176970807,-0.617961233,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:05:42,1,2,10,0,0,1,0,-0.282251095,0.657149531,2,1,2,0,0,0,1,-0.185230254,0,0,-1.176970807,-0.220744225,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:06:04,1,2,11,0,0,1,0,-0.282251095,1.246744299,2,2,2,2,0,0,0,-1.595917374,0,1,-1.016138793,-0.449551802,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:07:05,1,3,12,0,0,1,1,-1.1693464,-1.111634774,1,1,1,0,0,0,0,0.520113307,0,0,-1.176970807,1.28898901,-0.700340453,0.628086067,0.766873164,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:07:33,1,3,13,0,0,1,1,-0.282251095,-1.111634774,1,1,1,0,0,0,0,0.755227827,1,0,-1.016138793,1.742636403,-0.192160272,1.161538077,0.766873164,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:08:16,1,3,14,0,0,1,1,0.604844211,-1.111634774,1,2,2,0,0,0,0,-0.733830801,2,0,-1.176970807,0.768771396,-0.192160272,1.161538077,-0.144210373,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:09:18,1,3,15,0,0,1,1,0.604844211,-0.227242622,1,1,1,0,0,0,0,0.755227827,0,1,-1.016138793,-0.594154664,0.112747836,1.481609283,-0.144210373,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:09:44,1,3,16,0,0,1,1,1.196241082,-0.227242622,1,1,1,1,0,1,0,0.20662728,1,0,-0.855306778,-0.671305582,-0.700340453,0.628086067,-0.144210373,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:11:24,1,4,17,0,0,2,1,-1.1693464,-1.111634774,2,1,2,0,0,0,0,-0.812202307,0,0,-1.016138793,-0.591950353,-0.700340453,0.628086067,-0.144210373,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:11:46,1,4,18,0,0,2,1,-1.1693464,-0.227242622,2,1,2,0,0,0,0,-0.02848724,0,1,-1.176970807,-0.054539106,-0.700340453,0.628086067,-0.144210373,1.416994155,3.168118217,2.606120281
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,00:12:12,1,4,19,0,0,2,1,-1.1693464,0.657149531,2,2,1,0,0,0,0,-1.595917374,0,2,-1.016138793,-0.108765179,-0.700340453,0.628086067,-0.144210373,1.416994155,3.168118217,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:37:28,1,4,20,0,0,2,1,-0.282251095,0.657149531,2,1,2,0,0,0,1,-0.26360176,1,0,-1.176970807,-0.454180857,-0.700340453,0.628086067,-0.144210373,0.172920517,1.745508197,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:37:50,1,4,21,0,0,2,1,-0.282251095,1.246744299,2,1,2,2,0,0,1,-0.655459294,0,1,-1.016138793,-0.545659802,-0.700340453,0.628086067,-0.144210373,-0.656461908,0.797101518,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:38:38,1,5,22,0,0,2,2,-1.1693464,-1.111634774,1,2,2,0,0,0,0,-0.106858747,0,0,-0.855306778,-0.271443399,-0.700340453,0.628086067,-0.690860495,-0.656461908,0.797101518,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:39:12,1,5,23,0,0,2,2,-1.1693464,-0.227242622,1,1,1,0,0,0,0,0.4417418,0,1,-1.016138793,0.250978526,-0.409951778,0.932915787,-0.690860495,-0.656461908,0.797101518,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:39:40,1,5,24,0,0,2,2,-0.282251095,-0.227242622,1,1,1,0,0,0,0,0.20662728,1,0,-1.176970807,-0.56373516,-0.192160272,1.161538077,-0.690860495,-0.656461908,0.797101518,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:40:07,1,5,25,0,0,2,2,0.604844211,-0.227242622,1,1,1,0,0,0,0,-0.02848724,2,0,-1.016138793,-0.591950353,-0.022766879,1.339355413,-0.690860495,-0.656461908,0.797101518,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:40:34,1,5,26,0,0,2,2,1.196241082,-0.227242622,1,1,1,1,0,0,0,0.049884267,3,0,-0.855306778,-0.456605601,0.112747836,1.481609283,-0.690860495,-0.656461908,0.797101518,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:42:09,1,6,27,0,0,3,2,-1.1693464,-1.111634774,2,1,2,0,0,0,0,-0.890573814,0,0,-1.016138793,0.191902967,0.112747836,1.481609283,-0.690860495,-0.360253899,1.135818189,0.784174978
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:42:42,1,6,28,0,0,3,2,-1.1693464,-0.227242622,2,2,2,0,0,0,0,-2.379632442,0,1,-1.176970807,-0.651466774,0.112747836,1.481609283,-0.690860495,-0.360253899,1.135818189,1.239661304
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:43:16,1,6,29,0,0,3,2,-1.1693464,0.657149531,2,1,2,0,0,0,0,0.363370293,0,2,-1.016138793,-0.588423453,0.112747836,1.481609283,-0.690860495,-0.138097893,1.389855693,1.239661304
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:43:54,1,6,30,0,0,3,2,-1.1693464,1.246744299,2,2,1,0,0,0,0,-1.125688334,0,3,-1.176970807,-0.008028125,0.112747836,1.481609283,-0.690860495,-0.138097893,1.389855693,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:44:28,1,6,31,0,0,3,2,-0.282251095,1.246744299,2,1,1,0,0,0,0,-0.968945321,1,0,-1.016138793,0.151123196,0.112747836,1.481609283,-0.690860495,0.034690113,0.797101518,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:44:56,1,6,32,0,0,3,2,0.604844211,1.246744299,2,1,1,0,0,0,0,-0.420344774,2,0,-0.855306778,-0.435003344,0.112747836,1.481609283,-0.690860495,0.172920517,0.322898178,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:45:24,1,6,33,0,0,3,2,1.196241082,1.246744299,2,1,2,0,0,0,0,0.049884267,3,0,-1.016138793,-0.366449243,0.112747836,1.481609283,-0.690860495,0.28601812,0.581554545,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:45:43,1,6,34,0,0,3,2,1.196241082,2.425933836,2,1,1,0,0,0,0,-0.655459294,0,1,-0.855306778,0.664507442,0.112747836,1.481609283,-0.690860495,-0.138097893,0.204347343,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:46:12,1,6,35,0,0,3,2,1.196241082,1.246744299,2,1,1,0,0,0,0,0.363370293,0,0,-0.694474764,0.431732104,0.112747836,1.481609283,-0.690860495,-0.018475427,-0.114827982,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:46:52,1,6,36,0,0,3,2,2.379034823,1.246744299,2,1,2,0,0,0,0,-0.106858747,1,0,-0.855306778,-0.157480473,0.112747836,1.481609283,-0.690860495,-0.360253899,-0.388406832,0.419785917
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:47:22,1,6,37,0,0,3,2,1.196241082,1.246744299,2,2,1,0,0,0,0,-1.517545868,0,0,-0.694474764,-0.282024096,0.112747836,1.481609283,-0.690860495,-0.360253899,-0.388406832,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:48:00,1,6,38,0,0,3,2,2.379034823,1.246744299,2,1,1,1,0,0,0,-0.185230254,1,0,-0.53364275,-0.58776216,0.112747836,1.481609283,-0.690860495,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:48:34,1,7,39,0,0,4,2,-1.1693464,-1.111634774,1,1,1,0,0,1,0,0.91197084,0,0,-0.372810736,-0.673730325,-0.330754867,1.016051165,-0.690860495,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:48:54,1,7,40,0,0,4,2,-0.282251095,-1.111634774,1,1,2,0,0,0,0,0.755227827,1,0,-0.53364275,-0.019931409,-0.192160272,0.628086067,-0.690860495,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:49:24,1,7,41,0,0,4,2,-0.282251095,-0.227242622,1,1,2,0,0,0,0,0.4417418,0,1,-0.694474764,0.45686126,-0.074887923,0.299807908,-0.690860495,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:50:04,1,7,42,0,0,4,2,-0.282251095,0.657149531,1,1,1,0,0,0,0,1.068713854,0,2,-0.53364275,0.3737587,0.025631234,0.475671208,-0.690860495,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:50:36,1,7,43,0,0,4,2,0.604844211,0.657149531,1,1,2,0,0,0,0,0.363370293,1,0,-0.694474764,-0.410755913,-0.293796308,0.20132446,-0.690860495,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:51:08,1,7,44,0,0,4,2,0.604844211,1.246744299,1,2,2,2,0,0,0,-1.360802854,0,1,-0.855306778,-0.167620308,-0.293796308,0.20132446,-1.055293909,-0.241770696,-0.625508502,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:52:57,1,8,45,0,0,4,3,-1.1693464,-1.111634774,2,2,2,0,0,0,0,-1.439174361,0,0,-1.016138793,-0.594154664,-0.293796308,0.20132446,-1.055293909,-0.241770696,-0.625508502,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:53:32,1,8,46,0,0,4,3,-1.1693464,-0.227242622,2,1,2,0,0,0,0,-0.26360176,0,1,-1.176970807,-0.005603382,-0.293796308,0.20132446,-1.055293909,-0.138097893,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:54:02,1,8,47,0,0,4,3,-1.1693464,0.657149531,2,1,2,0,0,0,0,-0.655459294,0,2,-1.016138793,-0.535519967,-0.293796308,0.20132446,-1.055293909,-0.04662189,-0.179199476,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:54:21,1,8,48,0,0,4,3,-1.1693464,1.246744299,2,1,2,2,0,0,0,0.049884267,0,3,-0.855306778,-0.432137738,-0.293796308,0.20132446,-1.055293909,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:55:37,1,9,50,0,0,4,4,-1.1693464,-0.227242622,1,1,1,0,0,1,0,0.284998787,0,0,-0.855306778,-0.602090187,-0.192160272,0.361360063,-1.055293909,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:56:16,1,9,51,0,0,4,4,-0.282251095,-0.227242622,1,1,1,0,0,1,0,1.068713854,1,0,-1.016138793,-0.560869554,-0.461196838,0.126013588,-1.055293909,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:56:42,1,9,52,0,0,4,4,0.604844211,-0.227242622,1,2,2,0,0,0,0,-1.282431348,2,0,-0.855306778,-0.18657739,-0.461196838,0.126013588,-1.315603491,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:57:27,1,9,53,0,0,4,4,0.604844211,0.657149531,1,1,2,0,0,0,0,0.363370293,0,1,-0.694474764,1.397661587,-0.361553666,-0.083183278,-1.315603491,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:58:34,1,9,54,0,0,4,4,0.604844211,1.246744299,1,1,1,0,0,0,0,0.363370293,0,2,-0.855306778,-0.134555629,-0.272399248,0.066557636,-1.315603491,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:59:11,1,9,55,0,0,4,4,1.196241082,1.246744299,1,1,1,0,0,0,0,0.363370293,1,0,-1.016138793,-0.567262059,-0.49706838,-0.118746746,-1.315603491,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,02:59:44,1,9,56,0,0,4,4,2.379034823,1.246744299,1,1,1,1,0,0,0,1.068713854,2,0,-1.176970807,-0.660724884,-0.409951778,0.018426628,-1.315603491,-0.310885898,-0.388406832,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:01:22,1,10,57,0,0,5,4,-1.1693464,-1.111634774,2,1,2,0,0,0,0,-0.890573814,0,0,-1.016138793,-0.427288252,-0.409951778,0.018426628,-1.315603491,-0.219944842,-0.201221303,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:01:42,1,10,58,0,0,5,4,-1.1693464,-0.227242622,2,1,2,0,0,0,0,-0.49871628,0,1,-0.855306778,-0.596138545,-0.409951778,0.018426628,-1.315603491,-0.138097893,-0.032754327,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:02:00,1,10,59,0,0,5,4,-1.1693464,0.657149531,2,1,2,0,0,0,0,0.520113307,0,2,-0.694474764,-0.436325931,-0.409951778,0.018426628,-1.315603491,-0.06404589,0.119668175,0.263619177
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:02:20,1,10,60,0,0,5,4,-1.1693464,1.246744299,2,2,1,0,0,0,0,-2.379632442,0,3,-0.855306778,0.811094185,-0.409951778,0.018426628,-1.315603491,-0.06404589,0.119668175,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:03:22,1,10,61,0,0,5,4,-0.282251095,1.246744299,2,1,2,2,0,0,0,0.049884267,1,0,-0.694474764,0.444957975,-0.409951778,0.018426628,-1.315603491,-0.279469897,-0.065086373,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:04:00,1,11,62,0,0,5,5,-1.1693464,-1.111634774,1,2,1,0,0,0,0,0.284998787,0,0,-0.855306778,0.595512479,-0.409951778,0.018426628,-1.510835678,-0.279469897,-0.065086373,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:04:41,1,11,63,0,0,5,5,-0.282251095,-1.111634774,1,1,1,0,0,0,0,0.91197084,1,0,-1.016138793,-0.616197784,-0.330754867,0.143129695,-1.510835678,-0.279469897,-0.065086373,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:05:09,1,11,64,0,0,5,5,0.604844211,-1.111634774,1,1,1,0,0,0,0,0.20662728,2,0,-1.176970807,-0.278717629,-0.523582129,-0.02133377,-1.510835678,-0.279469897,-0.065086373,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:05:30,1,11,65,0,0,5,5,1.196241082,-1.111634774,1,2,1,1,0,1,0,0.91197084,3,0,-1.016138793,-0.570788958,-0.523582129,-0.02133377,-1.662682934,-0.279469897,-0.065086373,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:07:12,1,12,66,0,0,6,5,-1.1693464,-1.111634774,2,2,1,0,0,0,0,-1.674288881,0,0,-0.855306778,0.367807058,-0.523582129,-0.02133377,-1.662682934,-0.279469897,-0.065086373,-0.430455224
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:07:56,1,12,67,0,0,6,5,-0.282251095,-1.111634774,2,2,2,0,0,0,0,-2.066146415,1,0,-1.016138793,-0.194512913,-0.523582129,-0.02133377,-1.662682934,-0.279469897,-0.065086373,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:08:47,1,12,68,0,0,6,5,-0.282251095,-0.227242622,2,1,2,0,0,0,0,-0.185230254,0,1,-1.176970807,-0.334045858,-0.523582129,-0.02133377,-1.662682934,-0.476161381,-0.233775308,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:09:10,1,12,69,0,0,6,5,-0.282251095,0.657149531,2,1,2,0,0,0,0,-0.733830801,0,2,-1.016138793,-0.137200803,-0.523582129,-0.02133377,-1.662682934,-0.3972799,-0.092029744,-0.126797673
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:09:35,1,12,70,0,0,6,5,-0.282251095,1.246744299,2,2,2,2,0,0,0,-2.144517921,0,3,-0.855306778,-0.042194959,-0.523582129,-0.02133377,-1.662682934,-0.3972799,-0.092029744,0.121649413
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:10:23,1,13,71,0,0,6,6,-1.1693464,-1.111634774,1,1,1,0,0,1,0,0.833599334,0,0,-1.016138793,-0.676816362,-0.700340453,-0.172091947,-1.662682934,-0.3972799,-0.092029744,0.121649413
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:20:42,2,1,83,1,0,0,0,-1.1693464,-1.111634774,2,1,2,0,0,0,0,-0.968945321,0,0,-1.016138793,-0.344406124,-0.700340453,-0.172091947,-1.662682934,-0.324708938,0.038376174,0.121649413
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:21:09,2,1,84,1,0,0,0,-1.1693464,-0.227242622,2,1,2,0,0,0,0,-0.812202307,0,1,-0.855306778,1.728528807,-0.700340453,-0.172091947,-1.662682934,-0.496965288,-0.114827982,0.121649413
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:21:39,2,1,85,1,0,0,0,-1.1693464,0.657149531,2,1,2,0,0,0,1,1.147085361,0,2,-0.694474764,-0.647278582,-0.700340453,-0.172091947,-1.662682934,-0.656461908,-0.256683682,0.121649413
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:21:56,2,1,86,1,0,0,0,-1.1693464,1.246744299,2,2,2,2,0,0,0,-1.831031895,0,3,-0.53364275,-0.481073463,-0.700340453,-0.172091947,-1.662682934,-0.656461908,-0.256683682,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:23:05,2,2,87,1,0,0,1,-1.1693464,-1.111634774,1,1,1,0,0,0,0,0.755227827,0,0,-0.694474764,-0.609805279,-0.619031624,-0.054732505,-1.662682934,-0.656461908,-0.256683682,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:23:29,2,2,88,1,0,0,1,-0.282251095,-1.111634774,1,2,1,0,0,0,0,0.049884267,1,0,-0.855306778,-0.662047472,-0.619031624,-0.054732505,-1.237510617,-0.656461908,-0.256683682,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:24:08,2,2,89,1,0,0,1,0.604844211,-1.111634774,1,1,1,0,0,0,0,0.284998787,2,0,-1.016138793,-0.137641666,-0.54397732,0.053599288,-1.237510617,-0.656461908,-0.256683682,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:24:37,2,2,90,1,0,0,1,1.196241082,-1.111634774,1,1,1,1,0,0,0,1.068713854,3,0,-1.176970807,0.207112719,-0.474482595,0.153906503,-1.237510617,-0.656461908,-0.256683682,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:25:09,2,3,91,1,0,1,1,-1.1693464,-1.111634774,2,1,1,0,0,0,0,-0.420344774,0,0,-1.016138793,-0.534638243,-0.474482595,0.153906503,-1.237510617,-0.582409906,-0.388406832,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:25:39,2,3,92,1,0,1,1,-0.282251095,-1.111634774,2,1,2,0,0,0,0,-0.655459294,1,0,-1.176970807,-0.011775455,-0.474482595,0.153906503,-1.237510617,-0.513464938,-0.265768037,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:26:05,2,3,93,1,0,1,1,-0.282251095,-0.227242622,2,1,2,0,0,0,0,-0.185230254,0,1,-1.016138793,-0.626117187,-0.474482595,0.153906503,-1.237510617,-0.656461908,-0.388406832,0.328688652
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:26:30,2,3,94,1,0,1,1,-0.282251095,0.657149531,2,2,1,0,0,0,0,-0.655459294,0,2,-1.176970807,-0.52493927,-0.474482595,0.153906503,-1.237510617,-0.656461908,-0.388406832,0.083426785
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:27:09,2,3,95,1,0,1,1,0.604844211,0.657149531,2,1,2,0,0,0,0,-0.106858747,1,0,-1.016138793,0.032310784,-0.474482595,0.153906503,-1.237510617,-0.790233267,-0.503133446,0.083426785
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:27:32,2,3,96,1,0,1,1,0.604844211,1.246744299,2,1,2,2,0,0,0,-0.733830801,0,1,-0.855306778,-0.603412775,-0.474482595,0.153906503,-1.237510617,-0.915643916,-0.610689647,0.083426785
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:29:11,2,4,97,1,0,1,2,-1.1693464,-1.111634774,1,1,1,0,0,0,0,0.755227827,0,0,-1.016138793,0.168978123,-0.409951778,0.247048918,-1.237510617,-0.915643916,-0.610689647,0.083426785
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,03:29:37,2,4,98,1,0,1,2,-0.282251095,-1.111634774,1,1,1,0,0,1,0,0.128255773,1,0,-1.176970807,-0.592611646,-0.560152817,0.113028955,-1.237510617,-0.915643916,-0.610689647,0.083426785
