p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,p1_Players_run_distance_difference,p2_Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,point_no,p1_Player_socre_margin,p2_Player_socre_margin
0.909090909,0.772727273,0.384615385,0.806451613,0.612903226,0.466666667,0,0,0,0,117,5,1,1,0,1,1,01:03:04,2.183,2.183,1,1,30,15,83,15,15
0.913043478,0.782608696,0.384615385,0.806451613,0.612903226,0.466666667,0,0,0,0,120,4,2,2,0,1,1,01:03:23,-0.568,-0.568,1,1,40,15,84,25,25
0.913043478,0.782608696,0.384615385,0.8125,0.625,0.466666667,0,0,0,0,128,4,2,0,0,2,1,01:04:03,1.205,1.205,2,2,0,0,85,0,0
0.913043478,0.782608696,0.384615385,0.818181818,0.606060606,0.466666667,0,0,0,0,123,4,2,0,1,2,1,01:04:42,2.371,2.371,2,2,0,15,86,-15,-15
0.913043478,0.782608696,0.384615385,0.823529412,0.588235294,0.466666667,0,0,0,0,115,5,1,1,0,2,1,01:05:10,6.756,6.756,2,2,15,15,87,0,0
0.913043478,0.782608696,0.384615385,0.828571429,0.6,0.466666667,0,0,0,0,128,3,2,2,0,2,1,01:05:58,0.193,0.193,2,2,30,15,88,15,15
0.913043478,0.782608696,0.384615385,0.833333333,0.583333333,0.466666667,0,0,0,0,124,2,2,0,1,2,1,01:06:16,-2.448,-2.448,2,2,30,30,89,0,0
0.913043478,0.782608696,0.384615385,0.837837838,0.594594595,0.466666667,0,0,0,0,125,5,1,1,0,2,1,01:06:49,1.061,1.061,2,2,40,30,90,10,10
0.913043478,0.782608696,0.384615385,0.842105263,0.578947368,0.466666667,0,0,0,1,126,4,2,0,1,2,1,01:07:16,6.808,6.808,2,2,40,40,91,0,0
0.913043478,0.782608696,0.384615385,0.846153846,0.58974359,0.466666667,0,0,0,1,122,3,2,1,0,2,1,01:08:00,3.002,3.002,2,2,60,40,92,20,20
0.913043478,0.782608696,0.384615385,0.846153846,0.58974359,0.5,0,0,1,1,106,4,2,0,0,2,2,01:08:23,1.066,1.066,2,2,40,40,93,0,0
0.913043478,0.782608696,0.384615385,0.846153846,0.58974359,0.470588235,0,0,1,0,104,3,1,0,1,2,2,01:08:57,0.719,0.719,2,2,40,60,94,-20,-20
0.916666667,0.791666667,0.384615385,0.846153846,0.58974359,0.470588235,0,0,1,0,120,2,2,0,0,1,1,01:11:05,-2.207,-2.207,1,1,0,0,95,0,0
0.92,0.8,0.384615385,0.846153846,0.58974359,0.470588235,0,0,0,0,119,5,1,1,0,1,1,01:11:26,-3.675,-3.675,1,1,15,0,96,15,15
0.92,0.8,0.357142857,0.846153846,0.58974359,0.470588235,0,0,0,0,102,5,1,2,0,1,2,01:12:00,-0.785,-0.785,1,1,30,0,97,30,30
0.92,0.8,0.333333333,0.846153846,0.58974359,0.470588235,0,0,0,0,84,3,2,0,1,1,2,01:12:34,2.681,2.681,1,1,30,15,98,15,15
0.923076923,0.769230769,0.333333333,0.846153846,0.58974359,0.470588235,0,0,0,0,114,5,1,0,2,1,1,01:13:17,-2.715,-2.715,1,1,30,30,99,0,0
0.923076923,0.769230769,0.3125,0.846153846,0.58974359,0.470588235,0,0,1,0,94,3,2,0,3,1,2,01:13:40,0.219,0.219,1,1,30,40,100,-10,-10
0.923076923,0.769230769,0.3125,0.825,0.575,0.470588235,0,0,1,0,125,4,2,0,0,2,1,01:14:38,-0.294,-0.294,2,2,0,0,101,0,0
0.923076923,0.769230769,0.3125,0.825,0.575,0.5,0,0,1,0,94,3,2,1,0,2,2,01:15:44,8.995,8.995,2,2,15,0,102,15,15
0.923076923,0.769230769,0.3125,0.825,0.575,0.526315789,0,0,0,0,107,4,1,0,1,2,2,01:16:14,1.443,1.443,2,2,15,15,103,0,0
0.923076923,0.769230769,0.3125,0.829268293,0.585365854,0.526315789,0,0,0,0,109,5,1,0,2,2,1,01:16:46,3.544,3.544,2,2,15,30,104,-15,-15
0.923076923,0.769230769,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,0,129,4,2,0,3,2,1,01:17:08,1.178,1.178,2,2,15,40,105,-25,-25
0.925925926,0.777777778,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,0,106,3,2,0,0,1,1,01:19:00,-2.043,-2.043,1,1,0,0,106,0,0
0.928571429,0.785714286,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,1,109,4,2,1,0,1,1,01:19:30,3.295,3.295,1,1,15,0,107,15,15
0.896551724,0.75862069,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,1,110,3,2,2,0,1,1,01:19:58,-1.963,-1.963,1,1,30,0,108,30,30
0.9,0.766666667,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,1,121,4,2,3,0,1,1,01:20:31,-0.567,-0.567,1,1,40,0,109,40,40
0.9,0.766666667,0.3125,0.837209302,0.604651163,0.526315789,0,0,0,0,110,5,2,0,0,2,1,01:21:01,2.704,2.704,2,2,0,0,110,0,0
0.9,0.766666667,0.3125,0.818181818,0.590909091,0.526315789,0,0,0,0,128,5,1,0,1,2,1,01:21:22,-0.364,-0.364,2,2,0,15,111,-15,-15
0.9,0.766666667,0.3125,0.8,0.577777778,0.526315789,0,1,0,0,112,5,1,0,2,2,1,01:21:39,-0.187,-0.187,2,2,0,30,112,-30,-30
0.9,0.766666667,0.3125,0.8,0.577777778,0.5,0,1,0,1,98,5,1,0,3,2,2,01:21:55,3.011,3.011,2,2,0,40,113,-40,-40
0.9,0.766666667,0.3125,0.782608696,0.565217391,0.5,0,1,0,1,120,3,2,1,0,2,1,01:22:37,0.993,0.993,2,2,15,40,114,-25,-25
0.9,0.766666667,0.294117647,0.782608696,0.565217391,0.5,0,0,0,1,97,2,2,0,0,1,2,01:24:34,-10.565,-10.565,1,1,0,0,115,0,0
0.9,0.766666667,0.333333333,0.782608696,0.565217391,0.5,0,0,0,0,105,3,2,0,1,1,2,01:25:30,0.275,0.275,1,1,0,15,116,-15,-15
0.903225806,0.774193548,0.333333333,0.782608696,0.565217391,0.5,0,0,0,0,121,4,2,1,0,1,1,01:26:04,-1.567,-1.567,1,1,15,15,117,0,0
0.90625,0.78125,0.333333333,0.782608696,0.565217391,0.5,0,0,0,1,121,5,1,2,0,1,1,01:26:23,-19.603,-19.603,1,1,30,15,118,15,15
0.909090909,0.787878788,0.333333333,0.782608696,0.565217391,0.5,0,0,0,1,109,5,2,3,0,1,1,01:26:52,-0.05,-0.05,1,1,40,15,119,25,25
0.909090909,0.787878788,0.333333333,0.787234043,0.553191489,0.5,0,0,0,1,123,4,2,0,0,2,1,01:27:26,5.06,5.06,2,2,0,0,120,0,0
0.909090909,0.787878788,0.333333333,0.787234043,0.553191489,0.476190476,0,0,0,1,95,3,2,1,0,2,2,01:27:54,2.893,2.893,2,2,15,0,121,15,15
0.909090909,0.787878788,0.333333333,0.791666667,0.5625,0.476190476,0,0,0,1,127,4,2,2,0,2,1,01:28:27,-0.241,-0.241,2,2,30,0,122,30,30
0.909090909,0.787878788,0.333333333,0.795918367,0.571428571,0.476190476,0,0,0,1,124,4,1,0,1,2,1,01:28:49,0.7,0.7,2,2,30,15,123,15,15
0.909090909,0.787878788,0.333333333,0.8,0.58,0.476190476,0,0,0,0,112,5,1,0,2,2,1,01:29:08,0.07,0.07,2,2,30,30,124,0,0
0.909090909,0.787878788,0.333333333,0.803921569,0.588235294,0.476190476,0,0,0,0,125,2,1,0,0,2,1,01:30:12,-0.018,-0.018,2,2,40,40,126,0,0
0.909090909,0.787878788,0.333333333,0.807692308,0.596153846,0.476190476,0,0,0,0,121,3,2,0,1,2,1,01:30:30,-0.276,-0.276,2,2,40,60,127,-20,-20
0.911764706,0.794117647,0.333333333,0.807692308,0.596153846,0.476190476,0,0,0,0,106,5,2,0,0,1,1,01:32:19,-7.66,-7.66,1,1,0,0,128,0,0
0.911764706,0.794117647,0.368421053,0.807692308,0.596153846,0.476190476,0,0,0,0,91,5,1,1,0,1,2,01:32:55,-1.933,-1.933,1,1,15,0,129,15,15
0.914285714,0.8,0.368421053,0.807692308,0.596153846,0.476190476,0,0,0,0,112,3,2,2,0,1,1,01:33:42,0.002,0.002,1,1,30,0,130,30,30
0.888888889,0.777777778,0.368421053,0.807692308,0.596153846,0.476190476,0,0,0,0,121,5,2,3,0,1,1,01:33:58,-1.081,-1.081,1,1,40,0,131,40,40
0.888888889,0.777777778,0.368421053,0.811320755,0.603773585,0.476190476,0,0,0,0,116,5,1,0,0,2,1,01:34:32,1.347,1.347,2,2,0,0,132,0,0
0.864864865,0.756756757,0.368421053,0.811320755,0.603773585,0.476190476,1,0,0,0,120,4,2,0,0,1,1,01:43:40,-0.26,-0.26,1,1,0,0,144,0,0
0.868421053,0.763157895,0.368421053,0.811320755,0.603773585,0.476190476,1,0,0,0,123,2,2,1,0,1,1,01:43:56,-6.853,-6.853,1,1,15,0,145,15,15
0.871794872,0.769230769,0.368421053,0.811320755,0.603773585,0.476190476,1,0,0,0,100,5,1,2,0,1,1,01:44:21,-1.624,-1.624,1,1,30,0,146,30,30
0.871794872,0.769230769,0.4,0.811320755,0.603773585,0.476190476,0,0,0,1,93,3,2,3,0,1,2,01:44:39,-0.214,-0.214,1,1,40,0,147,40,40
0.871794872,0.769230769,0.4,0.811320755,0.603773585,0.454545455,0,0,0,1,100,4,2,0,0,2,2,01:45:38,-4.871,-4.871,2,2,0,0,148,0,0
0.871794872,0.769230769,0.4,0.796296296,0.592592593,0.454545455,0,0,0,1,124,4,2,1,0,2,1,01:46:37,-0.123,-0.123,2,2,15,0,149,15,15
0.871794872,0.769230769,0.4,0.796296296,0.592592593,0.434782609,0,0,0,0,107,5,1,0,1,2,2,01:46:56,0.204,0.204,2,2,15,15,150,0,0
0.871794872,0.769230769,0.4,0.796296296,0.592592593,0.416666667,0,0,0,1,109,4,2,0,2,2,2,01:47:25,-3.096,-3.096,2,2,15,30,151,-15,-15
0.871794872,0.769230769,0.4,0.8,0.6,0.416666667,0,0,0,1,117,5,1,1,0,2,1,01:48:04,0.888,0.888,2,2,30,30,152,0,0
0.871794872,0.769230769,0.4,0.8,0.6,0.44,0,0,0,1,98,5,1,0,1,2,2,01:48:22,1.405,1.405,2,2,30,40,153,-10,-10
0.875,0.775,0.4,0.8,0.6,0.44,0,0,0,0,100,5,2,0,0,1,1,01:49:27,-0.738,-0.738,1,1,0,0,154,0,0
0.853658537,0.756097561,0.4,0.8,0.6,0.44,0,0,1,0,95,3,2,1,0,1,1,01:49:46,2.529,2.529,1,1,15,0,155,15,15
0.853658537,0.756097561,0.380952381,0.8,0.6,0.44,0,0,1,0,101,2,1,0,1,1,2,01:50:07,-1.928,-1.928,1,1,15,15,156,0,0
0.857142857,0.761904762,0.380952381,0.8,0.6,0.44,0,0,1,0,123,4,2,0,2,1,1,01:50:49,-2.073,-2.073,1,1,15,30,157,-15,-15
0.860465116,0.744186047,0.380952381,0.8,0.6,0.44,0,0,0,0,108,5,1,1,0,1,1,01:51:25,-11.481,-11.481,1,1,30,30,158,0,0
0.860465116,0.744186047,0.363636364,0.8,0.6,0.44,0,0,0,0,108,4,2,0,1,1,2,01:52:00,-2.346,-2.346,1,1,30,40,159,-10,-10
0.860465116,0.744186047,0.363636364,0.803571429,0.607142857,0.44,0,0,0,0,110,5,1,0,0,2,1,01:53:52,1.338,1.338,2,2,0,0,160,0,0
0.860465116,0.744186047,0.363636364,0.789473684,0.596491228,0.44,0,0,0,0,114,2,2,0,1,2,1,01:54:09,-0.407,-0.407,2,2,0,15,161,-15,-15
0.860465116,0.744186047,0.363636364,0.789473684,0.596491228,0.461538462,0,0,1,0,107,3,2,0,2,2,2,01:54:27,0.31,0.31,2,2,0,30,162,-30,-30
0.860465116,0.744186047,0.363636364,0.789473684,0.596491228,0.481481481,0,0,1,0,108,1,2,0,3,2,2,01:54:56,0.11,0.11,2,2,0,40,163,-40,-40
0.840909091,0.727272727,0.363636364,0.789473684,0.596491228,0.481481481,1,0,1,0,122,4,2,0,0,1,1,01:55:37,-0.388,-0.388,1,1,0,0,164,0,0
0.844444444,0.733333333,0.363636364,0.789473684,0.596491228,0.481481481,1,0,0,0,117,5,1,1,0,1,1,01:55:52,-0.967,-0.967,1,1,15,0,165,15,15
0.847826087,0.739130435,0.363636364,0.789473684,0.596491228,0.481481481,1,0,0,0,119,4,2,2,0,1,1,01:56:10,0.281,0.281,1,1,30,0,166,30,30
0.847826087,0.739130435,0.391304348,0.789473684,0.596491228,0.481481481,0,0,0,0,92,5,1,3,0,1,2,01:56:28,-5.138,-5.138,1,1,40,0,167,40,40
0.847826087,0.739130435,0.391304348,0.793103448,0.603448276,0.481481481,0,0,0,0,112,3,2,0,0,2,1,01:58:14,0.316,0.316,2,2,0,0,168,0,0
0.847826087,0.739130435,0.391304348,0.793103448,0.603448276,0.464285714,0,0,0,1,98,2,2,0,1,2,2,01:58:30,-4.805,-4.805,2,2,0,15,169,-15,-15
0.847826087,0.739130435,0.391304348,0.793103448,0.603448276,0.448275862,0,0,0,1,97,5,1,1,0,2,2,01:59:13,-2.294,-2.294,2,2,15,15,170,0,0
0.847826087,0.739130435,0.391304348,0.779661017,0.593220339,0.448275862,0,0,0,1,123,5,2,2,0,2,1,01:59:52,0.206,0.206,2,2,30,15,171,15,15
0.847826087,0.739130435,0.391304348,0.783333333,0.6,0.448275862,0,0,0,0,112,5,1,0,1,2,1,02:00:15,0.281,0.281,2,2,30,30,172,0,0
0.847826087,0.739130435,0.391304348,0.786885246,0.606557377,0.448275862,0,0,0,0,128,3,1,0,2,2,1,02:00:33,0.02,0.02,2,2,30,40,173,-10,-10
0.85106383,0.744680851,0.391304348,0.786885246,0.606557377,0.448275862,0,0,0,0,107,5,2,0,0,1,1,02:01:04,-0.381,-0.381,1,1,0,0,174,0,0
0.85106383,0.744680851,0.416666667,0.786885246,0.606557377,0.448275862,0,0,0,0,89,5,1,1,0,1,2,02:01:25,-0.609,-0.609,1,1,15,0,175,15,15
0.85106383,0.744680851,0.44,0.786885246,0.606557377,0.448275862,0,0,0,0,103,1,2,2,0,1,2,02:01:59,3.818,3.818,1,1,30,0,176,30,30
0.833333333,0.729166667,0.44,0.786885246,0.606557377,0.448275862,1,0,0,0,123,4,1,3,0,1,1,02:02:38,-0.47,-0.47,1,1,40,0,177,40,40
0.833333333,0.729166667,0.44,0.790322581,0.612903226,0.448275862,1,0,0,0,124,4,1,0,0,2,1,02:04:13,0.508,0.508,2,2,0,0,178,0,0
0.833333333,0.729166667,0.44,0.793650794,0.619047619,0.448275862,1,0,0,0,124,1,2,0,1,2,1,02:04:30,-0.705,-0.705,2,2,0,15,179,-15,-15
0.833333333,0.729166667,0.44,0.796875,0.625,0.448275862,0,0,0,0,123,4,2,0,2,2,1,02:04:48,-3.521,-3.521,2,2,0,30,180,-30,-30
0.833333333,0.729166667,0.44,0.8,0.630769231,0.448275862,0,0,0,0,127,4,2,0,3,2,1,02:05:23,0.267,0.267,2,2,0,40,181,-40,-40
0.836734694,0.734693878,0.44,0.8,0.630769231,0.448275862,0,0,0,0,120,5,1,0,0,1,1,02:06:27,-4.027,-4.027,1,1,0,15,183,-15,-15
0.82,0.72,0.44,0.8,0.630769231,0.448275862,0,0,0,0,124,2,2,1,0,1,1,02:06:50,-0.769,-0.769,1,1,15,15,184,0,0
0.823529412,0.725490196,0.44,0.8,0.630769231,0.448275862,0,0,0,0,121,4,2,2,0,1,1,02:07:06,-2.403,-2.403,1,1,30,15,185,15,15
0.826923077,0.730769231,0.44,0.8,0.630769231,0.448275862,0,0,0,0,104,2,2,3,0,1,1,02:07:24,-0.359,-0.359,1,1,40,15,186,25,25
0.826923077,0.730769231,0.44,0.787878788,0.621212121,0.448275862,0,1,0,0,125,4,2,0,0,2,1,02:08:59,-0.354,-0.354,2,2,0,0,187,0,0
0.826923077,0.730769231,0.44,0.791044776,0.626865672,0.448275862,0,1,0,0,128,5,1,0,1,2,1,02:09:31,1.333,1.333,2,2,0,15,188,-15,-15
0.826923077,0.730769231,0.44,0.791044776,0.626865672,0.466666667,0,1,1,0,104,4,2,0,2,2,2,02:10:16,-2.629,-2.629,2,2,0,30,189,-30,-30
0.826923077,0.730769231,0.44,0.794117647,0.632352941,0.466666667,0,0,1,0,124,4,2,0,3,2,1,02:10:56,-2.223,-2.223,2,2,0,40,190,-40,-40
0,0,0,0,0,0,0,0,1,0,104,1,2,0,0,2,2,00:00:00,2.46,2.46,2,2,0,0,1,0,0
0,0,0,0,0,0.5,0,0,0,0,110,1,1,1,0,2,2,00:00:41,-2.316,-2.316,2,2,15,0,2,15,15
0,0,0,1,1,0.5,0,0,0,0,111,5,2,0,1,2,1,00:01:15,1.924,1.924,2,2,15,15,3,0,0
0,0,0,1,1,0.5,0,0,0,0,108,5,1,0,0,2,1,00:02:06,7.749,7.749,2,2,30,30,5,0,0
0,0,0,1,1,0.666666667,0,0,1,0,103,5,2,0,1,2,2,00:02:38,-2.636,-2.636,2,2,30,40,6,-10,-10
0,0,1,1,1,0.666666667,0,0,1,0,105,1,1,0,0,1,2,00:03:55,-0.907,-0.907,1,1,0,0,7,0,0
1,1,1,1,1,0.666666667,0,0,1,0,115,5,2,0,0,1,1,00:05:00,-0.838,-0.838,1,1,15,15,9,0,0
1,1,1,1,1,0.666666667,0,0,0,0,99,1,2,1,0,1,2,00:05:29,1.687,1.687,1,1,30,15,10,15,15
1,0.5,1,1,1,0.666666667,0,0,1,0,129,4,2,2,0,1,1,00:06:04,3.357,3.357,1,1,40,15,11,25,25
1,0.333333333,1,1,1,0.666666667,0,0,1,0,121,4,2,0,1,1,1,00:06:34,1.031,1.031,1,1,40,30,12,10,10
1,0.333333333,1,1,1,0.666666667,0,0,1,0,109,1,2,0,2,1,2,00:07:07,-0.297,-0.297,1,1,40,40,13,0,0
1,0.5,1,1,1,0.666666667,0,0,0,0,120,3,2,0,0,1,1,00:08:25,-0.882,-0.882,1,1,40,40,15,0,0
1,0.6,1,1,1,0.666666667,0,0,0,1,124,4,2,1,0,1,1,00:08:50,2.578,2.578,1,1,60,40,16,20,20
1,0.6,1,1,0.666666667,0.666666667,0,0,0,1,129,2,2,0,0,2,1,00:09:28,5.768,5.768,2,2,0,0,17,0,0
1,0.6,1,1,0.666666667,0.75,0,0,0,1,114,3,2,1,0,2,2,00:11:09,3.45,3.45,2,2,30,0,19,30,30
1,0.6,1,0.75,0.5,0.75,0,1,0,0,126,4,1,0,1,2,1,00:11:44,-0.166,-0.166,2,2,30,15,20,15,15
1,0.6,1,0.75,0.5,0.6,0,1,0,1,105,4,2,0,2,2,2,00:12:06,2.746,2.746,2,2,30,30,21,0,0
1,0.6,1,0.8,0.6,0.6,0,1,0,1,129,5,2,1,0,2,1,00:13:26,0.945,0.945,2,2,40,30,22,10,10
1,0.6,1,0.666666667,0.5,0.6,0,1,0,1,110,5,1,0,1,2,1,00:13:50,0.235,0.235,2,2,40,40,23,0,0
1,0.6,1,0.714285714,0.428571429,0.6,0,1,0,0,130,3,2,0,2,2,1,00:14:09,5.901,5.901,2,2,40,60,24,-20,-20
1,0.6,1,0.75,0.5,0.6,0,1,0,0,121,4,1,0,0,2,1,00:14:53,4.849,4.849,2,2,40,40,25,0,0
1,0.6,1,0.777777778,0.555555556,0.6,0,0,0,0,124,3,1,0,1,2,1,00:15:13,7.582,7.582,2,2,40,60,26,-20,-20
1,0.5,1,0.777777778,0.555555556,0.6,0,0,0,0,116,5,1,0,0,1,1,00:16:58,-2.412,-2.412,1,1,0,0,27,0,0
1,0.571428571,1,0.777777778,0.555555556,0.6,0,0,0,1,120,4,2,0,1,1,1,00:17:28,-1.742,-1.742,1,1,0,15,28,-15,-15
1,0.5,1,0.777777778,0.555555556,0.6,0,0,0,1,124,2,2,1,0,1,1,00:18:02,0.927,0.927,1,1,15,15,29,0,0
0.888888889,0.444444444,1,0.777777778,0.555555556,0.6,1,0,0,1,122,5,1,0,1,1,1,00:18:34,0.049,0.049,1,1,15,30,30,-15,-15
0.888888889,0.444444444,0.75,0.777777778,0.555555556,0.6,1,0,1,0,99,3,2,1,0,1,2,00:19:06,-1.38,-1.38,1,1,30,30,31,0,0
0.9,0.4,0.75,0.777777778,0.555555556,0.6,1,0,1,0,122,5,1,0,1,1,1,00:20:00,-2.565,-2.565,1,1,30,40,32,-10,-10
0.9,0.4,0.75,0.777777778,0.555555556,0.5,0,0,1,1,109,3,2,0,0,2,2,00:20:37,2.063,2.063,2,2,0,0,33,0,0
0.9,0.4,0.75,0.777777778,0.555555556,0.571428571,0,0,1,1,118,2,2,1,0,2,2,00:21:26,2.612,2.612,2,2,15,0,34,15,15
0.9,0.4,0.75,0.8,0.6,0.571428571,0,0,1,1,112,5,2,0,1,2,1,00:22:00,6.659,6.659,2,2,15,15,35,0,0
0.9,0.4,0.75,0.727272727,0.545454545,0.571428571,0,1,1,0,126,4,2,0,2,2,1,00:22:28,0.011,0.011,2,2,15,30,36,-15,-15
0.9,0.4,0.75,0.75,0.583333333,0.571428571,0,1,0,0,108,5,2,0,3,2,1,00:22:47,1.567,1.567,2,2,15,40,37,-25,-25
0.909090909,0.454545455,0.75,0.75,0.583333333,0.571428571,0,1,0,0,117,3,2,0,0,1,1,00:24:40,0.256,0.256,1,1,0,0,38,0,0
0.916666667,0.5,0.75,0.75,0.583333333,0.571428571,0,0,0,0,119,5,1,1,0,1,1,00:25:01,-0.687,-0.687,1,1,15,0,39,15,15
0.846153846,0.461538462,0.75,0.75,0.583333333,0.571428571,0,0,0,0,116,5,1,2,0,1,1,00:25:28,-1.279,-1.279,1,1,30,0,40,30,30
0.846153846,0.461538462,0.8,0.75,0.583333333,0.571428571,0,0,0,0,99,1,2,3,0,1,2,00:25:46,0.876,0.876,1,1,40,0,41,40,40
0.846153846,0.461538462,0.8,0.769230769,0.615384615,0.571428571,0,0,0,0,110,5,1,0,0,2,1,00:26:30,3.03,3.03,2,2,0,0,42,0,0
0.846153846,0.461538462,0.8,0.785714286,0.642857143,0.571428571,0,0,0,0,125,4,2,0,1,2,1,00:26:56,7.796,7.796,2,2,0,15,43,-15,-15
0.846153846,0.461538462,0.8,0.8,0.6,0.571428571,0,0,0,0,130,4,1,0,2,2,1,00:27:24,1.929,1.929,2,2,0,30,44,-30,-30
0.846153846,0.461538462,0.8,0.8,0.6,0.625,0,0,0,0,99,3,2,1,0,2,2,00:27:46,5.416,5.416,2,2,15,30,45,-15,-15
0.846153846,0.461538462,0.8,0.75,0.5625,0.625,0,1,0,0,120,4,1,0,1,2,1,00:28:24,-0.292,-0.292,2,2,15,40,46,-25,-25
0.785714286,0.428571429,0.8,0.75,0.5625,0.625,0,1,0,0,127,2,2,0,0,1,1,00:30:22,0.131,0.131,1,1,0,0,47,0,0
0.785714286,0.428571429,0.833333333,0.75,0.5625,0.625,0,1,0,0,100,1,2,1,0,1,2,00:30:57,-0.851,-0.851,1,1,15,0,48,15,15
0.8,0.466666667,0.833333333,0.75,0.5625,0.625,0,0,0,1,115,3,2,2,0,1,1,00:31:28,-3.892,-3.892,1,1,30,0,49,30,30
0.8125,0.5,0.833333333,0.75,0.5625,0.625,0,0,0,1,125,4,2,0,0,1,1,00:32:23,-0.601,-0.601,1,1,40,15,51,25,25
0.8125,0.5,0.833333333,0.75,0.5625,0.666666667,0,0,0,1,105,2,2,0,0,2,2,00:33:07,1.628,1.628,2,2,0,0,52,0,0
0.8125,0.5,0.833333333,0.75,0.5625,0.6,0,0,0,0,105,1,2,0,1,2,2,00:33:49,-0.465,-0.465,2,2,0,15,53,-15,-15
0.8125,0.5,0.833333333,0.75,0.5625,0.636363636,0,0,0,0,104,2,2,0,2,2,2,00:34:22,0.474,0.474,2,2,0,30,54,-30,-30
0.8125,0.5,0.833333333,0.705882353,0.529411765,0.636363636,0,1,0,0,125,4,2,0,0,2,1,00:35:26,0.149,0.149,2,2,15,40,56,-25,-25
0.764705882,0.470588235,0.833333333,0.705882353,0.529411765,0.636363636,1,1,0,0,129,4,2,0,0,1,1,00:37:33,-0.236,-0.236,1,1,0,0,57,0,0
0.722222222,0.444444444,0.833333333,0.705882353,0.529411765,0.636363636,2,1,0,0,125,4,2,0,0,1,1,00:38:21,-0.235,-0.235,1,1,15,15,59,0,0
0.722222222,0.444444444,0.714285714,0.705882353,0.529411765,0.636363636,2,0,1,0,96,1,2,1,0,1,2,00:38:44,-1.729,-1.729,1,1,30,15,60,15,15
0.736842105,0.473684211,0.714285714,0.705882353,0.529411765,0.636363636,1,0,1,0,118,5,1,0,1,1,1,00:39:21,-1.093,-1.093,1,1,30,30,61,0,0
0.736842105,0.473684211,0.625,0.705882353,0.529411765,0.636363636,0,0,1,0,104,1,2,1,0,1,2,00:40:00,-0.331,-0.331,1,1,40,30,62,10,10
0.736842105,0.473684211,0.625,0.705882353,0.529411765,0.666666667,0,0,0,0,113,4,2,0,0,2,2,00:41:16,0.207,0.207,2,2,0,0,63,0,0
0.736842105,0.473684211,0.625,0.705882353,0.529411765,0.615384615,0,0,0,0,101,3,2,0,1,2,2,00:41:42,3.492,3.492,2,2,0,15,64,-15,-15
0.736842105,0.473684211,0.625,0.722222222,0.5,0.615384615,0,0,0,0,116,5,1,1,0,2,1,00:42:16,3.746,3.746,2,2,15,15,65,0,0
0.736842105,0.473684211,0.625,0.722222222,0.5,0.642857143,0,0,0,0,103,5,2,2,0,2,2,00:42:42,2.452,2.452,2,2,30,15,66,15,15
0.736842105,0.473684211,0.625,0.722222222,0.5,0.6,0,0,0,0,108,3,2,0,1,2,2,00:43:32,-2.523,-2.523,2,2,30,30,67,0,0
0.736842105,0.473684211,0.625,0.736842105,0.473684211,0.6,0,0,0,0,130,3,1,1,0,2,1,00:44:22,1.178,1.178,2,2,40,30,68,10,10
0.736842105,0.473684211,0.555555556,0.736842105,0.473684211,0.6,0,0,0,0,106,2,2,0,0,1,2,00:44:57,6.619,6.619,1,1,0,0,69,0,0
0.75,0.5,0.555555556,0.736842105,0.473684211,0.6,0,0,0,0,117,5,2,0,1,1,1,00:46:10,-3.131,-3.131,1,1,0,15,70,-15,-15
0.75,0.5,0.6,0.736842105,0.473684211,0.6,0,0,0,0,112,1,1,1,0,1,2,00:46:37,-5.404,-5.404,1,1,15,15,71,0,0
0.75,0.5,0.636363636,0.736842105,0.473684211,0.6,0,0,0,0,104,1,1,2,0,1,2,00:47:35,-3.883,-3.883,1,1,30,15,72,15,15
0.75,0.5,0.583333333,0.736842105,0.473684211,0.6,0,0,1,0,105,1,2,3,0,1,2,00:48:35,-1.17,-1.17,1,1,40,15,73,25,25
0.761904762,0.523809524,0.583333333,0.736842105,0.473684211,0.6,0,0,1,0,122,2,2,0,1,1,1,00:49:25,-0.132,-0.132,1,1,40,30,74,10,10
0.761904762,0.523809524,0.583333333,0.75,0.45,0.6,0,0,1,0,122,4,2,0,0,2,1,00:51:24,0.603,0.603,2,2,15,0,76,15,15
0.761904762,0.523809524,0.583333333,0.714285714,0.428571429,0.6,0,1,0,0,114,5,1,1,0,2,1,00:51:47,0.389,0.389,2,2,30,0,77,30,30
0.761904762,0.523809524,0.583333333,0.727272727,0.454545455,0.6,0,1,1,0,123,4,2,0,1,2,1,00:52:05,1.537,1.537,2,2,30,15,78,15,15
0.761904762,0.523809524,0.583333333,0.727272727,0.454545455,0.625,0,1,1,0,110,4,2,0,2,2,2,00:52:39,9.428,9.428,2,2,30,30,79,0,0
