,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,Player_socre_margin,Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,y_value_p1,y_value_p2,Momentum difference,point_victor_p2
1711,0.923076923,0.769230769,0.3125,0.846153846,0.58974359,0.470588235,0,0,1,0,-0.424242424,3,2,0,3,1,2,01:13:40,-0.225806452,-0.424242424,1,0,30,40,44.10778769,31.34851618,12.75927151,2
1712,0.923076923,0.769230769,0.3125,0.825,0.575,0.470588235,0,0,1,0,0.515151515,4,2,0,0,2,1,01:14:38,-0.193548387,0.515151515,0,1,0,0,37.75545769,49.49636823,-11.74091054,1
1713,0.923076923,0.769230769,0.3125,0.825,0.575,0.5,0,0,1,0,-0.424242424,3,2,1,0,2,2,01:15:44,-0.225806452,-0.424242424,0,1,15,0,29.42445769,37.31978,-7.89532231,2
1714,0.923076923,0.769230769,0.3125,0.825,0.575,0.526315789,0,0,0,0,-0.03030303,4,1,0,1,2,2,01:16:14,-0.258064516,-0.03030303,0,1,15,15,25.27085769,47.92100789,-22.6501502,2
1715,0.923076923,0.769230769,0.3125,0.829268293,0.585365854,0.526315789,0,0,0,0,0.03030303,5,1,0,2,2,1,01:16:46,-0.290322581,0.03030303,0,1,15,30,25.97285769,52.92718399,-26.9543263,2
1716,0.923076923,0.769230769,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,0,0.636363636,4,2,0,3,2,1,01:17:08,-0.322580645,0.636363636,0,1,15,40,32.95945769,64.21379313,-31.25433544,2
1717,0.925925926,0.777777778,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,0,-0.060606061,3,2,0,0,1,1,01:19:00,-0.290322581,-0.060606061,1,0,0,0,40.33911334,21.50745313,18.83166021,1
1718,0.928571429,0.785714286,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,1,0.03030303,4,2,1,0,1,1,01:19:30,-0.258064516,0.03030303,1,0,15,0,47.75648715,31.06045313,16.69603402,1
1719,0.896551724,0.75862069,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,1,0.060606061,3,2,2,0,1,1,01:19:58,-0.225806452,0.060606061,1,0,30,0,49.65937655,29.31145313,20.34792343,1
1720,0.9,0.766666667,0.3125,0.833333333,0.595238095,0.526315789,0,0,0,1,0.393939394,4,2,3,0,1,1,01:20:31,-0.193548387,0.393939394,1,0,40,0,60.28991667,35.87245313,24.41746354,1
1721,0.9,0.766666667,0.3125,0.837209302,0.604651163,0.526315789,0,0,0,0,0.060606061,5,2,0,0,2,1,01:21:01,-0.225806452,0.060606061,0,1,0,0,27.34558667,46.17424603,-18.82865936,2
1722,0.9,0.766666667,0.3125,0.818181818,0.590909091,0.526315789,0,0,0,0,0.606060606,5,1,0,1,2,1,01:21:22,-0.258064516,0.606060606,0,1,0,15,33.44698667,56.29475789,-22.84777122,2
1723,0.9,0.766666667,0.3125,0.8,0.577777778,0.526315789,0,1,0,0,0.121212121,5,1,0,2,2,1,01:21:39,-0.290322581,0.121212121,0,1,0,30,27.03098667,55.88995012,-28.85896345,2
1724,0.9,0.766666667,0.3125,0.8,0.577777778,0.5,0,1,0,1,-0.303030303,5,1,0,3,2,2,01:21:55,-0.258064516,-0.303030303,0,1,0,40,23.66698667,62.80446222,-39.13747555,1
1725,0.9,0.766666667,0.3125,0.782608696,0.565217391,0.5,0,1,0,1,0.363636364,3,2,1,0,2,1,01:22:37,-0.290322581,0.363636364,0,1,15,40,31.05558667,53.36248217,-22.30689551,2
1726,0.9,0.766666667,0.294117647,0.782608696,0.565217391,0.5,0,0,0,1,-0.333333333,2,2,0,0,1,2,01:24:34,-0.322580645,-0.333333333,1,0,0,0,36.52804902,23.57285217,12.95519685,2
1727,0.9,0.766666667,0.333333333,0.782608696,0.565217391,0.5,0,0,0,0,-0.090909091,3,2,0,1,1,2,01:25:30,-0.290322581,-0.090909091,1,0,0,15,42.0735,26.94752217,15.12597783,1
1728,0.903225806,0.774193548,0.333333333,0.782608696,0.565217391,0.5,0,0,0,0,0.393939394,4,2,1,0,1,1,01:26:04,-0.258064516,0.393939394,1,0,15,15,52.45455365,29.04685217,23.40770148,1
1729,0.90625,0.78125,0.333333333,0.782608696,0.565217391,0.5,0,0,0,1,0.393939394,5,1,2,0,1,1,01:26:23,-0.225806452,0.393939394,1,0,30,15,57.54894146,36.28025217,21.26868928,1
1730,0.909090909,0.787878788,0.333333333,0.782608696,0.565217391,0.5,0,0,0,1,0.03030303,5,2,3,0,1,1,01:26:52,-0.193548387,0.03030303,1,0,40,15,57.91083303,32.58485217,25.32598085,1
1731,0.909090909,0.787878788,0.333333333,0.787234043,0.553191489,0.5,0,0,0,1,0.454545455,4,2,0,0,2,1,01:27:26,-0.161290323,0.454545455,0,1,0,0,30.69150303,54.68908319,-23.99758016,1
1732,0.909090909,0.787878788,0.333333333,0.787234043,0.553191489,0.476190476,0,0,0,1,-0.393939394,3,2,1,0,2,2,01:27:54,-0.129032258,-0.393939394,0,1,15,0,23.56350303,43.43608319,-19.87258016,1
1733,0.909090909,0.787878788,0.333333333,0.791666667,0.5625,0.476190476,0,0,0,1,0.575757576,4,2,2,0,2,1,01:28:27,-0.161290323,0.575757576,0,1,30,0,40.29550303,56.25032167,-15.95481864,2
1734,0.909090909,0.787878788,0.333333333,0.795918367,0.571428571,0.476190476,0,0,0,1,0.484848485,4,1,0,1,2,1,01:28:49,-0.193548387,0.484848485,0,1,30,15,29.97590303,58.22627346,-28.25037043,2
1735,0.909090909,0.787878788,0.333333333,0.8,0.58,0.476190476,0,0,0,0,0.121212121,5,1,0,2,2,1,01:29:08,-0.225806452,0.121212121,0,1,30,30,27.31390303,53.65667,-26.34276697,2
1736,0.909090909,0.787878788,0.333333333,0.803921569,0.588235294,0.476190476,0,0,0,0,0.515151515,2,1,0,0,2,1,01:30:12,-0.225806452,0.515151515,0,1,40,40,26.07690303,44.05908686,-17.98218383,2
1737,0.909090909,0.787878788,0.333333333,0.807692308,0.596153846,0.476190476,0,0,0,0,0.393939394,3,2,0,1,2,1,01:30:30,-0.258064516,0.393939394,0,1,40,60,27.73950303,50.00831538,-22.26881236,2
1738,0.911764706,0.794117647,0.333333333,0.807692308,0.596153846,0.476190476,0,0,0,0,-0.060606061,5,2,0,0,1,1,01:32:19,-0.225806452,-0.060606061,1,0,0,0,44.76175451,25.39331538,19.36843912,1
1739,0.911764706,0.794117647,0.368421053,0.807692308,0.596153846,0.476190476,0,0,0,0,-0.515151515,5,1,1,0,1,2,01:32:55,-0.193548387,-0.515151515,1,0,15,0,44.04787381,20.51171538,23.53615843,1
1740,0.914285714,0.8,0.368421053,0.807692308,0.596153846,0.476190476,0,0,0,0,0.121212121,3,2,2,0,1,1,01:33:42,-0.161290323,0.121212121,1,0,30,0,51.08631406,23.49931538,27.58699868,1
1741,0.888888889,0.777777778,0.368421053,0.807692308,0.596153846,0.476190476,0,0,0,0,0.393939394,5,2,3,0,1,1,01:33:58,-0.129032258,0.393939394,1,0,40,0,62.71462708,31.40831538,31.3063117,1
1742,0.888888889,0.777777778,0.368421053,0.811320755,0.603773585,0.476190476,0,0,0,0,0.242424242,5,1,0,0,2,1,01:34:32,-0.161290323,0.242424242,0,1,0,0,28.90969708,47.03736396,-18.12766688,2
1743,0.864864865,0.756756757,0.368421053,0.811320755,0.603773585,0.476190476,1,0,0,0,0.363636364,4,2,0,0,1,1,01:43:40,-0.161290323,0.363636364,1,0,0,0,49.31471237,28.92463396,20.3900784,1
1744,0.868421053,0.763157895,0.368421053,0.811320755,0.603773585,0.476190476,1,0,0,0,0.454545455,2,2,1,0,1,1,01:43:56,-0.129032258,0.454545455,1,0,15,0,50.27757474,25.82763396,24.44994078,1
1745,0.871794872,0.769230769,0.368421053,0.811320755,0.603773585,0.476190476,1,0,0,0,-0.242424242,5,1,2,0,1,1,01:44:21,-0.096774194,-0.242424242,1,0,30,0,50.44476725,21.93803396,28.50673328,1
1746,0.871794872,0.769230769,0.4,0.811320755,0.603773585,0.476190476,0,0,0,1,-0.454545455,3,2,3,0,1,2,01:44:39,-0.064516129,-0.454545455,1,0,40,0,49.43871462,24.39763396,25.04108065,1
1747,0.871794872,0.769230769,0.4,0.811320755,0.603773585,0.454545455,0,0,0,1,-0.242424242,4,2,0,0,2,2,01:45:38,-0.032258065,-0.242424242,0,1,0,0,23.71238462,47.9243276,-24.21194299,1
1748,0.871794872,0.769230769,0.4,0.796296296,0.592592593,0.454545455,0,0,0,1,0.484848485,4,2,1,0,2,1,01:46:37,-0.064516129,0.484848485,0,1,15,0,35.08638462,55.14037512,-20.05399051,2
1749,0.871794872,0.769230769,0.4,0.796296296,0.592592593,0.434782609,0,0,0,0,-0.03030303,5,1,0,1,2,2,01:46:56,-0.096774194,-0.03030303,0,1,15,15,27.55278462,49.51969018,-21.96690556,2
1750,0.871794872,0.769230769,0.4,0.796296296,0.592592593,0.416666667,0,0,0,1,0.03030303,4,2,0,2,2,2,01:47:25,-0.064516129,0.03030303,0,1,15,30,27.32138462,59.60985148,-32.28846687,1
1751,0.871794872,0.769230769,0.4,0.8,0.6,0.416666667,0,0,0,1,0.272727273,5,1,1,0,2,1,01:48:04,-0.096774194,0.272727273,0,1,30,30,33.31278462,53.23443,-19.92164539,2
1752,0.871794872,0.769230769,0.4,0.8,0.6,0.44,0,0,0,1,-0.303030303,5,1,0,1,2,2,01:48:22,-0.129032258,-0.303030303,0,1,30,40,23.94378462,52.2046,-28.26081538,2
1753,0.875,0.775,0.4,0.8,0.6,0.44,0,0,0,0,-0.242424242,5,2,0,0,1,1,01:49:27,-0.096774194,-0.242424242,1,0,0,0,42.3496675,22.7732,19.5764675,1
1754,0.853658537,0.756097561,0.4,0.8,0.6,0.44,0,0,1,0,-0.393939394,3,2,1,0,1,1,01:49:46,-0.129032258,-0.393939394,1,0,15,0,46.20737147,16.4682,29.73917147,2
1755,0.853658537,0.756097561,0.380952381,0.8,0.6,0.44,0,0,1,0,-0.212121212,2,1,0,1,1,2,01:50:07,-0.161290323,-0.212121212,1,0,15,15,43.50572385,22.07427,21.43145385,2
1756,0.857142857,0.761904762,0.380952381,0.8,0.6,0.44,0,0,1,0,0.454545455,4,2,0,2,1,1,01:50:49,-0.129032258,0.454545455,1,0,15,30,55.55007286,38.27954,17.27053286,1
1757,0.860465116,0.744186047,0.380952381,0.8,0.6,0.44,0,0,0,0,0,5,1,1,0,1,1,01:51:25,-0.161290323,0,1,0,30,30,48.07628006,24.8646,23.21168006,2
1758,0.860465116,0.744186047,0.363636364,0.8,0.6,0.44,0,0,0,0,0,4,2,0,1,1,2,01:52:00,-0.193548387,0,1,0,30,40,45.2101095,30.29787,14.9122395,2
1759,0.860465116,0.744186047,0.363636364,0.803571429,0.607142857,0.44,0,0,0,0,0.060606061,5,1,0,0,2,1,01:53:52,-0.225806452,0.060606061,0,1,0,0,26.1121795,44.41407286,-18.30189336,2
1760,0.860465116,0.744186047,0.363636364,0.789473684,0.596491228,0.44,0,0,0,0,0.181818182,2,2,0,1,2,1,01:54:09,-0.258064516,0.181818182,0,1,0,15,22.3827795,44.75218245,-22.36940296,2
1761,0.860465116,0.744186047,0.363636364,0.789473684,0.596491228,0.461538462,0,0,1,0,-0.03030303,3,2,0,2,2,2,01:54:27,-0.290322581,-0.03030303,0,1,0,30,30.3757795,50.67492938,-20.29914988,2
1762,0.860465116,0.744186047,0.363636364,0.789473684,0.596491228,0.481481481,0,0,1,0,0,1,2,0,3,2,2,01:54:56,-0.322580645,0,0,1,0,40,26.4767795,51.09730023,-24.62052073,2
1763,0.840909091,0.727272727,0.363636364,0.789473684,0.596491228,0.481481481,1,0,1,0,0.424242424,4,2,0,0,1,1,01:55:37,-0.290322581,0.424242424,1,0,0,0,56.17581409,29.57796023,26.59785386,1
1764,0.844444444,0.733333333,0.363636364,0.789473684,0.596491228,0.481481481,1,0,0,0,0.272727273,5,1,1,0,1,1,01:55:52,-0.258064516,0.272727273,1,0,15,0,52.86183182,28.60636023,24.25547159,1
1765,0.847826087,0.739130435,0.363636364,0.789473684,0.596491228,0.481481481,1,0,0,0,0.333333333,4,2,2,0,1,1,01:56:10,-0.225806452,0.333333333,1,0,30,0,56.68554443,28.37496023,28.3105842,1
1766,0.847826087,0.739130435,0.391304348,0.789473684,0.596491228,0.481481481,0,0,0,0,-0.484848485,5,1,3,0,1,2,01:56:28,-0.193548387,-0.484848485,1,0,40,0,51.85759739,20.83136023,31.02623716,1
1767,0.847826087,0.739130435,0.391304348,0.793103448,0.603448276,0.481481481,0,0,0,0,0.121212121,3,2,0,0,2,1,01:58:14,-0.225806452,0.121212121,0,1,0,0,23.76086739,42.16468708,-18.40381969,2
1768,0.847826087,0.739130435,0.391304348,0.793103448,0.603448276,0.464285714,0,0,0,1,-0.303030303,2,2,0,1,2,2,01:58:30,-0.193548387,-0.303030303,0,1,0,15,18.24686739,46.97707931,-28.73021191,1
1769,0.847826087,0.739130435,0.391304348,0.793103448,0.603448276,0.448275862,0,0,0,1,-0.333333333,5,1,1,0,2,2,01:59:13,-0.161290323,-0.333333333,0,1,15,15,27.17926739,47.60875758,-20.42949019,1
1770,0.847826087,0.739130435,0.391304348,0.779661017,0.593220339,0.448275862,0,0,0,1,0.454545455,5,2,2,0,2,1,01:59:52,-0.193548387,0.454545455,0,1,30,15,40.47186739,56.75870709,-16.2868397,2
1771,0.847826087,0.739130435,0.391304348,0.783333333,0.6,0.448275862,0,0,0,0,0.121212121,5,1,0,1,2,1,02:00:15,-0.225806452,0.121212121,0,1,30,30,26.94426739,49.31038161,-22.36611421,2
1772,0.847826087,0.739130435,0.391304348,0.786885246,0.606557377,0.448275862,0,0,0,0,0.606060606,3,1,0,2,2,1,02:00:33,-0.258064516,0.606060606,0,1,30,40,29.06026739,55.70360352,-26.64333613,2
1773,0.85106383,0.744680851,0.391304348,0.786885246,0.606557377,0.448275862,0,0,0,0,-0.03030303,5,2,0,0,1,1,02:01:04,-0.225806452,-0.03030303,1,0,0,0,44.79196478,25.58253352,19.20943126,1
1774,0.85106383,0.744680851,0.416666667,0.786885246,0.606557377,0.448275862,0,0,0,0,-0.575757576,5,1,1,0,1,2,02:01:25,-0.193548387,-0.575757576,1,0,15,0,42.82859667,19.49793352,23.33066315,1
1775,0.85106383,0.744680851,0.44,0.786885246,0.606557377,0.448275862,0,0,0,0,-0.151515152,1,2,2,0,1,2,02:01:59,-0.161290323,-0.151515152,1,0,30,0,45.07073,17.62853352,27.44219648,1
1776,0.833333333,0.729166667,0.44,0.786885246,0.606557377,0.448275862,1,0,0,0,0.454545455,4,1,3,0,1,1,02:02:38,-0.129032258,0.454545455,1,0,40,0,61.39477167,28.73193352,32.66283815,1
1777,0.833333333,0.729166667,0.44,0.790322581,0.612903226,0.448275862,1,0,0,0,0.484848485,4,1,0,0,2,1,02:04:13,-0.161290323,0.484848485,0,1,0,0,31.11244167,47.87486215,-16.76242048,2
1778,0.833333333,0.729166667,0.44,0.793650794,0.619047619,0.448275862,1,0,0,0,0.484848485,1,2,0,1,2,1,02:04:30,-0.193548387,0.484848485,0,1,0,15,25.77904167,46.8148705,-21.03582883,2
1779,0.833333333,0.729166667,0.44,0.796875,0.625,0.448275862,0,0,0,0,0.454545455,4,2,0,2,2,1,02:04:48,-0.225806452,0.454545455,0,1,0,30,30.41144167,57.13550578,-26.72406411,2
1780,0.833333333,0.729166667,0.44,0.8,0.630769231,0.448275862,0,0,0,0,0.575757576,4,2,0,3,2,1,02:05:23,-0.258064516,0.575757576,0,1,0,40,32.01544167,63.00944982,-30.99400815,2
1781,0.836734694,0.734693878,0.44,0.8,0.630769231,0.448275862,0,0,0,0,0.363636364,5,1,0,0,1,1,02:06:27,-0.258064516,0.363636364,1,0,0,15,48.97870755,29.90250982,19.07619774,1
1782,0.82,0.72,0.44,0.8,0.630769231,0.448275862,0,0,0,0,0.484848485,2,2,1,0,1,1,02:06:50,-0.225806452,0.484848485,1,0,15,15,49.064036,26.17310982,22.89092618,1
1783,0.823529412,0.725490196,0.44,0.8,0.630769231,0.448275862,0,0,0,0,0.393939394,4,2,2,0,1,1,02:07:06,-0.193548387,0.393939394,1,0,30,15,56.21505549,29.27010982,26.94494568,1
1784,0.826923077,0.730769231,0.44,0.8,0.630769231,0.448275862,0,0,0,0,-0.121212121,2,2,3,0,1,1,02:07:24,-0.161290323,-0.121212121,1,0,40,15,49.14999731,18.15310982,30.99688749,1
1785,0.826923077,0.730769231,0.44,0.787878788,0.621212121,0.448275862,0,1,0,0,0.515151515,4,2,0,0,2,1,02:08:59,-0.193548387,0.515151515,0,1,0,0,31.18766731,51.41012676,-20.22245945,2
1786,0.826923077,0.730769231,0.44,0.791044776,0.626865672,0.448275862,0,1,0,0,0.606060606,5,1,0,1,2,1,02:09:31,-0.225806452,0.606060606,0,1,0,15,33.42406731,57.91603484,-24.49196753,2
1787,0.826923077,0.730769231,0.44,0.791044776,0.626865672,0.466666667,0,1,1,0,-0.121212121,4,2,0,2,2,2,02:10:16,-0.258064516,-0.121212121,0,1,0,30,31.41666731,53.82185657,-22.40518926,2
1788,0.826923077,0.730769231,0.44,0.794117647,0.632352941,0.466666667,0,0,1,0,0.484848485,4,2,0,3,2,1,02:10:56,-0.290322581,0.484848485,0,1,0,40,37.18666731,61.87651059,-24.68984328,2
1789,0,0,0,0,0,0,0,0,1,0,-0.121212121,1,2,0,0,2,2,00:00:00,0.064516129,-0.121212121,0,1,0,0,13.6792,25.96253,-12.28333,1
1790,0,0,0,0,0,0.5,0,0,0,0,0.060606061,1,1,1,0,2,2,00:00:41,0.032258065,0.060606061,0,1,15,0,12.5686,29.87693,-17.30833,2
1791,0,0,0,1,1,0.5,0,0,0,0,0.090909091,5,2,0,1,2,1,00:01:15,0,0.090909091,0,1,15,15,16.4362,53.9912,-37.555,2
1792,0,0,0,1,1,0.5,0,0,0,0,0,5,1,0,0,2,1,00:02:06,0,0,0,1,30,30,14.1166,47.45493,-33.33833,2
1793,0,0,0,1,1,0.666666667,0,0,1,0,-0.151515152,5,2,0,1,2,2,00:02:38,-0.032258065,-0.151515152,0,1,30,40,21.8782,53.9082,-32.03,2
1794,0,0,1,1,1,0.666666667,0,0,1,0,-0.090909091,1,1,0,0,1,2,00:03:55,0,-0.090909091,1,0,0,0,36.42693,22.0936,14.33333,1
1795,1,1,1,1,1,0.666666667,0,0,1,0,0.212121212,5,2,0,0,1,1,00:05:00,0,0.212121212,1,0,15,15,59.73683,33.5702,26.16663,1
1796,1,1,1,1,1,0.666666667,0,0,0,0,-0.272727273,1,2,1,0,1,2,00:05:29,0.032258065,-0.272727273,1,0,30,15,44.57083,20.8042,23.76663,1
1797,1,0.5,1,1,1,0.666666667,0,0,1,0,0.636363636,4,2,2,0,1,1,00:06:04,0,0.636363636,1,0,40,15,68.07583,37.0342,31.04163,2
1798,1,0.333333333,1,1,1,0.666666667,0,0,1,0,0.393939394,4,2,0,1,1,1,00:06:34,-0.032258065,0.393939394,1,0,40,30,55.82616333,38.04287,17.78329333,2
1799,1,0.333333333,1,1,1,0.666666667,0,0,1,0,0.03030303,1,2,0,2,1,2,00:07:07,0,0.03030303,1,0,40,40,46.81416333,33.24754,13.56662333,1
1800,1,0.5,1,1,1,0.666666667,0,0,0,0,0.363636364,3,2,0,0,1,1,00:08:25,0,0.363636364,1,0,40,40,47.91683,31.2752,16.64163,1
1801,1,0.6,1,1,1,0.666666667,0,0,0,1,0.484848485,4,2,1,0,1,1,00:08:50,0.032258065,0.484848485,1,0,60,40,56.29583,41.2292,15.06663,1
1802,1,0.6,1,1,0.666666667,0.666666667,0,0,0,1,0.636363636,2,2,0,0,2,1,00:09:28,0.064516129,0.636363636,0,1,0,0,31.3175,55.64086334,-24.32336334,1
1803,1,0.6,1,1,0.666666667,0.75,0,0,0,1,0.181818182,3,2,1,0,2,2,00:11:09,0.064516129,0.181818182,0,1,30,0,33.7025,54.46336334,-20.76086334,2
1804,1,0.6,1,0.75,0.5,0.75,0,1,0,0,0.545454545,4,1,0,1,2,1,00:11:44,0.032258065,0.545454545,0,1,30,15,33.2979,55.5454,-22.2475,2
1805,1,0.6,1,0.75,0.5,0.6,0,1,0,1,-0.090909091,4,2,0,2,2,2,00:12:06,0.064516129,-0.090909091,0,1,30,30,28.2435,60.12017,-31.87667,1
1806,1,0.6,1,0.8,0.6,0.6,0,1,0,1,0.636363636,5,2,1,0,2,1,00:13:26,0.032258065,0.636363636,0,1,40,30,41.7675,62.10883,-20.34133,2
1807,1,0.6,1,0.666666667,0.5,0.6,0,1,0,1,0.060606061,5,1,0,1,2,1,00:13:50,0,0.060606061,0,1,40,40,29.0319,56.18356667,-27.15166667,2
1808,1,0.6,1,0.714285714,0.428571429,0.6,0,1,0,0,0.666666667,3,2,0,2,2,1,00:14:09,0.032258065,0.666666667,0,1,40,60,33.8685,58.90374143,-25.03524143,1
1809,1,0.6,1,0.75,0.5,0.6,0,1,0,0,0.393939394,4,1,0,0,2,1,00:14:53,0,0.393939394,0,1,40,40,31.2929,48.53623,-17.24333,2
1810,1,0.6,1,0.777777778,0.555555556,0.6,0,0,0,0,0.484848485,3,1,0,1,2,1,00:15:13,-0.032258065,0.484848485,0,1,40,60,30.3459,50.32148889,-19.97558889,2
1811,1,0.5,1,0.777777778,0.555555556,0.6,0,0,0,0,0.242424242,5,1,0,0,1,1,00:16:58,-0.064516129,0.242424242,1,0,0,0,49.49623,28.51348889,20.98274111,2
1812,1,0.571428571,1,0.777777778,0.555555556,0.6,0,0,0,1,0.363636364,4,2,0,1,1,1,00:17:28,-0.032258065,0.363636364,1,0,0,15,50.51325857,39.50075889,11.01249968,1
1813,1,0.5,1,0.777777778,0.555555556,0.6,0,0,0,1,0.484848485,2,2,1,0,1,1,00:18:02,-0.064516129,0.484848485,1,0,15,15,51.37083,32.58808889,18.78274111,2
1814,0.888888889,0.444444444,1,0.777777778,0.555555556,0.6,1,0,0,1,0.424242424,5,1,0,1,1,1,00:18:34,-0.032258065,0.424242424,1,0,15,30,52.35124111,41.33615889,11.01508222,1
1815,0.888888889,0.444444444,0.75,0.777777778,0.555555556,0.6,1,0,1,0,-0.272727273,3,2,1,0,1,2,00:19:06,-0.064516129,-0.272727273,1,0,30,30,51.39984111,20.76308889,30.63675222,2
1816,0.9,0.4,0.75,0.777777778,0.555555556,0.6,1,0,1,0,0.424242424,5,1,0,1,1,1,00:20:00,-0.096774194,0.424242424,1,0,30,40,57.3405,35.13615889,22.20434111,2
1817,0.9,0.4,0.75,0.777777778,0.555555556,0.5,0,0,1,1,0.03030303,3,2,0,0,2,2,00:20:37,-0.064516129,0.03030303,0,1,0,0,31.09417,49.13141889,-18.03724889,1
1818,0.9,0.4,0.75,0.777777778,0.555555556,0.571428571,0,0,1,1,0.303030303,2,2,1,0,2,2,00:21:26,-0.096774194,0.303030303,0,1,15,0,36.55317,50.96541889,-14.41224889,2
1819,0.9,0.4,0.75,0.8,0.6,0.571428571,0,0,1,1,0.121212121,5,2,0,1,2,1,00:22:00,-0.129032258,0.121212121,0,1,15,15,34.34717,57.3752,-23.02803,2
1820,0.9,0.4,0.75,0.727272727,0.545454545,0.571428571,0,1,1,0,0.545454545,4,2,0,2,2,1,00:22:28,-0.161290323,0.545454545,0,1,15,30,37.81117,60.07207908,-22.26090908,2
1821,0.9,0.4,0.75,0.75,0.583333333,0.571428571,0,1,0,0,0,5,2,0,3,2,1,00:22:47,-0.193548387,0,0,1,15,40,26.34317,59.58400666,-33.24083666,2
1822,0.909090909,0.454545455,0.75,0.75,0.583333333,0.571428571,0,1,0,0,0.272727273,3,2,0,0,1,1,00:24:40,-0.161290323,0.272727273,1,0,0,0,44.72716637,27.55966666,17.1674997,1
1823,0.916666667,0.5,0.75,0.75,0.583333333,0.571428571,0,0,0,0,0.333333333,5,1,1,0,1,1,00:25:01,-0.129032258,0.333333333,1,0,15,0,53.038955,29.56176666,23.47718834,1
1824,0.846153846,0.461538462,0.75,0.75,0.583333333,0.571428571,0,0,0,0,0.242424242,5,1,2,0,1,1,00:25:28,-0.096774194,0.242424242,1,0,30,0,55.20187616,28.35876666,26.84310949,1
1825,0.846153846,0.461538462,0.8,0.75,0.583333333,0.571428571,0,0,0,0,-0.272727273,1,2,3,0,1,2,00:25:46,-0.064516129,-0.272727273,1,0,40,0,47.39047616,16.30836666,31.08210949,1
1826,0.846153846,0.461538462,0.8,0.769230769,0.615384615,0.571428571,0,0,0,0,0.060606061,5,1,0,0,2,1,00:26:30,-0.096774194,0.060606061,0,1,0,0,26.35154616,44.94346846,-18.5919223,2
1827,0.846153846,0.461538462,0.8,0.785714286,0.642857143,0.571428571,0,0,0,0,0.515151515,4,2,0,1,2,1,00:26:56,-0.129032258,0.515151515,0,1,0,15,31.33314616,54.4052,-23.07205384,2
1828,0.846153846,0.461538462,0.8,0.8,0.6,0.571428571,0,0,0,0,0.666666667,4,1,0,2,2,1,00:27:24,-0.096774194,0.666666667,0,1,0,30,32.22154616,59.34327,-27.12172384,1
1829,0.846153846,0.461538462,0.8,0.8,0.6,0.625,0,0,0,0,-0.272727273,3,2,1,0,2,2,00:27:46,-0.129032258,-0.272727273,0,1,15,30,25.00714616,39.97678,-14.96963384,2
1830,0.846153846,0.461538462,0.8,0.75,0.5625,0.625,0,1,0,0,0.363636364,4,1,0,1,2,1,00:28:24,-0.161290323,0.363636364,0,1,15,40,28.21154616,52.853775,-24.64222884,2
1831,0.785714286,0.428571429,0.8,0.75,0.5625,0.625,0,1,0,0,0.575757576,2,2,0,0,1,1,00:30:22,-0.129032258,0.575757576,1,0,0,0,45.97498,29.577375,16.397605,1
1832,0.785714286,0.428571429,0.833333333,0.75,0.5625,0.625,0,1,0,0,-0.242424242,1,2,1,0,1,2,00:30:57,-0.096774194,-0.242424242,1,0,15,0,39.40731334,18.850375,20.55693834,1
1833,0.8,0.466666667,0.833333333,0.75,0.5625,0.625,0,0,0,1,0.212121212,3,2,2,0,1,1,00:31:28,-0.064516129,0.212121212,1,0,30,0,51.79017,31.132075,20.658095,1
1834,0.8125,0.5,0.833333333,0.75,0.5625,0.625,0,0,0,1,0.515151515,4,2,0,0,1,1,00:32:23,-0.064516129,0.515151515,1,0,40,15,50.22829458,37.292075,12.93621958,1
1835,0.8125,0.5,0.833333333,0.75,0.5625,0.666666667,0,0,0,1,-0.090909091,2,2,0,0,2,2,00:33:07,-0.096774194,-0.090909091,0,1,0,0,21.47496458,46.124155,-24.64919042,2
1836,0.8125,0.5,0.833333333,0.75,0.5625,0.6,0,0,0,0,-0.090909091,1,2,0,1,2,2,00:33:49,-0.129032258,-0.090909091,0,1,0,15,19.32496458,41.640825,-22.31586042,2
1837,0.8125,0.5,0.833333333,0.75,0.5625,0.636363636,0,0,0,0,-0.121212121,2,2,0,2,2,2,00:34:22,-0.161290323,-0.121212121,0,1,0,30,21.07396458,47.79740409,-26.72343951,2
1838,0.8125,0.5,0.833333333,0.705882353,0.529411765,0.636363636,0,1,0,0,0.515151515,4,2,0,0,2,1,00:35:26,-0.161290323,0.515151515,0,1,15,40,31.54496458,51.35303321,-19.80806863,2
1839,0.764705882,0.470588235,0.833333333,0.705882353,0.529411765,0.636363636,1,1,0,0,0.636363636,4,2,0,0,1,1,00:37:33,-0.129032258,0.636363636,1,0,0,0,52.79822215,34.27370321,18.52451894,1
