权重,server,Players_run_distance_difference,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_no,continuous_wins_p1,continuous_wins_p2,Player_socre_margin,serve_depth,p1_m,p2_m
,2,0.12224671,-0.649522435,0.041288857,-0.485866699,-1.097622773,-0.615419069,0.083426785,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.49871628,0.424327036,1,0,0,-1.016138793,0.660747351,,
,2,-0.404142977,-0.649522435,0.041288857,-0.485866699,-1.174825924,-0.684783919,0.083426785,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.890573814,-0.339289088,1,0,1,-0.855306778,0.660747351,,
,2,-0.2198625,-0.649522435,0.041288857,-0.485866699,-1.248877926,-0.751317551,0.083426785,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.420344774,0.424327036,1,0,2,-0.694474764,0.660747351,,
,2,-0.139625546,-0.649522435,0.041288857,-0.485866699,-1.248877926,-0.751317551,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,-2.693118468,-0.339289088,2,0,3,-0.855306778,0.660747351,,
,2,0.387866296,-0.649522435,0.041288857,-0.485866699,-1.319967848,-0.815189837,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.577087787,0.424327036,1,1,0,-0.694474764,0.660747351,,
,1,-0.63030538,-0.749919007,-0.048487213,-0.485866699,-1.319967848,-0.815189837,-0.126797673,2.140680382,-0.364998198,-0.589470429,1.126979118,0.67685632,0.424327036,1,0,0,-0.855306778,0.660747351,,
,1,-0.257776665,-0.749919007,-0.048487213,-0.626548716,-1.319967848,-0.815189837,-0.126797673,2.140680382,-0.364998198,1.212948767,-0.637767728,-1.047316827,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,1,-0.668219545,-0.700340453,0.018426628,-0.626548716,-1.319967848,-0.815189837,-0.126797673,2.140680382,-0.364998198,1.212948767,-0.637767728,-0.02848724,1.187943159,1,0,1,-0.855306778,-1.513437773,,
,1,-0.344185693,-0.653067878,0.082228197,-0.626548716,-1.319967848,-0.815189837,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.4417418,0.424327036,1,1,0,-1.016138793,0.660747351,,
,1,-0.344406124,-0.607944056,0.143129695,-0.626548716,-1.319967848,-0.815189837,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.128255773,1.187943159,1,2,0,-1.176970807,-1.513437773,,
,1,-0.65433238,-0.700340453,0.059070591,-0.626548716,-1.319967848,-0.815189837,-0.126797673,2.140680382,-0.364998198,-0.589470429,-0.637767728,1.225456867,0.424327036,1,0,0,-0.372810736,0.660747351,,
,1,-0.673289462,-0.656150872,-0.02133377,-0.626548716,-1.319967848,-0.815189837,-0.126797673,2.140680382,-0.364998198,-0.589470429,-0.637767728,0.049884267,0.424327036,1,1,0,-0.53364275,0.660747351,,
,1,4.881135716,-0.613841699,0.037883844,-0.626548716,-1.319967848,-0.815189837,-0.126797673,2.140680382,-0.364998198,-0.589470429,-0.637767728,0.67685632,0.424327036,1,0,1,-0.372810736,0.660747351,,
,1,-0.54345549,-0.613841699,0.037883844,-0.447904885,-1.319967848,-0.815189837,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-1.439174361,-0.339289088,2,1,0,-0.211978722,0.660747351,,
,1,-0.520751077,-0.700340453,-0.038728944,-0.447904885,-1.319967848,-0.815189837,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.128255773,-0.339289088,1,2,0,-0.051146707,0.660747351,,
,2,-0.278497197,-0.700340453,-0.038728944,-0.447904885,-1.266301927,-0.737085758,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.968945321,-1.866521334,1,0,0,-0.211978722,0.660747351,,
,2,0.013574132,-0.700340453,-0.038728944,-0.447904885,-1.334322544,-0.798775106,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.204059841,-0.339289088,1,0,1,-0.051146707,0.660747351,,
,2,-0.26042184,-0.700340453,-0.038728944,-0.447904885,-1.334322544,-0.798775106,-0.308992204,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.752660388,-1.102905211,2,1,0,0.109685307,0.660747351,,
,2,-0.67659593,-0.700340453,-0.038728944,-0.447904885,-1.282410908,-0.723928063,-0.308992204,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.047316827,1.187943159,1,2,0,-0.051146707,-1.513437773,,
,2,-0.31420705,-0.700340453,-0.038728944,-0.447904885,-1.232421926,-0.651853132,-0.308992204,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.26360176,-1.866521334,1,0,1,-0.211978722,0.660747351,,
,2,-0.668439976,-0.700340453,-0.038728944,-0.447904885,-1.232421926,-0.651853132,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-2.144517921,-0.339289088,2,0,2,-0.372810736,0.660747351,,
,1,1.345860257,-0.658856356,0.018426628,-0.447904885,-1.232421926,-0.651853132,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.128255773,1.187943159,1,0,0,-0.211978722,0.660747351,,
,1,-0.147340638,-0.658856356,0.018426628,-0.575776258,-1.232421926,-0.651853132,-0.126797673,-0.379129612,-0.364998198,3.015367963,-0.637767728,-1.752660388,-0.339289088,2,1,0,-0.372810736,0.660747351,,
,1,-0.647278582,-0.619031624,0.073295978,-0.575776258,-1.232421926,-0.651853132,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,1.068713854,-1.102905211,1,0,1,-0.211978722,0.660747351,,
,1,-0.555579206,-0.700340453,0.000495468,-0.575776258,-1.232421926,-0.651853132,-0.126797673,2.140680382,-0.364998198,1.212948767,-0.637767728,0.990342347,1.187943159,1,1,0,-0.051146707,0.660747351,,
,1,-0.629203224,-0.700340453,0.000495468,-0.690860495,-1.232421926,-0.651853132,-0.126797673,4.660490376,-0.364998198,-0.589470429,-0.637767728,0.755227827,0.424327036,2,2,0,0.109685307,0.660747351,,
,2,-0.543896353,-0.700340453,0.000495468,-0.690860495,-1.232421926,-0.651853132,-0.287557553,4.660490376,-0.364998198,-0.589470429,-0.637767728,-1.987774908,-1.102905211,2,0,0,0.270517321,0.660747351,,
,2,-0.194953776,-0.700340453,0.000495468,-0.690860495,-1.297348328,-0.711727291,-0.287557553,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.890573814,-0.339289088,1,1,0,0.431349335,0.660747351,,
,2,-0.30494894,-0.700340453,0.000495468,-0.690860495,-1.359955929,-0.769463087,-0.287557553,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.341973267,0.424327036,1,2,0,0.270517321,0.660747351,,
,2,-0.417148417,-0.700340453,0.000495468,-0.690860495,-1.311237507,-0.700382713,-0.287557553,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.420344774,0.424327036,1,0,1,0.109685307,0.660747351,,
,2,0.068461499,-0.700340453,0.000495468,-0.690860495,-1.26419903,-0.756323216,-0.287557553,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.128255773,0.424327036,1,0,2,0.270517321,0.660747351,,
,2,-0.132792179,-0.700340453,0.000495468,-0.690860495,-1.26419903,-0.756323216,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,-2.301260935,-0.339289088,2,1,0,0.109685307,0.660747351,,
,2,-0.144915895,-0.700340453,0.000495468,-0.690860495,-1.218755078,-0.689807259,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.577087787,0.424327036,1,0,1,-0.051146707,-1.513437773,,
,2,-0.127722262,-0.700340453,0.000495468,-0.690860495,-1.174825924,-0.744059337,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.577087787,1.187943159,1,0,2,0.109685307,0.660747351,,
,2,0.257591462,-0.700340453,0.000495468,-0.690860495,-1.234310319,-0.796532657,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.49871628,0.424327036,1,0,0,-0.051146707,0.660747351,,
,2,-0.429272133,-0.700340453,0.000495468,-0.690860495,-1.191547344,-0.732586675,-0.126797673,-0.379129612,-0.364998198,3.015367963,-0.637767728,-0.49871628,1.187943159,1,0,1,-0.211978722,0.660747351,,
,1,-0.671526013,-0.700340453,0.000495468,-0.534674746,-1.191547344,-0.732586675,-0.126797673,-0.379129612,-0.364998198,3.015367963,-0.637767728,0.20662728,-1.102905211,2,0,0,-0.051146707,0.660747351,,
,1,-0.10149095,-0.66124967,0.053599288,-0.534674746,-1.191547344,-0.732586675,-0.126797673,2.140680382,-0.364998198,1.212948767,-0.637767728,0.755227827,-0.339289088,1,1,0,0.109685307,0.660747351,,
,1,-0.489890711,-0.738693674,-0.016082397,-0.534674746,-1.191547344,-0.732586675,-0.126797673,2.140680382,-0.364998198,-0.589470429,-0.637767728,0.91197084,0.424327036,1,2,0,0.270517321,0.660747351,,
,1,-0.553595325,-0.700340453,0.035361613,-0.534674746,-1.191547344,-0.732586675,-0.126797673,4.660490376,-0.364998198,-0.589470429,-0.637767728,0.67685632,0.424327036,1,3,0,0.431349335,0.660747351,,
,2,-0.13102873,-0.700340453,0.035361613,-0.534674746,-1.191547344,-0.732586675,0.017040114,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.968945321,-0.339289088,2,0,0,0.270517321,0.660747351,,
,2,-0.170485913,-0.700340453,0.035361613,-0.534674746,-1.248877926,-0.783576281,0.017040114,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.890573814,-0.339289088,1,0,1,0.109685307,0.660747351,,
,2,-0.161889097,-0.700340453,0.035361613,-0.534674746,-1.207223675,-0.721831055,0.017040114,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.420344774,0.424327036,1,0,2,-0.051146707,0.660747351,,
,2,-0.596799839,-0.700340453,0.035361613,-0.534674746,-1.207223675,-0.721831055,0.146494122,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.752660388,-0.339289088,2,0,3,-0.211978722,0.660747351,,
,1,-0.514579004,-0.77425757,-0.031454599,-0.534674746,-1.207223675,-0.721831055,0.146494122,2.140680382,-0.364998198,1.212948767,-0.637767728,0.128255773,1.187943159,1,0,0,-0.051146707,-1.513437773,,
,1,-0.671966875,-0.84553479,-0.095884517,-0.534674746,-1.207223675,-0.721831055,0.146494122,4.660490376,-0.364998198,1.212948767,-0.637767728,0.20662728,0.424327036,1,1,0,0.109685307,0.660747351,,
,1,-0.568364215,-0.807325754,-0.04574805,-0.534674746,-1.207223675,-0.721831055,0.146494122,4.660490376,-0.364998198,-0.589470429,-0.637767728,0.755227827,0.424327036,1,2,0,0.270517321,0.660747351,,
,1,-0.640665646,-0.875574998,-0.107709808,-0.534674746,-1.207223675,-0.721831055,0.146494122,4.660490376,-0.364998198,-0.589470429,-0.637767728,0.67685632,1.187943159,1,3,0,0.431349335,-1.513437773,,
,2,-0.038006767,-0.875574998,-0.107709808,-0.534674746,-1.262549065,-0.771417221,0.146494122,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.812202307,0.424327036,1,0,0,0.59218135,0.660747351,,
,2,0.934976515,-0.875574998,-0.107709808,-0.534674746,-1.221949925,-0.819500777,0.146494122,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.577087787,-0.339289088,1,1,0,0.753013364,0.660747351,,
,2,-0.292825225,-0.875574998,-0.107709808,-0.534674746,-1.1825627,-0.759984076,0.146494122,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.968945321,1.187943159,1,2,0,0.59218135,-1.513437773,,
,2,-0.507966068,-0.875574998,-0.107709808,-0.534674746,-1.144333923,-0.702217865,0.146494122,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.341973267,1.187943159,1,0,1,0.431349335,0.660747351,,
,2,-0.427288252,-0.875574998,-0.107709808,-0.534674746,-1.107213226,-0.646126038,0.146494122,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.968945321,1.187943159,1,0,2,0.270517321,0.660747351,,
,2,-0.015743216,-0.875574998,-0.107709808,-0.534674746,-1.160015523,-0.693251836,0.146494122,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.577087787,1.187943159,1,0,3,0.431349335,-1.513437773,,
,2,1.751012788,-0.875574998,-0.107709808,-0.534674746,-1.160015523,-0.693251836,0.263619177,-0.379129612,-0.364998198,1.212948767,1.126979118,-1.439174361,-0.339289088,2,1,0,0.270517321,0.660747351,,
,2,0.230037563,-0.875574998,-0.107709808,-0.534674746,-1.211330432,-0.739050146,0.263619177,-0.379129612,-0.364998198,1.212948767,1.126979118,-0.341973267,-1.866521334,1,0,1,0.109685307,-1.513437773,,
,1,1.165327111,-0.838152027,-0.059072453,-0.534674746,-1.211330432,-0.739050146,0.263619177,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.128255773,1.187943159,1,0,0,0.270517321,-1.513437773,,
,1,-0.468949747,-0.801976489,-0.012056344,-0.534674746,-1.211330432,-0.739050146,0.263619177,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.990342347,1.187943159,1,1,0,0.431349335,-1.513437773,,
,1,0.690297892,-0.766987034,0.033418254,-0.534674746,-1.211330432,-0.739050146,0.263619177,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.20662728,1.187943159,1,2,0,0.59218135,0.660747351,,
,1,-0.477766995,-0.733126271,0.077425929,-0.534674746,-1.211330432,-0.739050146,0.263619177,2.140680382,-0.364998198,-0.589470429,-0.637767728,0.4417418,1.187943159,1,3,0,0.753013364,-1.513437773,,
,2,-0.335368445,-0.733126271,0.077425929,-0.534674746,-1.174825924,-0.684783919,0.263619177,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.655459294,0.424327036,1,0,0,0.59218135,0.660747351,,
,2,-0.300760748,-0.733126271,0.077425929,-0.534674746,-1.224532062,-0.72944348,0.263619177,2.140680382,-0.364998198,1.212948767,-0.637767728,-0.812202307,-0.339289088,1,0,1,0.431349335,-1.513437773,,
,2,-0.526482288,-0.733126271,0.077425929,-0.534674746,-1.224532062,-0.72944348,0.121649413,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.360802854,-1.102905211,2,0,2,0.59218135,0.660747351,,
,2,-0.538165142,-0.733126271,0.077425929,-0.534674746,-1.224532062,-0.72944348,-0.007975154,-0.379129612,-0.364998198,1.212948767,-0.637767728,-2.301260935,-0.339289088,2,1,0,0.431349335,0.660747351,,
,2,1.311472991,-0.733126271,0.077425929,-0.534674746,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.655459294,-1.866521334,1,0,1,0.270517321,0.660747351,,
,1,-0.347712592,-0.733126271,0.077425929,-0.392687701,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.4417418,-1.102905211,2,0,0,0.431349335,0.660747351,,
,1,-0.594375096,-0.733126271,0.077425929,-0.263047356,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.125688334,1.187943159,2,1,0,0.59218135,0.660747351,,
,1,-0.62104727,-0.700340453,0.120036535,-0.263047356,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.520113307,-0.339289088,1,2,0,0.753013364,0.660747351,,
,1,-0.142491152,-0.668579191,0.061293307,-0.263047356,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.303828374,-0.339289088,1,3,0,0.59218135,0.660747351,,
,1,-0.326330766,-0.6377952,0.004357564,-0.263047356,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.284998787,1.187943159,1,0,1,0.431349335,0.660747351,,
,1,-0.316631794,-0.607944056,-0.050852854,-0.263047356,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.755227827,1.187943159,1,0,2,0.109685307,0.660747351,,
,1,-0.409433325,-0.607944056,-0.050852854,-0.144210373,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.890573814,1.187943159,2,0,3,0.270517321,-1.513437773,,
,1,-0.110087767,-0.607944056,-0.050852854,-0.034880348,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.047316827,0.424327036,2,0,0,0.431349335,-1.513437773,,
,1,-0.501353133,-0.607944056,-0.050852854,0.066039674,-1.188835762,-0.676773727,-0.007975154,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.439174361,1.187943159,2,1,0,0.59218135,-1.513437773,,
,2,-0.436987224,-0.607944056,-0.050852854,0.066039674,-1.154091363,-0.625508502,-0.007975154,-0.379129612,-0.364998198,1.212948767,1.126979118,-0.49871628,0.424327036,1,0,0,0.431349335,0.660747351,,
,2,-0.62854193,-0.607944056,-0.050852854,0.066039674,-1.154091363,-0.625508502,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.517545868,-1.866521334,2,0,1,0.59218135,0.660747351,,
,2,-0.5046596,-0.607944056,-0.050852854,0.066039674,-1.120261291,-0.669185125,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.26360176,0.424327036,1,1,0,0.753013364,0.660747351,,
,2,-0.394884867,-0.607944056,-0.050852854,0.066039674,-1.120261291,-0.669185125,-0.236114392,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-2.066146415,-0.339289088,2,2,0,0.913845378,0.660747351,,
,2,-0.364685793,-0.607944056,-0.050852854,0.066039674,-1.087309921,-0.619350017,-0.236114392,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.655459294,1.187943159,1,3,0,0.753013364,-1.513437773,,
,2,-0.673289462,-0.607944056,-0.050852854,0.066039674,-1.087309921,-0.619350017,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.360802854,-1.866521334,2,0,1,0.59218135,0.660747351,,
,2,-0.153071849,-0.607944056,-0.050852854,0.066039674,-1.134951769,-0.661985682,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.128255773,0.424327036,1,0,2,0.431349335,-1.513437773,,
,2,-0.255351922,-0.607944056,-0.050852854,0.066039674,-1.134951769,-0.661985682,-0.02557849,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.282431348,-0.339289088,2,0,3,0.270517321,-1.513437773,,
,1,-0.489008986,-0.607944056,-0.050852854,0.15948414,-1.134951769,-0.661985682,-0.02557849,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.185230254,-1.102905211,2,0,0,0.431349335,0.660747351,,
,2,-0.52493927,-4.765781896,-3.639530008,-2.877460983,1.416994155,3.168118217,-2.859715628,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.128255773,1.187943159,1,0,0,-1.016138793,-1.513437773,,
,2,0.666711754,-4.765781896,-3.639530008,-2.877460983,1.416994155,3.168118217,-2.859715628,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.833599334,1.187943159,1,0,1,-0.855306778,0.660747351,,
,2,-0.598783719,-4.765781896,-3.639530008,-2.877460983,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.577087787,-1.102905211,2,0,2,-0.694474764,0.660747351,,
,2,-0.090028528,-4.765781896,-3.639530008,-2.877460983,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.520113307,0.424327036,1,0,3,-0.53364275,0.660747351,,
,1,-0.177098849,-4.765781896,-3.639530008,2.589040238,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,1.212948767,1.126979118,-1.517545868,0.424327036,2,0,0,-0.694474764,0.660747351,,
,1,-0.318836106,-4.765781896,-3.639530008,-0.144210373,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,3.015367963,1.126979118,-2.458003948,-1.866521334,2,1,0,-0.53364275,0.660747351,,
,1,-0.169383757,1.332380269,2.761894105,-0.144210373,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,1.212948767,1.126979118,-0.341973267,1.187943159,1,0,1,-0.694474764,0.660747351,,
,1,0.079042196,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,1.212948767,1.126979118,-1.282431348,0.424327036,2,1,0,-0.855306778,0.660747351,,
,1,-0.026323914,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.4417418,0.424327036,1,2,0,-1.016138793,0.660747351,,
,2,-0.4841595,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.225456867,-1.102905211,1,0,0,-0.855306778,-1.513437773,,
,2,-0.437648518,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,2.606120281,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.91197084,0.424327036,1,0,1,-0.694474764,0.660747351,,
,2,-0.675273343,1.332380269,2.761894105,0.766873164,1.416994155,3.168118217,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.185230254,-0.339289088,2,0,2,-0.855306778,0.660747351,,
,2,-0.577622325,1.332380269,2.761894105,0.766873164,0.380266123,1.982609867,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.67685632,1.187943159,1,1,0,-0.694474764,-1.513437773,,
,2,-0.596358976,1.332380269,2.761894105,0.766873164,0.528370128,1.135818189,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.91197084,-1.102905211,1,0,1,-0.855306778,0.660747351,,
,2,0.743201378,1.332380269,2.761894105,0.766873164,0.639448131,0.50072443,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.225456867,0.424327036,1,1,0,-1.016138793,0.660747351,,
,2,4.560187901,1.332380269,2.761894105,0.766873164,0.725842134,0.797101518,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.20662728,1.187943159,1,2,0,-0.855306778,0.660747351,,
,2,-0.298115573,1.332380269,2.761894105,0.766873164,0.725842134,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.812202307,-0.339289088,2,0,1,-1.016138793,0.660747351,,
,2,-0.250722867,1.332380269,2.761894105,0.766873164,0.794957336,1.034203188,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.990342347,-1.102905211,1,0,0,-0.855306778,-1.513437773,,
,2,-0.637579609,1.332380269,2.761894105,0.766873164,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.67685632,0.424327036,1,0,1,-0.694474764,0.660747351,,
,1,-0.464761555,-0.700340453,0.628086067,0.766873164,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.128255773,0.424327036,1,0,0,-0.855306778,-1.513437773,,
,1,-0.619945114,-0.700340453,0.628086067,-0.144210373,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,1.212948767,-0.637767728,-2.301260935,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,1,0.700658158,-0.192160272,1.161538077,-0.144210373,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.577087787,1.187943159,1,0,1,-0.855306778,-1.513437773,,
,1,-0.116039409,-0.192160272,1.161538077,-0.690860495,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.204059841,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,1,-0.368433124,0.112747836,1.481609283,-0.690860495,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.755227827,0.424327036,1,0,1,-0.855306778,0.660747351,,
,1,-0.41957316,0.112747836,1.481609283,-0.144210373,0.851506137,1.228195463,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-2.222889428,1.187943159,2,1,0,-1.016138793,-1.513437773,,
,2,-0.630525811,0.112747836,1.481609283,-0.144210373,0.898630139,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.363370293,1.187943159,1,0,0,-1.176970807,-1.513437773,,
,2,-0.250502436,0.112747836,1.481609283,-0.144210373,0.938504294,0.979487418,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.755227827,1.187943159,1,1,0,-1.016138793,-1.513437773,,
,2,-0.274088574,0.112747836,1.481609283,-0.144210373,0.972682141,1.135818189,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.147085361,-1.102905211,1,0,1,-0.855306778,0.660747351,,
,2,0.663625718,0.112747836,1.481609283,-0.144210373,0.972682141,1.135818189,-1.493256651,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.204059841,-1.102905211,2,0,2,-1.016138793,0.660747351,,
,2,-0.600547169,0.112747836,1.481609283,-0.144210373,1.002302942,1.271304858,-1.493256651,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.598484814,0.424327036,1,1,0,-0.855306778,0.660747351,,
,2,-0.059609024,0.112747836,1.481609283,-0.144210373,1.028221143,0.945290061,-1.493256651,-0.379129612,-0.364998198,-0.589470429,2.891725963,1.225456867,0.424327036,1,0,1,-1.016138793,-1.513437773,,
,2,-0.650364618,0.112747836,1.481609283,-0.144210373,0.685186132,0.657629947,-1.493256651,-0.379129612,2.254624283,-0.589470429,1.126979118,1.068713854,0.424327036,1,1,0,-0.855306778,-1.513437773,,
,2,0.720937828,0.112747836,1.481609283,-0.144210373,0.685186132,0.657629947,-1.766548446,-0.379129612,2.254624283,-0.589470429,1.126979118,-1.360802854,-0.339289088,2,0,1,-1.016138793,0.660747351,,
,2,-0.485041224,0.112747836,1.481609283,-0.144210373,0.725842134,0.797101518,-1.766548446,-0.379129612,2.254624283,-0.589470429,-0.637767728,0.833599334,0.424327036,1,0,0,-0.855306778,0.660747351,,
,2,-0.422438766,0.112747836,1.481609283,-0.144210373,0.725842134,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.049884267,0.424327036,2,0,1,-0.694474764,0.660747351,,
,1,0.117838086,0.316019908,1.694990086,-0.144210373,0.725842134,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.733830801,1.187943159,1,0,0,-0.855306778,0.660747351,,
,1,-0.666676527,0.461214246,1.847404946,-0.144210373,0.725842134,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.363370293,-1.102905211,1,1,0,-1.016138793,0.660747351,,
,1,-0.493638041,0.570109999,1.961716091,-0.144210373,0.725842134,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.049884267,-1.866521334,1,2,0,-1.176970807,0.660747351,,
,1,-0.487245536,0.570109999,1.961716091,-0.534674746,0.725842134,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-2.144517921,1.187943159,2,3,0,-1.016138793,0.660747351,,
,2,0.793680121,0.570109999,1.961716091,-0.534674746,0.762218556,0.92189187,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.068713854,0.424327036,1,0,0,-1.176970807,0.660747351,,
,2,-0.252265885,0.570109999,1.961716091,-0.534674746,0.794957336,1.034203188,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.225456867,-0.339289088,1,0,1,-1.016138793,0.660747351,,
