,p1_Turning_point_count,p2_Turning_point_count,continuous_wins_p1,continuous_wins_p2
1355,1,1,1,0
1356,0,0,0,1
1357,0,0,0,1
1358,0,0,1,0
1359,0,0,0,0
1360,1,1,1,0
1361,0,0,0,0
1362,0,0,0,1
1363,0,0,0,1
1364,0,0,0,1
1365,1,1,0,0
1366,0,0,0,1
1367,0,0,1,0
1368,0,0,0,1
1369,0,0,1,0
1370,1,1,1,0
1371,0,0,0,0
1372,0,0,0,0
1373,0,0,1,0
1374,0,0,1,0
1375,1,1,1,0
1376,0,0,0,1
1377,0,0,0,0
1378,0,0,0,1
1379,0,0,1,0
1380,1,1,0,1
1381,0,0,1,0
1382,0,0,0,1
1383,0,0,0,0
1384,0,0,0,1
1385,1,1,1,0
1386,0,0,1,0
1387,0,0,0,1
1388,0,0,1,0
1389,0,0,0,0
1390,1,1,0,1
1391,0,0,0,1
1392,0,0,0,1
1393,0,0,1,0
1394,0,0,0,0
1395,1,1,1,0
1396,0,0,1,0
1397,0,0,1,0
1398,0,0,0,0
1399,0,0,1,0
1400,1,1,1,0
1401,0,0,0,1
1402,0,0,0,1
1403,0,0,1,0
1404,0,0,0,1
1405,1,1,1,0
1406,0,0,0,0
1407,0,0,1,0
1408,0,0,1,0
1409,0,0,0,0
1410,1,1,0,0
1411,0,0,1,0
1412,0,0,0,1
1413,0,0,1,0
1414,0,0,1,0
1415,1,1,0,1
1416,0,0,0,0
1417,0,0,1,0
1418,0,0,0,1
1419,0,0,1,0
1420,1,1,1,0
1421,0,0,0,0
1422,0,0,0,1
1423,0,0,0,0
1424,0,0,0,1
1425,1,1,0,0
1426,0,0,1,0
1427,0,0,1,0
1428,0,0,0,1
1429,0,0,1,0
1430,1,1,0,0
1431,0,0,0,1
1432,0,0,0,1
1433,0,0,1,0
1434,0,0,0,1
1435,1,1,0,0
1436,0,0,0,1
1437,0,0,1,0
1438,0,0,1,0
1439,0,0,1,0
1440,1,1,0,0
1441,0,0,0,1
1442,0,0,0,1
1443,0,0,0,1
1444,0,0,1,0
1445,1,1,1,0
1446,0,0,1,0
1447,0,0,0,1
1448,0,0,0,0
1449,0,0,1,0
1450,1,1,0,0
1451,0,0,1,0
1452,0,0,0,0
1453,0,0,1,0
1454,0,0,0,1
1455,1,1,0,1
1456,0,0,1,0
1457,0,0,0,1
1458,0,0,0,0
1459,0,0,0,1
1460,1,0,0,1
1461,0,0,0,1
1462,0,0,0,0
1463,0,0,1,0
1464,0,0,1,0
1465,1,1,0,1
1466,0,0,0,1
1467,0,0,1,0
1468,0,0,1,0
1469,0,0,0,0
1470,1,1,0,1
1471,0,0,0,1
1472,0,0,0,1
1473,0,0,1,0
1474,0,0,0,0
1475,1,1,1,0
1476,0,0,1,0
1477,0,0,1,0
1478,0,0,0,0
1479,0,0,1,0
1480,1,1,0,1
1481,0,0,0,1
1482,0,0,0,1
1483,0,0,0,0
1484,0,0,0,0
1485,1,1,0,1
1486,0,0,0,1
1487,0,0,0,1
1488,0,0,0,0
1489,0,0,1,0
1490,1,1,1,0
1491,0,0,1,0
1492,0,0,0,0
1493,0,0,1,0
1494,0,0,0,1
1495,1,1,0,1
1496,0,0,1,0
1497,0,0,0,1
1498,0,0,0,0
1499,0,0,1,0
1500,1,1,1,0
1501,0,0,1,0
1502,0,0,0,1
1503,0,0,0,0
1504,0,0,0,1
1505,0,1,0,1
1506,0,0,0,1
1507,0,0,0,0
1508,0,0,1,0
1509,0,0,1,0
1510,0,1,1,0
1511,0,0,0,0
1512,0,0,1,0
1513,0,0,1,0
1514,0,0,0,1
1515,0,1,0,1
1516,0,0,0,1
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,1,0
1520,1,1,1,0
1521,0,0,0,0
1522,0,0,0,1
1523,0,0,0,1
1524,0,0,0,1
1525,1,1,0,0
1526,0,0,0,1
1527,0,0,1,0
1528,0,0,0,1
1529,0,0,1,0
1530,1,1,1,0
1531,0,0,0,0
1532,0,0,0,1
1533,0,0,0,1
1534,0,0,0,1
1535,1,1,1,0
1536,0,0,0,0
1537,0,0,1,0
1538,0,0,0,1
1539,0,0,1,0
1540,1,0,1,0
1541,0,0,0,0
1542,0,0,1,0
1543,0,0,0,1
1544,0,0,1,0
1545,1,0,1,0
1546,0,0,0,0
1547,0,0,0,1
1548,0,0,1,0
1549,0,0,1,0
1550,0,1,0,1
1551,0,0,0,1
1552,0,0,0,0
1553,0,0,1,0
1554,0,0,0,1
1555,1,1,1,0
1556,0,0,1,0
1557,0,0,0,0
1558,0,0,1,0
1559,0,0,1,0
1560,1,1,0,1
1561,0,0,0,1
1562,0,0,1,0
1563,0,0,0,1
1564,0,0,0,1
1565,1,1,0,0
1566,0,0,0,1
1567,0,0,0,0
1568,0,0,1,0
1569,0,0,1,0
1570,1,1,1,0
1571,0,0,0,0
1572,0,0,0,1
1573,0,0,0,1
1574,0,0,0,1
1575,1,1,0,0
1576,0,0,1,0
1577,0,0,1,0
1578,0,0,1,0
1579,0,0,0,0
1580,1,1,1,0
1581,0,0,1,0
1582,0,0,0,1
1583,0,0,0,1
1584,0,0,0,1
1585,1,0,1,0
1586,0,0,0,1
1587,0,0,0,0
1588,0,0,1,0
1589,0,0,1,0
1590,1,0,1,0
1591,0,0,0,0
1592,0,0,0,1
1593,0,0,0,1
1594,0,0,1,0
1595,1,1,0,1
1596,0,0,0,0
1597,0,0,1,0
1598,0,0,1,0
1599,0,0,1,0
1600,0,0,0,1
1601,0,0,0,1
1602,0,0,0,1
1603,0,0,0,0
1604,0,0,1,0
1605,1,1,0,0
1606,0,0,0,1
1607,0,0,1,0
1608,0,0,1,0
1609,0,0,1,0
1610,0,1,0,1
1611,0,0,0,1
1612,0,0,0,1
1613,0,0,0,0
1614,0,0,0,0
1615,1,1,0,1
1616,0,0,0,1
1617,0,0,0,1
1618,0,0,0,0
1619,0,0,1,0
1620,1,1,0,1
1621,0,0,1,0
1622,0,0,1,0
1623,0,0,0,0
1624,0,0,0,1
1625,1,1,0,1
1626,0,0,1,0
1627,0,0,0,1
1628,0,0,1,0
1629,0,0,1,0
1630,0,1,0,1
1631,0,0,0,0
1632,0,0,0,1
1633,0,0,0,0
1634,0,0,1,0
1635,0,1,0,1
1636,0,0,1,0
1637,0,0,0,1
1638,0,0,1,0
1639,0,0,0,0
1640,1,1,1,0
1641,0,0,0,1
1642,0,0,0,1
1643,0,0,1,0
1644,0,0,0,1
1645,0,0,1,0
1646,0,0,0,1
1647,0,0,0,0
1648,0,0,0,1
1649,0,0,0,0
1650,1,1,1,0
1651,0,0,1,0
1652,0,0,1,0
1653,0,0,0,0
1654,0,0,0,1
1655,1,1,0,1
1656,0,0,0,1
1657,0,0,0,0
1658,0,0,1,0
1659,0,0,0,1
1660,1,1,1,0
1661,0,0,0,1
1662,0,0,0,1
1663,0,0,1,0
1664,0,0,1,0
1665,1,1,0,0
1666,0,0,0,1
1667,0,0,0,1
1668,0,0,0,1
1669,0,0,0,0
1670,1,1,0,1
1671,0,0,1,0
1672,0,0,0,0
1673,0,0,0,1
1674,0,0,1,0
1675,1,1,1,0
1676,0,0,0,1
1677,0,0,0,1
1678,0,0,1,0
1679,0,0,1,0
1680,0,1,0,0
1681,0,0,1,0
1682,0,0,0,0
1683,0,0,1,0
1684,0,0,0,1
1685,0,1,1,0
1686,0,0,1,0
1687,0,0,0,0
1688,0,0,0,1
1689,0,0,0,1
1690,0,0,0,1
1691,0,0,0,0
1692,0,0,1,0
1693,0,0,0,1
1694,0,0,1,0
1695,1,1,1,0
1696,0,0,0,0
1697,0,0,0,1
1698,0,0,1,0
1699,0,0,1,0
1700,0,0,0,1
1701,0,0,1,0
1702,0,0,0,1
1703,0,0,1,0
1704,0,0,0,0
1705,0,1,0,1
1706,0,0,0,0
1707,0,0,1,0
1708,0,0,1,0
1709,0,0,0,1
1710,1,1,0,1
1711,0,0,0,1
1712,0,0,0,0
1713,0,0,1,0
1714,0,0,0,1
1715,0,0,0,1
1716,0,0,0,1
1717,0,0,0,0
1718,0,0,1,0
1719,0,0,1,0
1720,1,1,1,0
1721,0,0,0,0
1722,0,0,0,1
1723,0,0,0,1
1724,0,0,0,1
1725,1,1,1,0
1726,0,0,0,0
1727,0,0,0,1
1728,0,0,1,0
1729,0,0,1,0
1730,1,1,1,0
1731,0,0,0,0
1732,0,0,1,0
1733,0,0,1,0
1734,0,0,0,1
1735,1,1,0,1
1736,0,0,0,0
1737,0,0,0,1
1738,0,0,0,0
1739,0,0,1,0
1740,1,1,1,0
1741,0,0,1,0
1742,0,0,0,0
1743,0,0,0,0
1744,0,0,1,0
1745,1,0,1,0
1746,0,0,1,0
1747,0,0,0,0
1748,0,0,1,0
1749,0,0,0,1
1750,1,1,0,1
1751,0,0,1,0
1752,0,0,0,1
1753,0,0,0,0
1754,0,0,1,0
1755,0,0,0,1
1756,0,0,0,1
1757,0,0,1,0
1758,0,0,0,1
1759,0,0,0,0
1760,1,1,0,1
1761,0,0,0,1
1762,0,0,0,1
1763,0,0,0,0
1764,0,0,1,0
1765,1,1,1,0
1766,0,0,1,0
1767,0,0,0,0
1768,0,0,0,1
1769,0,0,1,0
1770,0,1,1,0
1771,0,0,0,1
1772,0,0,0,1
1773,0,0,0,0
1774,0,0,1,0
1775,0,0,1,0
1776,0,0,1,0
1777,0,0,0,0
1778,0,0,0,1
1779,0,0,0,1
1780,0,0,0,1
1781,0,0,0,0
1782,0,0,1,0
1783,0,0,1,0
1784,0,0,1,0
1785,1,1,0,0
1786,0,0,0,1
1787,0,0,0,1
1788,0,0,0,1
1789,0,0,0,0
1790,1,1,1,0
1791,0,0,0,1
1792,0,0,0,0
1793,0,0,0,1
1794,0,0,0,0
1795,1,1,0,0
1796,0,0,1,0
1797,0,0,1,0
1798,0,0,0,1
1799,0,0,0,1
1800,0,0,0,0
1801,0,0,1,0
1802,0,0,0,0
1803,0,0,1,0
1804,0,0,0,1
1805,1,1,0,1
1806,0,0,1,0
1807,0,0,0,1
1808,0,0,0,1
1809,0,0,0,0
1810,0,1,0,1
1811,0,0,0,0
1812,0,0,0,1
1813,0,0,1,0
1814,0,0,0,1
1815,0,0,1,0
1816,0,0,0,1
1817,0,0,0,0
1818,0,0,1,0
1819,0,0,0,1
1820,0,0,0,1
1821,0,0,0,1
1822,0,0,0,0
1823,0,0,1,0
1824,0,0,1,0
1825,1,0,1,0
1826,0,0,0,0
1827,0,0,0,1
1828,0,0,0,1
1829,0,0,1,0
1830,1,1,0,1
1831,0,0,0,0
1832,0,0,1,0
1833,0,0,1,0
1834,0,0,0,0
1835,1,1,0,0
1836,0,0,0,1
1837,0,0,0,1
1838,0,0,0,0
1839,0,0,0,0
1840,1,1,0,0
1841,0,0,1,0
1842,0,0,0,1
1843,0,0,1,0
1844,0,0,0,0
1845,1,1,0,1
1846,0,0,1,0
1847,0,0,1,0
1848,0,0,0,1
1849,0,0,1,0
1850,1,1,0,0
1851,0,0,0,1
1852,0,0,1,0
1853,0,0,1,0
1854,0,0,1,0
1855,0,1,0,1
1856,0,0,0,0
1857,0,0,1,0
1858,0,0,0,1
1859,0,0,0,1
1860,1,1,0,1
1861,0,0,0,0
1862,0,0,1,0
1863,0,0,1,0
1864,0,0,1,0
1865,1,1,0,0
1866,0,0,0,1
1867,0,0,1,0
1868,0,0,0,1
1869,0,0,0,1
1870,1,1,0,0
1871,0,0,1,0
1872,0,0,1,0
1873,0,0,0,0
1874,0,0,1,0
1875,1,1,0,0
1876,0,0,0,1
1877,0,0,0,0
1878,0,0,1,0
1879,0,0,0,0
1880,1,1,1,0
1881,0,0,0,0
1882,0,0,0,1
1883,0,0,0,1
1884,0,0,0,1
1885,1,1,0,0
1886,0,0,1,0
1887,0,0,1,0
1888,0,0,1,0
1889,0,0,0,0
1890,1,1,0,1
1891,0,0,0,1
1892,0,0,0,1
1893,0,0,0,0
1894,0,0,1,0
1895,1,1,1,0
1896,0,0,1,0
1897,0,0,0,0
1898,0,0,1,0
1899,0,0,1,0
1900,0,1,0,1
1901,0,0,0,0
1902,0,0,1,0
1903,0,0,1,0
1904,0,0,0,1
1905,1,1,1,0
1906,0,0,0,0
1907,0,0,0,1
1908,0,0,0,1
1909,0,0,0,1
1910,1,1,0,0
1911,0,0,1,0
1912,0,0,1,0
1913,0,0,1,0
1914,0,0,0,1
1915,1,1,0,0
1916,0,0,0,0
1917,0,0,0,1
1918,0,0,1,0
1919,0,0,0,1
1920,1,0,1,0
1921,0,0,1,0
1922,0,0,0,0
1923,0,0,0,1
1924,0,0,0,0
1925,0,1,0,1
1926,0,0,0,0
1927,0,0,0,1
1928,0,0,0,0
1929,0,0,1,0
1930,1,0,0,1
1931,0,0,0,1
1932,0,0,1,0
1933,0,0,0,0
1934,0,0,0,1
1935,1,1,0,1
1936,0,0,1,0
1937,0,0,0,0
1938,0,0,0,1
1939,0,0,0,0
1940,1,1,1,0
1941,0,0,0,0
1942,0,0,1,0
1943,0,0,0,1
1944,0,0,1,0
1945,0,1,0,1
1946,0,0,0,1
1947,0,0,1,0
1948,0,0,1,0
1949,0,0,0,0
1950,1,1,0,1
1951,0,0,0,0
1952,0,0,1,0
1953,0,0,0,1
1954,0,0,0,1
1955,1,1,0,0
1956,0,0,1,0
1957,0,0,1,0
1958,0,0,0,1
1959,0,0,0,0
1960,1,1,0,1
1961,0,0,1,0
1962,0,0,0,1
1963,0,0,0,1
1964,0,0,0,0
1965,1,1,1,0
1966,0,0,1,0
1967,0,0,1,0
1968,0,0,0,0
1969,0,0,1,0
1970,1,1,0,1
1971,0,0,0,1
1972,0,0,1,0
1973,0,0,1,0
1974,0,0,0,0
1975,1,1,1,0
1976,0,0,1,0
1977,0,0,1,0
1978,0,0,0,1
1979,0,0,0,0
1980,1,1,0,1
1981,0,0,1,0
1982,0,0,1,0
1983,0,0,0,1
1984,0,0,1,0
1985,1,0,0,0
1986,0,0,0,1
1987,0,0,0,1
1988,0,0,1,0
1989,0,0,0,0
1990,1,1,1,0
1991,0,0,0,1
1992,0,0,0,0
1993,0,0,0,1
1994,0,0,1,0
1995,1,0,0,1
1996,0,0,1,0
1997,0,0,0,0
1998,0,0,0,1
1999,0,0,0,1
2000,0,0,1,0
2001,0,0,0,1
2002,0,0,1,0
2003,0,0,0,0
2004,0,0,0,0
2005,0,1,0,1
2006,0,0,0,0
2007,0,0,0,0
2008,0,0,1,0
2009,0,0,0,0
2010,1,1,0,1
2011,0,0,0,1
2012,0,0,0,1
2013,0,0,1,0
2014,0,0,1,0
2015,1,1,0,0
2016,0,0,0,1
2017,0,0,0,1
2018,0,0,0,1
2019,0,0,1,0
2020,1,1,0,0
2021,0,0,0,1
2022,0,0,1,0
2023,0,0,0,1
2024,0,0,1,0
2025,1,1,0,1
2026,0,0,0,0
2027,0,0,1,0
2028,0,0,1,0
2029,0,0,0,1
2030,1,1,1,0
2031,0,0,0,1
2032,0,0,0,0
2033,0,0,0,1
2034,0,0,1,0
2035,1,1,0,1
2036,0,0,0,1
2037,0,0,1,0
2038,0,0,1,0
2039,0,0,0,0
2040,0,0,0,1
2041,0,0,0,0
2042,0,0,1,0
2043,0,0,0,1
2044,0,0,0,0
2045,1,1,1,0
2046,0,0,1,0
2047,0,0,0,0
2048,0,0,0,1
2049,0,0,0,0
2050,1,1,0,1
2051,0,0,1,0
2052,0,0,0,1
2053,0,0,0,1
2054,0,0,0,0
2055,1,1,1,0
2056,0,0,0,0
2057,0,0,1,0
2058,0,0,0,1
2059,0,0,0,1
2060,1,1,1,0
2061,0,0,0,0
2062,0,0,0,1
2063,0,0,0,1
2064,0,0,1,0
2065,0,1,1,0
2066,0,0,0,1
2067,0,0,1,0
2068,0,0,1,0
2069,0,0,0,0
2070,1,1,1,0
2071,0,0,0,0
2072,0,0,1,0
2073,0,0,0,0
2074,0,0,1,0
2075,1,1,0,1
2076,0,0,0,0
2077,0,0,0,1
2078,0,0,1,0
2079,0,0,0,1
2080,0,0,1,0
2081,0,0,1,0
2082,0,0,0,1
2083,0,0,0,1
2084,0,0,0,0
2085,1,1,1,0
2086,0,0,0,1
2087,0,0,1,0
2088,0,0,0,1
2089,0,0,1,0
2090,1,1,1,0
2091,0,0,0,0
2092,0,0,0,1
2093,0,0,0,1
2094,0,0,1,0
2095,1,1,1,0
2096,0,0,1,0
2097,0,0,0,0
2098,0,0,1,0
2099,0,0,1,0
2100,1,1,0,0
2101,0,0,0,0
2102,0,0,0,1
2103,0,0,1,0
2104,0,0,0,1
2105,0,1,1,0
2106,0,0,0,1
2107,0,0,0,0
2108,0,0,1,0
2109,0,0,0,1
2110,1,0,1,0
2111,0,0,1,0
2112,0,0,0,0
2113,0,0,1,0
2114,0,0,0,1
2115,0,1,0,1
2116,0,0,0,1
2117,0,0,0,0
2118,0,0,1,0
2119,0,0,1,0
2120,1,1,0,1
2121,0,0,0,1
2122,0,0,1,0
2123,0,0,0,1
2124,0,0,1,0
2125,1,1,0,0
2126,0,0,0,0
2127,0,0,0,1
2128,0,0,0,1
2129,0,0,1,0
2130,1,1,1,0
2131,0,0,1,0
2132,0,0,0,0
2133,0,0,0,1
2134,0,0,1,0
2135,0,1,1,0
2136,0,0,0,0
2137,0,0,1,0
2138,0,0,0,1
2139,0,0,1,0
2140,0,1,0,1
2141,0,0,0,1
2142,0,0,0,0
2143,0,0,0,1
2144,0,0,1,0
2145,1,1,1,0
2146,0,0,1,0
2147,0,0,0,1
2148,0,0,0,1
2149,0,0,1,0
2150,1,1,0,0
2151,0,0,1,0
2152,0,0,0,0
2153,0,0,0,1
2154,0,0,1,0
2155,1,1,1,0
2156,0,0,1,0
2157,0,0,0,0
2158,0,0,1,0
2159,0,0,1,0
2160,0,1,0,1
2161,0,0,1,0
2162,0,0,0,0
2163,0,0,1,0
2164,0,0,1,0
2165,1,0,0,0
2166,0,0,0,1
2167,0,0,1,0
2168,0,0,1,0
2169,0,0,0,1
2170,0,0,1,0
2171,0,0,0,0
2172,0,0,1,0
2173,0,0,1,0
2174,0,0,1,0
2175,1,1,0,1
2176,0,0,0,1
2177,0,0,0,1
2178,0,0,0,1
2179,0,0,0,0
2180,1,1,1,0
2181,0,0,1,0
2182,0,0,0,0
2183,0,0,0,0
2184,0,0,1,0
2185,1,1,1,0
2186,0,0,0,1
2187,0,0,0,1
2188,0,0,0,1
2189,0,0,0,0
2190,1,1,1,0
2191,0,0,1,0
2192,0,0,1,0
2193,0,0,0,1
2194,0,0,0,0
2195,1,1,0,1
2196,0,0,0,1
2197,0,0,0,1
2198,0,0,0,0
2199,0,0,0,0
2200,1,0,0,1
2201,0,0,0,1
2202,0,0,1,0
2203,0,0,1,0
2204,0,0,0,1
2205,0,1,0,0
2206,0,0,1,0
2207,0,0,0,0
2208,0,0,0,1
2209,0,0,1,0
2210,0,0,1,0
2211,0,0,0,1
2212,0,0,0,1
2213,0,0,0,0
2214,0,0,1,0
2215,0,0,1,0
2216,0,0,1,0
2217,0,0,0,0
2218,0,0,0,1
2219,0,0,0,1
2220,1,1,0,1
2221,0,0,0,0
2222,0,0,1,0
2223,0,0,1,0
2224,0,0,1,0
2225,1,1,0,1
2226,0,0,0,0
2227,0,0,0,1
2228,0,0,1,0
2229,0,0,1,0
2230,1,1,1,0
2231,0,0,0,1
2232,0,0,0,0
2233,0,0,1,0
2234,0,0,1,0
2235,1,0,1,0
2236,0,0,0,0
2237,0,0,1,0
2238,0,0,1,0
2239,0,0,1,0
2240,1,1,0,0
2241,0,0,0,1
2242,0,0,0,1
2243,0,0,1,0
2244,0,0,1,0
2245,1,1,0,0
2246,0,0,0,1
2247,0,0,1,0
2248,0,0,1,0
2249,0,0,0,1
2250,1,1,1,0
2251,0,0,0,0
2252,0,0,0,0
2253,0,0,0,0
2254,0,0,0,1
2255,1,0,1,0
2256,0,0,0,1
2257,0,0,0,0
2258,0,0,0,1
2259,0,0,0,1
2260,1,1,0,1
2261,0,0,0,0
2262,0,0,0,1
2263,0,0,0,1
2264,0,0,1,0
2265,1,1,1,0
2266,0,0,0,1
2267,0,0,1,0
2268,0,0,1,0
2269,0,0,0,0
2270,1,1,0,1
2271,0,0,1,0
2272,0,0,1,0
2273,0,0,1,0
2274,0,0,0,0
2275,1,1,1,0
2276,0,0,0,1
2277,0,0,0,1
2278,0,0,1,0
2279,0,0,1,0
2280,0,1,0,1
2281,0,0,0,1
2282,0,0,0,0
2283,0,0,0,1
2284,0,0,0,0
2285,1,1,1,0
2286,0,0,1,0
2287,0,0,1,0
2288,0,0,0,0
2289,0,0,0,1
2290,1,1,0,1
2291,0,0,0,1
2292,0,0,0,0
2293,0,0,1,0
2294,0,0,1,0
2295,0,0,1,0
2296,0,0,0,1
2297,0,0,0,0
2298,0,0,0,1
2299,0,0,0,1
2300,1,0,0,1
2301,0,0,0,0
2302,0,0,1,0
2303,0,0,1,0
2304,0,0,0,1
2305,1,1,1,0
2306,0,0,0,1
2307,0,0,0,1
2308,0,0,0,1
2309,0,0,0,0
2310,0,1,0,1
2311,0,0,0,0
2312,0,0,1,0
2313,0,0,0,0
2314,0,0,1,0
2315,1,1,0,0
2316,0,0,1,0
2317,0,0,0,1
2318,0,0,0,1
2319,0,0,0,1
2320,0,0,0,0
2321,0,0,0,1
2322,0,0,0,1
2323,0,0,1,0
2324,0,0,1,0
2325,0,1,1,0
2326,0,0,0,0
2327,0,0,0,1
2328,0,0,0,1
2329,0,0,1,0
2330,0,0,0,1
2331,0,0,0,0
2332,0,0,0,1
2333,0,0,0,1
2334,0,0,1,0
2335,0,1,1,0
2336,0,0,0,1
2337,0,0,1,0
2338,0,0,0,1
2339,0,0,0,0
2340,0,1,1,0
2341,0,0,0,0
2342,0,0,0,0
2343,0,0,0,1
2344,0,0,0,0
2345,1,1,0,0
2346,0,0,1,0
2347,0,0,1,0
2348,0,0,0,1
2349,0,0,1,0
2350,1,1,0,0
2351,0,0,0,1
2352,0,0,1,0
2353,0,0,0,1
2354,0,0,1,0
2355,1,0,0,1
2356,0,0,1,0
2357,0,0,0,1
2358,0,0,0,0
2359,0,0,1,0
2360,1,1,1,0
2361,0,0,1,0
2362,0,0,0,0
2363,0,0,0,0
2364,0,0,1,0
2365,1,0,0,1
2366,0,0,1,0
2367,0,0,0,1
2368,0,0,1,0
2369,0,0,0,1
2370,0,0,1,0
2371,0,0,0,0
2372,0,0,1,0
2373,0,0,0,0
2374,0,0,0,1
2375,0,0,0,0
2376,0,0,1,0
2377,0,0,1,0
2378,0,0,1,0
2379,0,0,0,1
2380,0,1,0,1
2381,0,0,0,1
2382,0,0,0,1
2383,0,0,0,0
2384,0,0,1,0
2385,0,1,1,0
2386,0,0,1,0
2387,0,0,0,0
2388,0,0,1,0
2389,0,0,0,1
2390,1,1,0,1
2391,0,0,1,0
2392,0,0,0,1
2393,0,0,1,0
2394,0,0,0,1
2395,1,1,0,0
2396,0,0,0,1
2397,0,0,0,1
2398,0,0,1,0
2399,0,0,0,1
2400,1,0,0,0
2401,0,0,1,0
2402,0,0,0,1
2403,0,0,1,0
2404,0,0,1,0
2405,0,1,0,0
2406,0,0,1,0
2407,0,0,0,1
2408,0,0,1,0
2409,0,0,1,0
2410,0,0,0,0
2411,0,0,1,0
2412,0,0,0,1
2413,0,0,0,1
2414,0,0,1,0
2415,1,1,0,1
2416,0,0,1,0
2417,0,0,1,0
2418,0,0,0,0
2419,0,0,1,0
2420,1,1,0,0
2421,0,0,1,0
2422,0,0,0,1
2423,0,0,0,1
2424,0,0,1,0
2425,1,1,1,0
2426,0,0,0,1
2427,0,0,1,0
2428,0,0,0,0
2429,0,0,0,1
2430,1,1,0,1
2431,0,0,0,1
2432,0,0,0,0
2433,0,0,1,0
2434,0,0,1,0
2435,1,1,1,0
2436,0,0,0,0
2437,0,0,0,0
2438,0,0,1,0
2439,0,0,1,0
2440,1,1,0,1
2441,0,0,0,1
2442,0,0,0,1
2443,0,0,0,0
2444,0,0,0,0
2445,1,1,1,0
2446,0,0,0,1
2447,0,0,1,0
2448,0,0,1,0
2449,0,0,0,1
2450,1,1,0,1
2451,0,0,0,1
2452,0,0,0,0
2453,0,0,1,0
2454,0,0,0,0
2455,1,1,1,0
2456,0,0,0,1
2457,0,0,1,0
2458,0,0,1,0
2459,0,0,0,0
2460,1,1,0,1
2461,0,0,0,1
2462,0,0,1,0
2463,0,0,0,1
2464,0,0,0,0
2465,1,1,1,0
2466,0,0,0,0
2467,0,0,1,0
2468,0,0,0,1
2469,0,0,0,0
2470,1,1,1,0
2471,0,0,0,1
2472,0,0,1,0
2473,0,0,1,0
2474,0,0,0,0
2475,1,1,0,1
2476,0,0,0,1
2477,0,0,1,0
2478,0,0,1,0
2479,0,0,0,1
2480,1,1,1,0
2481,0,0,1,0
2482,0,0,0,0
2483,0,0,1,0
2484,0,0,0,1
2485,1,1,0,1
2486,0,0,1,0
2487,0,0,0,1
2488,0,0,0,0
2489,0,0,1,0
2490,1,1,0,0
2491,0,0,0,0
2492,0,0,0,0
2493,0,0,1,0
2494,0,0,0,1
2495,1,1,0,1
2496,0,0,0,1
2497,0,0,0,0
2498,0,0,1,0
2499,0,0,1,0
2500,1,1,1,0
2501,0,0,0,0
2502,0,0,0,1
2503,0,0,1,0
2504,0,0,1,0
2505,1,1,0,1
2506,0,0,1,0
2507,0,0,0,0
2508,0,0,0,1
2509,0,0,1,0
2510,1,1,1,0
2511,0,0,0,1
2512,0,0,1,0
2513,0,0,0,0
2514,0,0,1,0
2515,1,1,1,0
2516,0,0,0,1
2517,0,0,0,1
2518,0,0,0,1
2519,0,0,0,0
2520,1,1,1,0
2521,0,0,0,1
2522,0,0,1,0
2523,0,0,1,0
2524,0,0,1,0
2525,1,1,0,0
2526,0,0,0,1
2527,0,0,0,1
2528,0,0,1,0
2529,0,0,0,1
2530,1,1,1,0
2531,0,0,0,0
2532,0,0,1,0
2533,0,0,1,0
2534,0,0,0,1
2535,1,1,1,0
2536,0,0,0,1
2537,0,0,0,1
2538,0,0,0,0
2539,0,0,0,0
2540,1,1,1,0
2541,0,0,0,0
2542,0,0,0,1
2543,0,0,0,1
2544,0,0,0,1
2545,1,1,1,0
2546,0,0,0,0
2547,0,0,1,0
2548,0,0,1,0
2549,0,0,0,0
2550,1,1,0,0
2551,0,0,1,0
2552,0,0,0,1
2553,0,0,1,0
2554,0,0,0,1
2555,1,1,0,1
2556,0,0,1,0
2557,0,0,1,0
2558,0,0,0,0
2559,0,0,1,0
2560,1,1,1,0
2561,0,0,0,1
2562,0,0,1,0
2563,0,0,0,0
2564,0,0,1,0
2565,1,1,0,1
2566,0,0,1,0
2567,0,0,0,1
2568,0,0,0,1
2569,0,0,0,0
2570,1,1,1,0
2571,0,0,1,0
2572,0,0,1,0
2573,0,0,0,1
2574,0,0,0,0
2575,1,1,0,1
2576,0,0,1,0
2577,0,0,0,1
2578,0,0,1,0
2579,0,0,0,0
2580,1,1,0,0
2581,0,0,1,0
2582,0,0,1,0
2583,0,0,0,0
2584,0,0,0,1
2585,1,1,1,0
2586,0,0,0,0
2587,0,0,1,0
2588,0,0,0,1
2589,0,0,1,0
2590,1,1,0,0
2591,0,0,1,0
2592,0,0,1,0
2593,0,0,1,0
2594,0,0,0,0
2595,1,1,0,1
2596,0,0,0,1
2597,0,0,1,0
2598,0,0,1,0
2599,0,0,1,0
2600,1,1,0,1
2601,0,0,0,1
2602,0,0,0,0
2603,0,0,1,0
2604,0,0,1,0
2605,1,1,1,0
2606,0,0,0,0
2607,0,0,0,1
2608,0,0,0,1
2609,0,0,0,1
2610,1,1,1,0
2611,0,0,0,0
2612,0,0,1,0
2613,0,0,1,0
2614,0,0,1,0
2615,1,1,0,0
2616,0,0,0,1
2617,0,0,1,0
2618,0,0,0,1
2619,0,0,1,0
2620,1,1,0,1
2621,0,0,0,1
2622,0,0,0,0
