,Indicator,Index_p2,Value,Indicator.1,Index_p1,Value.1,continuous_wins_p1,continuous_wins_p2,p2_winning_streak_count,p1_Turning_point_count,p2_Turning_point_count,p1_winning_streak_count
634,y_value_p2,3670.0,23.43270278,y_value_p1,3790.0,19.05463817,0,1,0,,,0
635,y_value_p2,3675.0,12.70977964,y_value_p1,3795.0,12.48326491,0,0,0,,,0
636,y_value_p2,3680.0,32.1297535,y_value_p1,3800.0,18.9530785,0,1,0,,,0
637,y_value_p2,3685.0,12.88063157,y_value_p1,3805.0,15.33586971,1,0,0,,,0
638,y_value_p2,3690.0,23.58345105,y_value_p1,3810.0,13.80936933,1,0,0,,,0
639,y_value_p2,3695.0,7.535565238,y_value_p1,3815.0,11.28555464,0,1,0,,,0
640,y_value_p2,3700.0,18.34111926,y_value_p1,3820.0,18.61174993,0,1,0,,,0
641,y_value_p2,3705.0,20.00929952,y_value_p1,3825.0,13.10755545,0,0,0,,,0
642,y_value_p2,3710.0,20.62000451,y_value_p1,3830.0,22.82654244,1,0,0,,,0
643,y_value_p2,3715.0,28.91957206,y_value_p1,3835.0,22.19972628,1,0,0,,,0
644,y_value_p2,3720.0,20.53024725,y_value_p1,3840.0,25.59494715,1,0,0,,,0
645,y_value_p2,3725.0,19.97724176,y_value_p1,3845.0,13.32471357,0,0,0,,,0
646,y_value_p2,3730.0,23.23786919,y_value_p1,3850.0,12.49368605,1,0,0,,,0
647,y_value_p2,3735.0,12.16349047,y_value_p1,3855.0,19.2423576,1,0,0,,,0
648,y_value_p2,3740.0,20.14670186,y_value_p1,3860.0,18.04019894,0,1,0,,,0
649,y_value_p2,3745.0,11.77471545,y_value_p1,3865.0,22.43452612,0,0,0,,,0
650,y_value_p2,3750.0,20.91702471,y_value_p1,3870.0,21.38353051,1,0,0,,,0
651,y_value_p2,3755.0,10.51618363,y_value_p1,3875.0,8.469158466,1,0,0,,,0
652,y_value_p2,3760.0,28.10225793,y_value_p1,3880.0,18.87555822,1,0,0,,,0
653,y_value_p2,3765.0,20.84582873,y_value_p1,3885.0,14.50876422,0,1,0,,,0
654,y_value_p2,3770.0,15.16069649,y_value_p1,3890.0,10.49702052,0,0,0,,,0
655,y_value_p2,3775.0,21.65401475,y_value_p1,3895.0,20.63380488,0,0,0,,,0
656,y_value_p2,3780.0,26.01983609,y_value_p1,3900.0,11.67218762,0,1,0,,,0
657,y_value_p2,3785.0,19.45240186,y_value_p1,3905.0,22.74492388,0,1,0,,,0
658,y_value_p2,3790.0,18.57962011,y_value_p1,3910.0,17.81305668,0,0,0,,,0
659,y_value_p2,3795.0,19.74460385,y_value_p1,3915.0,13.08288727,0,1,0,,,0
660,y_value_p2,3800.0,17.92430686,y_value_p1,3920.0,6.022459081,0,1,0,,,0
661,y_value_p2,3805.0,20.75091956,y_value_p1,3925.0,26.01273884,0,1,0,,,0
662,y_value_p2,3810.0,23.11098352,y_value_p1,3930.0,15.70104037,1,0,0,,,0
663,y_value_p2,3815.0,18.06076457,y_value_p1,3935.0,5.576874295,1,0,0,,,0
664,y_value_p2,3820.0,16.90165544,y_value_p1,3940.0,22.46005442,1,0,0,,,0
665,y_value_p2,3825.0,27.88030819,y_value_p1,3945.0,9.781387027,0,1,0,,,0
666,y_value_p2,3830.0,14.80836582,y_value_p1,3950.0,16.55780039,0,0,0,,,0
667,y_value_p2,3835.0,11.32821228,y_value_p1,3955.0,11.21749843,0,1,0,,,0
668,y_value_p2,3840.0,16.37965808,y_value_p1,3960.0,7.239864896,0,0,0,,,0
669,y_value_p2,3845.0,28.28190764,y_value_p1,3965.0,17.22094948,1,0,0,,,0
670,y_value_p2,3850.0,15.76731009,y_value_p1,3970.0,21.64970035,0,0,0,,,0
671,y_value_p2,3855.0,14.45810369,y_value_p1,3975.0,15.06498522,0,1,0,,,0
672,y_value_p2,3860.0,14.95959114,y_value_p1,3980.0,9.598377208,0,0,0,,,0
673,y_value_p2,3865.0,12.29349015,y_value_p1,3985.0,11.16891951,0,1,0,,,0
674,y_value_p2,3870.0,10.20408039,y_value_p1,3990.0,25.20392179,0,0,0,,,0
675,y_value_p2,3875.0,28.02151784,y_value_p1,3995.0,1.645287801,0,1,0,,,0
676,y_value_p2,3880.0,9.147709392,y_value_p1,4000.0,22.97703217,0,1,0,,,0
677,y_value_p2,3885.0,20.4467915,y_value_p1,4005.0,7.013593028,1,0,0,,,0
678,y_value_p2,3890.0,27.25366859,y_value_p1,4010.0,26.90180804,1,0,0,,,0
679,y_value_p2,3895.0,4.765682101,y_value_p1,4015.0,17.13041762,0,0,0,,,0
680,y_value_p2,3900.0,18.27323594,y_value_p1,4020.0,18.26639391,1,0,0,,,0
681,y_value_p2,3905.0,13.5984441,y_value_p1,4025.0,20.21588062,1,0,0,,,0
682,y_value_p2,3910.0,13.71015202,y_value_p1,4030.0,28.60156316,1,0,0,,,0
683,y_value_p2,3915.0,17.73807251,y_value_p1,4035.0,13.88170379,0,0,0,,,0
684,y_value_p2,3920.0,21.58270316,y_value_p1,4040.0,14.49970165,0,1,0,,,0
685,y_value_p2,3925.0,7.911083222,y_value_p1,4045.0,20.96359698,0,1,0,,,0
686,y_value_p2,3930.0,11.38681663,y_value_p1,4050.0,5.189220093,0,1,0,,,0
687,y_value_p2,3935.0,21.06060392,y_value_p1,4055.0,13.43889251,0,0,0,,,0
688,y_value_p2,3940.0,13.776689,y_value_p1,4060.0,11.94096716,1,0,0,,,0
689,y_value_p2,3945.0,22.92315684,y_value_p1,4065.0,19.71060209,1,0,0,,,0
690,y_value_p2,3950.0,13.40662435,y_value_p1,4070.0,11.98824588,1,0,0,,,0
691,y_value_p2,3955.0,16.49010755,y_value_p1,4075.0,10.88061207,0,0,0,,,0
692,y_value_p2,3960.0,20.44980093,y_value_p1,4080.0,11.62996563,0,1,0,,,0
693,y_value_p2,3965.0,14.77921328,y_value_p1,4085.0,18.89206922,0,1,0,,,0
694,y_value_p2,3970.0,12.39230272,y_value_p1,4090.0,12.73986582,0,0,0,,,0
695,y_value_p2,3975.0,10.78913698,y_value_p1,4095.0,16.96763445,0,0,0,,,0
696,y_value_p2,3980.0,14.55614229,y_value_p1,4100.0,23.04701982,1,0,0,,,0
697,y_value_p2,3985.0,11.59051646,y_value_p1,4105.0,22.62558806,1,0,0,,,0
698,y_value_p2,3990.0,6.479469521,y_value_p1,4110.0,13.81755947,0,1,0,,,0
699,y_value_p2,3995.0,27.29834017,y_value_p1,4115.0,14.64427504,1,0,0,,,0
700,y_value_p2,4000.0,8.140023343,y_value_p1,4120.0,18.72008696,0,0,0,,,0
701,y_value_p2,4005.0,24.50058624,y_value_p1,4125.0,10.47060084,1,0,0,,,0
702,y_value_p2,4010.0,3.46656695,y_value_p1,4130.0,19.45724288,1,0,0,,,0
703,y_value_p2,4015.0,15.74631342,y_value_p1,4135.0,15.07772536,0,1,0,,,0
704,y_value_p2,4020.0,17.14783262,y_value_p1,4140.0,27.27607096,0,1,0,,,0
705,y_value_p2,4025.0,27.65203976,y_value_p1,4145.0,18.47275697,1,0,0,,,0
706,y_value_p2,4030.0,17.66001177,y_value_p1,4150.0,14.12926403,0,0,0,,,0
707,y_value_p2,4035.0,19.5108181,y_value_p1,4155.0,31.84888955,1,0,0,,,0
708,y_value_p2,4040.0,23.94804751,y_value_p1,4160.0,17.2801335,1,0,0,,,0
709,y_value_p2,4045.0,16.33892238,y_value_p1,4165.0,12.65295718,1,0,0,,,0
710,y_value_p2,4050.0,25.10567875,y_value_p1,4170.0,22.8730153,0,1,0,,,0
711,y_value_p2,4055.0,19.83403393,y_value_p1,4175.0,15.26801703,0,0,0,,,0
712,y_value_p2,4060.0,21.42660654,y_value_p1,4180.0,15.45943663,0,1,0,,,0
713,y_value_p2,4065.0,12.64908417,y_value_p1,4185.0,11.30010339,0,1,0,,,0
714,y_value_p2,4070.0,20.89776487,y_value_p1,4190.0,21.63526583,0,1,0,,,0
715,y_value_p2,4075.0,25.14413622,y_value_p1,4195.0,10.51208758,0,0,0,,,0
716,y_value_p2,4080.0,26.90750842,y_value_p1,4200.0,22.99048845,0,1,0,,,0
717,y_value_p2,4085.0,18.92974567,y_value_p1,4205.0,18.00712227,0,1,0,,,0
718,y_value_p2,4090.0,20.36283832,y_value_p1,4210.0,19.2107095,1,0,0,,,0
719,y_value_p2,4095.0,17.2710515,y_value_p1,4215.0,18.16873792,1,0,0,,,0
720,y_value_p2,4100.0,15.41495994,y_value_p1,4220.0,27.09640265,1,0,0,,,0
721,y_value_p2,4105.0,14.83377806,y_value_p1,4225.0,16.77443669,0,1,0,,,0
722,y_value_p2,4110.0,21.12308179,y_value_p1,4230.0,16.784524,1,0,0,,,0
723,y_value_p2,4115.0,19.7042667,y_value_p1,4235.0,17.89089091,0,0,0,,,0
724,y_value_p2,4120.0,17.59413382,y_value_p1,4240.0,21.3989391,0,1,0,,,0
725,y_value_p2,4125.0,23.09299808,y_value_p1,4245.0,27.80021371,0,1,0,,,0
726,y_value_p2,4130.0,15.25242739,y_value_p1,4250.0,15.65032398,1,0,0,,,0
727,y_value_p2,4135.0,16.07447665,y_value_p1,4255.0,24.82994449,0,1,0,,,0
728,y_value_p2,4140.0,11.73285141,y_value_p1,4260.0,12.91037424,0,0,0,,,0
729,y_value_p2,4145.0,19.87348878,y_value_p1,4265.0,21.19876819,1,0,0,,,0
730,y_value_p2,4150.0,21.8503567,y_value_p1,4270.0,19.12164186,1,0,0,,,0
731,y_value_p2,4155.0,9.429209419,y_value_p1,4275.0,26.25395612,0,1,0,,,0
732,y_value_p2,4160.0,14.82627865,y_value_p1,4280.0,14.42064674,1,0,0,,,0
733,y_value_p2,4165.0,18.40435783,y_value_p1,4285.0,32.61269009,0,1,0,,,0
734,y_value_p2,4170.0,12.20921946,y_value_p1,4290.0,17.96696243,0,1,0,,,0
735,y_value_p2,4175.0,20.13844289,y_value_p1,4295.0,16.03053647,1,0,0,,,0
736,y_value_p2,4180.0,17.854507,y_value_p1,4300.0,18.62290077,0,0,0,,,0
737,y_value_p2,4185.0,17.95741511,y_value_p1,4305.0,19.84373282,1,0,0,,,0
738,y_value_p2,4190.0,11.73627678,y_value_p1,4310.0,11.00160396,0,0,0,,,0
739,y_value_p2,4195.0,24.43896754,y_value_p1,4315.0,20.46669051,1,0,0,,,0
740,y_value_p2,4200.0,12.65012583,y_value_p1,4320.0,10.0433638,0,0,0,,,0
741,y_value_p2,4205.0,26.0830141,y_value_p1,4325.0,23.52594898,1,0,0,,,0
742,y_value_p2,4210.0,29.55556239,y_value_p1,4330.0,16.22668866,0,1,0,,,0
743,y_value_p2,4215.0,30.46806428,y_value_p1,4335.0,20.99381912,0,1,0,,,0
744,y_value_p2,4220.0,15.04121773,y_value_p1,4340.0,13.7234449,0,1,0,,,0
745,y_value_p2,4225.0,31.14039023,y_value_p1,4345.0,10.33933642,1,0,0,,,0
746,y_value_p2,4230.0,20.17022552,y_value_p1,4350.0,28.40310975,1,0,0,,,0
747,y_value_p2,4235.0,13.88012124,y_value_p1,4355.0,9.325539297,1,0,0,,,0
748,y_value_p2,4240.0,14.41218128,y_value_p1,4360.0,25.20380909,0,0,0,,,0
749,y_value_p2,4245.0,13.25805298,y_value_p1,4365.0,15.28007829,1,0,0,,,0
750,y_value_p2,4250.0,26.57093681,y_value_p1,4370.0,19.76916108,0,0,0,,,0
751,y_value_p2,4255.0,9.153232021,y_value_p1,4375.0,16.82666042,0,1,0,,,0
752,y_value_p2,4260.0,26.68432486,y_value_p1,4380.0,15.92050146,0,1,0,,,0
753,y_value_p2,4265.0,10.23806614,y_value_p1,4385.0,13.13048733,1,0,0,,,0
754,y_value_p2,4270.0,19.18589471,y_value_p1,4390.0,14.24516887,0,1,0,,,0
755,y_value_p2,4275.0,9.182073667,y_value_p1,4395.0,15.39492903,1,0,0,,,0
756,y_value_p2,4280.0,20.14682587,y_value_p1,4400.0,19.55417635,1,0,0,,,0
757,y_value_p2,4285.0,7.164161043,y_value_p1,4405.0,6.423182209,0,1,0,,,0
758,y_value_p2,4290.0,24.57319724,y_value_p1,4410.0,15.67096052,0,0,0,,,0
759,y_value_p2,4295.0,10.78795029,y_value_p1,4415.0,15.51679787,0,1,0,,,0
760,y_value_p2,4300.0,15.88719343,y_value_p1,4420.0,13.77264557,0,1,0,,,0
761,y_value_p2,4305.0,9.988724756,y_value_p1,4425.0,17.88144233,0,1,0,,,0
762,y_value_p2,4310.0,30.87064704,y_value_p1,4430.0,18.34450501,0,0,0,,,0
763,y_value_p2,4315.0,18.30015859,y_value_p1,4435.0,13.43962102,0,1,0,,,0
764,y_value_p2,4320.0,23.35341239,y_value_p1,4440.0,15.64454123,1,0,0,,,0
765,y_value_p2,4325.0,12.0029693,y_value_p1,4445.0,13.21713317,1,0,0,,,0
766,y_value_p2,4330.0,21.32936539,y_value_p1,4450.0,14.64720528,1,0,0,,,0
767,y_value_p2,4335.0,9.603043009,y_value_p1,4455.0,21.70588467,0,1,0,,,0
768,y_value_p2,4340.0,26.04890392,y_value_p1,4460.0,15.05297441,0,0,0,,,0
769,y_value_p2,4345.0,22.62913035,y_value_p1,4465.0,14.28752111,0,1,0,,,0
770,y_value_p2,4350.0,11.66453729,y_value_p1,4470.0,23.37566008,1,0,0,,,0
771,y_value_p2,4355.0,28.03007693,y_value_p1,4475.0,21.58875784,0,1,0,,,0
772,y_value_p2,4360.0,9.765169184,y_value_p1,4480.0,16.72585833,0,1,0,,,0
773,y_value_p2,4365.0,15.19678593,y_value_p1,4485.0,11.46467474,1,0,0,,,0
774,y_value_p2,4370.0,16.68172726,y_value_p1,4490.0,17.38005805,0,0,0,,,0
775,y_value_p2,4375.0,22.06409936,y_value_p1,4495.0,20.94153812,0,1,0,,,0
776,y_value_p2,4380.0,12.72376222,y_value_p1,4500.0,6.126036503,0,1,0,,,0
777,y_value_p2,4385.0,19.4100683,y_value_p1,4505.0,26.04200036,1,0,0,,,0
778,y_value_p2,4390.0,19.48098124,y_value_p1,4510.0,4.616841798,1,0,0,,,0
779,y_value_p2,4395.0,27.62782305,y_value_p1,4515.0,30.25713863,0,1,0,,,0
780,y_value_p2,4400.0,18.26151188,y_value_p1,4520.0,18.00780263,1,0,0,,,0
781,y_value_p2,4405.0,27.63943966,y_value_p1,4525.0,18.86512529,1,0,0,,,0
782,y_value_p2,4410.0,21.91674646,y_value_p1,4530.0,12.50932062,0,0,0,,,0
783,y_value_p2,4415.0,22.37720042,y_value_p1,4535.0,21.21218173,1,0,0,,,0
784,y_value_p2,4420.0,27.26588475,y_value_p1,4540.0,15.70429335,0,1,0,,,0
785,y_value_p2,4425.0,14.09278279,y_value_p1,4545.0,22.142484,0,1,0,,,0
786,y_value_p2,4430.0,22.56989108,y_value_p1,4550.0,5.089165646,0,1,0,,,0
787,y_value_p2,4435.0,31.34046841,y_value_p1,4555.0,12.02027858,0,0,0,,,0
788,y_value_p2,4440.0,21.29419927,y_value_p1,4560.0,23.14803843,1,0,0,,,0
789,y_value_p2,4445.0,18.93550326,y_value_p1,4565.0,9.155373522,0,1,0,,,0
790,y_value_p2,4450.0,24.42348292,y_value_p1,4570.0,8.169386822,1,0,0,,,0
791,y_value_p2,4455.0,13.787464,y_value_p1,4575.0,3.93767335,1,0,0,,,0
792,y_value_p2,4460.0,25.00906646,y_value_p1,4580.0,13.11249763,0,0,0,,,0
793,y_value_p2,4465.0,20.14876988,y_value_p1,4585.0,6.260497307,0,1,0,,,0
794,y_value_p2,4470.0,12.8960315,y_value_p1,4590.0,9.465576183,0,1,0,,,0
795,y_value_p2,4475.0,19.82868498,y_value_p1,4595.0,19.94034758,1,0,0,,,0
796,y_value_p2,4480.0,7.069592314,y_value_p1,4600.0,22.17596964,0,0,0,,,0
797,y_value_p2,4485.0,24.97536488,y_value_p1,4605.0,3.312349606,0,0,0,,,0
798,y_value_p2,4490.0,22.38805389,y_value_p1,4610.0,21.96563183,1,0,0,,,0
799,y_value_p2,4495.0,14.97178681,y_value_p1,4615.0,25.97266384,0,1,0,,,0
800,y_value_p2,4500.0,28.61987645,y_value_p1,4620.0,12.97436275,1,0,0,,,0
801,y_value_p2,4505.0,12.90073603,y_value_p1,4625.0,13.81983443,1,0,0,,,0
802,y_value_p2,4510.0,35.18491934,y_value_p1,4630.0,2.837843879,0,1,0,,,0
803,y_value_p2,4515.0,15.94057115,y_value_p1,4635.0,18.12079075,0,0,0,,,0
804,y_value_p2,4520.0,18.66699048,y_value_p1,4640.0,5.915320973,1,0,0,,,0
805,y_value_p2,4525.0,16.06645267,y_value_p1,4645.0,10.23119331,0,0,0,,,0
806,y_value_p2,4530.0,17.8389214,y_value_p1,4650.0,12.61537996,1,0,0,,,0
807,y_value_p2,4535.0,19.63168494,y_value_p1,4655.0,20.58393532,0,1,0,,,0
808,y_value_p2,4540.0,20.23818345,y_value_p1,4660.0,3.81092099,0,1,0,,,0
809,y_value_p2,4545.0,11.4715402,y_value_p1,4665.0,27.0483727,1,0,0,,,0
810,y_value_p2,4550.0,25.21451643,y_value_p1,4670.0,17.88627619,0,0,0,,,0
811,y_value_p2,4555.0,19.66618573,y_value_p1,4675.0,27.38813012,0,1,0,,,0
812,y_value_p2,4560.0,6.52198649,y_value_p1,4680.0,1.662437656,0,0,0,,,0
813,y_value_p2,4565.0,24.14227893,y_value_p1,4685.0,15.29829686,1,0,0,,,0
814,y_value_p2,4570.0,22.56661565,y_value_p1,4690.0,14.46387775,1,0,0,,,0
815,y_value_p2,4575.0,13.67623125,y_value_p1,4695.0,19.89524758,0,1,0,,,0
816,y_value_p2,4580.0,21.08971762,y_value_p1,4700.0,3.575732408,1,0,0,,,0
817,y_value_p2,4585.0,24.21106139,y_value_p1,4705.0,13.55504505,0,0,0,,,0
818,y_value_p2,4590.0,21.92802493,y_value_p1,4710.0,13.37789075,1,0,0,,,0
819,y_value_p2,4595.0,11.47902462,y_value_p1,4715.0,13.55702667,0,1,0,,,0
820,y_value_p2,4600.0,12.96022886,y_value_p1,4720.0,17.6567938,0,1,0,,,0
821,y_value_p2,4605.0,26.74795642,y_value_p1,4725.0,22.54375999,1,0,0,,,0
822,y_value_p2,4610.0,11.53947353,y_value_p1,4730.0,20.06552796,0,1,0,,,0
823,y_value_p2,4615.0,9.314653991,y_value_p1,4735.0,14.43662561,1,0,0,,,0
824,y_value_p2,4620.0,15.996943,y_value_p1,4740.0,29.88018262,0,1,0,,,0
825,y_value_p2,4625.0,15.59502923,y_value_p1,4745.0,22.85078664,0,0,0,,,0
826,y_value_p2,4630.0,18.78038128,y_value_p1,4750.0,10.19486605,1,0,0,,,0
827,y_value_p2,4635.0,17.1428219,y_value_p1,4755.0,18.52491526,0,0,0,,,0
828,y_value_p2,4640.0,21.97432679,y_value_p1,4760.0,19.88441756,0,1,0,,,0
829,y_value_p2,4645.0,10.84571673,y_value_p1,4765.0,22.77830093,0,0,0,,,0
830,y_value_p2,4650.0,19.66123912,y_value_p1,4770.0,9.722474764,0,1,0,,,0
831,y_value_p2,4655.0,3.938591746,y_value_p1,4775.0,14.98097003,1,0,0,,,0
832,y_value_p2,4660.0,20.6634988,y_value_p1,4780.0,18.8415016,1,0,0,,,0
833,y_value_p2,4665.0,5.753589374,y_value_p1,4785.0,17.14786106,1,0,0,,,0
834,y_value_p2,4670.0,12.92760748,y_value_p1,4790.0,16.67526795,0,0,0,,,0
835,y_value_p2,4675.0,5.704782924,y_value_p1,4795.0,16.35794593,0,1,0,,,0
836,y_value_p2,4680.0,29.6614743,y_value_p1,4800.0,14.77100356,1,0,0,,,0
837,y_value_p2,4685.0,9.945740709,y_value_p1,4805.0,18.50548992,0,1,0,,,0
838,y_value_p2,4690.0,12.73409755,y_value_p1,4810.0,12.19460967,1,0,0,,,0
839,y_value_p2,4695.0,15.42707376,y_value_p1,4815.0,25.07867351,1,0,0,,,0
840,y_value_p2,4700.0,25.41738646,y_value_p1,4820.0,16.55910513,0,1,0,,,0
841,y_value_p2,4705.0,25.16858623,y_value_p1,4825.0,5.158524671,0,1,0,,,0
842,y_value_p2,4710.0,21.22319152,y_value_p1,4830.0,18.16909248,0,0,0,,,0
843,y_value_p2,4715.0,12.26990291,y_value_p1,4835.0,18.04863635,0,1,0,,,0
844,y_value_p2,4720.0,10.67237072,y_value_p1,4840.0,21.57636416,0,1,0,,,0
845,y_value_p2,4725.0,20.60811797,y_value_p1,4845.0,12.91107455,1,0,0,,,0
846,y_value_p2,4730.0,29.39779023,y_value_p1,4850.0,19.34480948,1,0,0,,,0
847,y_value_p2,4735.0,32.91167439,y_value_p1,4855.0,13.46884866,1,0,0,,,0
848,y_value_p2,4740.0,11.44265638,y_value_p1,4860.0,20.27079841,0,1,0,,,0
849,y_value_p2,4745.0,17.0169297,y_value_p1,4865.0,22.87470183,1,0,0,,,0
850,y_value_p2,4750.0,29.13018143,y_value_p1,4870.0,19.61684311,0,0,0,,,0
851,y_value_p2,4755.0,17.80037178,y_value_p1,4875.0,17.30067452,0,1,0,,,0
852,y_value_p2,4760.0,20.5190188,y_value_p1,4880.0,20.89667058,1,0,0,,,0
853,y_value_p2,4765.0,20.73383301,y_value_p1,4885.0,9.799804426,0,1,0,,,0
854,y_value_p2,4770.0,32.18258162,y_value_p1,4890.0,17.67647331,0,1,0,,,0
855,y_value_p2,4775.0,20.35961709,y_value_p1,4895.0,27.06848718,0,0,0,,,0
856,y_value_p2,4780.0,24.47336677,y_value_p1,4900.0,11.74669579,1,0,0,,,0
857,y_value_p2,4785.0,22.80155278,y_value_p1,4905.0,34.33546169,1,0,0,,,0
858,y_value_p2,4790.0,19.37913002,y_value_p1,4910.0,24.01544649,1,0,0,,,0
859,y_value_p2,4795.0,20.8720792,y_value_p1,4915.0,12.55460729,0,0,0,,,0
860,y_value_p2,4800.0,20.19991834,y_value_p1,4920.0,9.6285057,0,1,0,,,0
861,y_value_p2,4805.0,17.43547058,y_value_p1,4925.0,15.23448429,0,1,0,,,0
862,y_value_p2,4810.0,26.34907806,y_value_p1,4930.0,10.59957985,0,1,0,,,0
863,y_value_p2,4815.0,17.04777221,y_value_p1,4935.0,9.48646267,0,0,0,,,0
864,y_value_p2,4820.0,17.17008274,y_value_p1,4940.0,15.83459294,1,0,0,,,0
865,y_value_p2,4825.0,33.36483618,y_value_p1,4945.0,16.23839876,0,1,0,,,0
866,y_value_p2,4830.0,16.31057579,y_value_p1,4950.0,7.755535956,0,1,0,,,0
867,y_value_p2,4835.0,24.40578383,y_value_p1,4955.0,25.09689246,1,0,0,,,0
868,y_value_p2,4840.0,19.60228393,y_value_p1,4960.0,6.805986043,1,0,0,,,0
869,y_value_p2,4845.0,20.21124874,y_value_p1,4965.0,24.72545204,0,0,0,,,0
870,y_value_p2,4850.0,10.15375284,y_value_p1,4970.0,4.803995616,1,0,0,,,0
871,y_value_p2,4855.0,21.80069712,y_value_p1,4975.0,18.11915687,1,0,0,,,0
872,y_value_p2,4860.0,11.1422763,y_value_p1,4980.0,12.45247586,0,0,0,,,0
873,y_value_p2,4865.0,12.44757671,y_value_p1,4985.0,23.27192162,0,1,0,,,0
874,y_value_p2,4870.0,16.4957983,y_value_p1,4990.0,18.36777822,0,1,0,,,0
875,y_value_p2,4875.0,22.99323648,y_value_p1,4995.0,5.181372774,0,1,0,,,0
876,y_value_p2,4880.0,11.46271859,y_value_p1,5000.0,18.22479859,0,0,0,,,0
877,y_value_p2,4885.0,24.24606897,y_value_p1,5005.0,13.8189283,0,1,0,,,0
878,y_value_p2,4890.0,25.07935781,y_value_p1,5010.0,22.45909169,1,0,0,,,0
879,y_value_p2,4895.0,14.14284914,y_value_p1,5015.0,14.74117353,1,0,0,,,0
880,y_value_p2,4900.0,37.39372709,y_value_p1,5020.0,23.20845716,0,1,0,,,0
881,y_value_p2,4905.0,9.669531412,y_value_p1,5025.0,10.85042238,0,1,0,,,0
882,y_value_p2,4910.0,16.65582541,y_value_p1,5030.0,21.0818183,1,0,0,,,0
883,y_value_p2,4915.0,18.69988712,y_value_p1,5035.0,3.84939782,1,0,0,,,0
884,y_value_p2,4920.0,22.80234666,y_value_p1,5040.0,17.25559303,0,0,0,,,0
885,y_value_p2,4925.0,13.10160534,y_value_p1,5045.0,18.36393701,1,0,0,,,0
886,y_value_p2,4930.0,19.37089616,y_value_p1,5050.0,20.59007701,0,0,0,,,0
887,y_value_p2,4935.0,23.86637503,y_value_p1,5055.0,11.63030581,0,1,0,,,0
888,y_value_p2,4940.0,15.89566557,y_value_p1,5060.0,7.530921718,0,1,0,,,0
889,y_value_p2,4945.0,15.96337741,y_value_p1,5065.0,22.12195003,0,1,0,,,0
890,y_value_p2,4950.0,24.54794863,y_value_p1,5070.0,15.54380686,1,0,0,,,0
891,y_value_p2,4955.0,6.631332251,y_value_p1,5075.0,12.51843338,0,0,0,,,0
892,y_value_p2,4960.0,29.08203785,y_value_p1,5080.0,5.825159717,0,0,0,,,0
893,y_value_p2,4965.0,6.960044183,y_value_p1,5085.0,28.3821537,1,0,0,,,0
894,y_value_p2,4970.0,32.25464441,y_value_p1,5090.0,17.67330075,0,1,0,,,0
895,y_value_p2,4975.0,15.67402774,y_value_p1,5095.0,16.00318132,1,0,0,,,0
896,y_value_p2,4980.0,20.30546653,y_value_p1,5100.0,22.01215796,0,1,0,,,0
897,y_value_p2,4985.0,13.39555414,y_value_p1,5105.0,11.83285242,0,0,0,,,0
898,y_value_p2,4990.0,19.96886918,y_value_p1,5110.0,17.51366413,1,0,0,,,0
899,y_value_p2,4995.0,32.51162877,y_value_p1,5115.0,19.37030829,0,1,0,,,0
900,y_value_p2,5000.0,15.68117264,y_value_p1,5120.0,13.32420031,1,0,0,,,0
901,y_value_p2,5005.0,20.81140709,y_value_p1,5125.0,19.80503433,1,0,0,,,0
902,y_value_p2,5010.0,13.36048782,y_value_p1,5130.0,13.54893035,0,1,0,,,0
903,y_value_p2,5015.0,20.80669907,y_value_p1,5135.0,14.94689878,0,1,0,,,0
904,y_value_p2,5020.0,6.529735913,y_value_p1,5140.0,12.74948611,0,1,0,,,0
905,y_value_p2,5025.0,24.20078673,y_value_p1,5145.0,24.89828959,0,0,0,,,0
906,y_value_p2,5030.0,10.39332141,y_value_p1,5150.0,9.050420459,1,0,0,,,0
907,y_value_p2,5035.0,30.45585298,y_value_p1,5155.0,11.79868506,0,1,0,,,0
908,y_value_p2,5040.0,13.48442034,y_value_p1,5160.0,23.01027027,0,1,0,,,0
909,y_value_p2,5045.0,16.7157276,y_value_p1,5165.0,12.97456116,0,1,0,,,0
910,y_value_p2,5050.0,5.323047006,y_value_p1,5170.0,24.42521257,1,0,0,,,0
911,y_value_p2,5055.0,19.41916168,y_value_p1,5175.0,15.74379345,0,0,0,,,0
912,y_value_p2,5060.0,25.11604765,y_value_p1,5180.0,14.18828167,1,0,0,,,0
913,y_value_p2,5065.0,5.775537772,y_value_p1,5185.0,25.02067343,0,1,0,,,0
914,y_value_p2,5070.0,16.79488272,y_value_p1,5190.0,11.15914083,0,1,0,,,0
915,y_value_p2,5075.0,12.01554228,y_value_p1,5195.0,18.85761928,0,1,0,,,0
916,y_value_p2,5080.0,27.88945186,y_value_p1,5200.0,23.36671977,0,0,0,,,0
917,y_value_p2,5085.0,6.61604077,y_value_p1,5205.0,14.26928395,1,0,0,,,0
918,y_value_p2,5090.0,15.91864735,y_value_p1,5210.0,19.2881505,1,0,0,,,0
919,y_value_p2,5095.0,16.49821992,y_value_p1,5215.0,21.34811791,0,1,0,,,0
920,y_value_p2,5100.0,12.93464299,y_value_p1,5220.0,21.24026157,1,0,0,,,0
921,y_value_p2,5105.0,17.85083792,y_value_p1,5225.0,17.10075401,0,1,0,,,0
922,y_value_p2,5110.0,16.91260151,y_value_p1,5230.0,12.24526363,0,1,0,,,0
