elapsed_time_seconds,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,value_1
18487,-0.607944056,-0.050852854,0.066039674,10.64191222
18527,-0.607944056,-0.050852854,0.066039674,13.30666104
18552,-0.607944056,-0.050852854,0.066039674,8.902763966
18594,-0.607944056,-0.050852854,0.066039674,8.417735998
18619,-0.607944056,-0.050852854,0.066039674,4.910930128
18686,-0.607944056,-0.050852854,0.15948414,12.63523309
0,-4.765781896,-3.639530008,-2.877460983,13.25583563
16,-4.765781896,-3.639530008,-2.877460983,13.36502806
39,-4.765781896,-3.639530008,-2.877460983,9.21199259
68,-4.765781896,-3.639530008,-2.877460983,8.823230114
140,-4.765781896,-3.639530008,2.589040238,15.59167757
184,-4.765781896,-3.639530008,-0.144210373,14.38567631
236,1.332380269,2.761894105,-0.144210373,14.66478069
278,1.332380269,2.761894105,0.766873164,18.02563272
318,1.332380269,2.761894105,0.766873164,21.14322748
358,1.332380269,2.761894105,0.766873164,12.78648617
383,1.332380269,2.761894105,0.766873164,11.77131421
403,1.332380269,2.761894105,0.766873164,9.084237101
438,1.332380269,2.761894105,0.766873164,11.59661242
456,1.332380269,2.761894105,0.766873164,9.575580208
485,1.332380269,2.761894105,0.766873164,13.93424097
510,1.332380269,2.761894105,0.766873164,15.9414226
542,1.332380269,2.761894105,0.766873164,9.665739263
578,1.332380269,2.761894105,0.766873164,12.61902025
611,1.332380269,2.761894105,0.766873164,10.66270237
717,-0.700340453,0.628086067,0.766873164,12.32415781
738,-0.700340453,0.628086067,-0.144210373,12.87279658
771,-0.192160272,1.161538077,-0.144210373,11.40890497
794,-0.192160272,1.161538077,-0.690860495,14.65127141
838,0.112747836,1.481609283,-0.690860495,14.1508675
859,0.112747836,1.481609283,-0.144210373,13.19550327
901,0.112747836,1.481609283,-0.144210373,10.56761055
930,0.112747836,1.481609283,-0.144210373,14.01451156
947,0.112747836,1.481609283,-0.144210373,11.51281167
962,0.112747836,1.481609283,-0.144210373,7.65777754
1000,0.112747836,1.481609283,-0.144210373,11.95321673
1017,0.112747836,1.481609283,-0.144210373,10.26286625
1045,0.112747836,1.481609283,-0.144210373,11.89408039
1062,0.112747836,1.481609283,-0.144210373,6.271899823
1119,0.112747836,1.481609283,-0.144210373,11.57249132
1138,0.112747836,1.481609283,-0.144210373,9.20034169
1261,0.316019908,1.694990086,-0.144210373,12.7152987
1282,0.461214246,1.847404946,-0.144210373,16.46819726
1303,0.570109999,1.961716091,-0.144210373,18.48720559
1331,0.570109999,1.961716091,-0.534674746,19.921521
1370,0.570109999,1.961716091,-0.534674746,12.76403949
1395,0.570109999,1.961716091,-0.534674746,10.23777792
1415,0.570109999,1.961716091,-0.534674746,8.370197162
1434,0.570109999,1.961716091,-0.534674746,6.093123017
1549,0.654806695,2.050624759,-0.534674746,11.63112588
1581,0.654806695,2.050624759,-0.827523025,15.0002805
1621,0.654806695,2.050624759,-0.447904885,13.96585523
1666,0.654806695,2.050624759,-0.690860495,14.21208224
1719,0.654806695,2.050624759,-0.889642357,13.14555419
1771,0.722564053,2.121751694,-0.889642357,12.84297802
1811,0.778001891,2.179946459,-0.889642357,15.7526418
1836,0.316019908,1.694990086,-0.889642357,16.46587365
1863,0.316019908,1.694990086,-0.889642357,9.515629534
1900,0.316019908,1.694990086,-0.889642357,8.314746619
1940,0.316019908,1.694990086,-0.889642357,6.859738826
1966,0.316019908,1.694990086,-0.889642357,5.358809306
2098,0.316019908,1.694990086,-1.055293909,12.84649143
2168,0.394201475,1.777059626,-1.055293909,9.246829339
2189,0.461214246,1.390160367,-1.055293909,11.96439434
2374,0.461214246,1.390160367,-1.055293909,11.35776033
2406,0.461214246,1.390160367,-1.055293909,9.737895267
2433,0.461214246,1.390160367,-1.055293909,9.840427917
2483,0.461214246,1.390160367,-1.055293909,15.21831448
2517,0.461214246,1.390160367,-1.055293909,11.44060309
2538,0.461214246,1.390160367,-1.055293909,9.674511319
2574,0.461214246,1.390160367,-1.055293909,10.9507256
2605,0.461214246,1.390160367,-1.055293909,13.01946793
2644,0.461214246,1.390160367,-1.055293909,9.471253152
3302,0.461214246,1.390160367,-1.055293909,11.6341609
3405,0.461214246,1.390160367,-0.774960513,11.43146236
3442,0.51929198,1.054847675,-0.774960513,15.31938077
3462,0.570109999,1.161538077,-0.774960513,13.79215937
3486,0.614949426,1.255676667,-0.774960513,14.73107787
3507,0.654806695,1.339355413,-0.774960513,16.54369746
3556,0.654806695,1.339355413,-0.774960513,10.06857473
3582,0.654806695,1.339355413,-0.774960513,8.084912774
3597,0.654806695,1.339355413,-0.774960513,8.060743154
3622,0.654806695,1.339355413,-0.774960513,5.534597387
3718,0.690468462,1.414225871,-0.774960513,11.7821369
3736,0.722564053,1.161538077,-0.774960513,14.8562356
3765,0.75160292,1.237745507,-0.774960513,14.31047276
3784,0.778001891,1.307024989,-0.774960513,16.41499388
3803,0.802105298,1.370280168,-0.774960513,19.07090139
3843,0.802105298,1.370280168,-0.774960513,12.26951433
3882,0.802105298,1.370280168,-0.774960513,9.659915574
3910,0.802105298,1.370280168,-0.774960513,11.38888663
3958,0.802105298,1.370280168,-0.774960513,15.2590919
3976,0.802105298,1.370280168,-0.774960513,10.86872044
4009,0.802105298,1.370280168,-0.774960513,13.58708527
4036,0.802105298,1.370280168,-0.774960513,12.39829075
4080,0.802105298,1.370280168,-0.774960513,14.79231474
4103,0.802105298,1.370280168,-0.774960513,11.16496293
4137,0.802105298,1.370280168,-0.774960513,7.029272139
4265,0.824200089,1.428264082,-0.774960513,13.50880274
4286,0.844527296,1.481609283,-0.774960513,16.42034585
4320,0.844527296,1.481609283,-0.925139118,18.76142549
4354,0.844527296,1.481609283,-1.055293909,13.43882765
4397,0.863290872,1.284642387,-1.055293909,12.87309422
4420,0.863290872,1.284642387,-1.169179352,10.75978754
4478,0.863290872,1.284642387,-1.169179352,11.58140139
4544,0.863290872,1.284642387,-1.169179352,12.44190425
4574,0.863290872,1.284642387,-1.169179352,10.33660884
4606,0.863290872,1.284642387,-1.169179352,7.487307542
4628,0.863290872,1.284642387,-1.169179352,8.636798454
4740,0.880664553,1.339355413,-1.169179352,11.99293264
4770,0.896797257,1.390160367,-1.169179352,15.83200568
4798,0.701535907,1.216722768,-1.169179352,17.78659058
4831,0.722564053,1.268228479,-1.169179352,21.60458649
4861,0.722564053,1.268228479,-1.169179352,10.28493085
4882,0.722564053,1.268228479,-1.169179352,9.35176699
4899,0.722564053,1.268228479,-1.169179352,5.398370348
4915,0.722564053,1.268228479,-1.169179352,4.038010159
4957,0.722564053,1.268228479,-1.169179352,7.784325346
5074,0.722564053,1.268228479,-1.269666506,11.3138062
5130,0.722564053,1.268228479,-1.055293909,11.3129087
5164,0.742235544,1.316411241,-1.055293909,14.73749576
5183,0.760677566,1.36158258,-1.055293909,15.99047383
5212,0.778001891,1.404016263,-1.055293909,18.67253773
5246,0.778001891,1.404016263,-1.055293909,11.78395815
5274,0.778001891,1.404016263,-1.055293909,12.25441577
5307,0.778001891,1.404016263,-1.055293909,17.41510547
5329,0.778001891,1.404016263,-1.055293909,12.99530236
5348,0.778001891,1.404016263,-1.055293909,9.805116266
5412,0.778001891,1.404016263,-1.055293909,10.26267009
5430,0.778001891,1.404016263,-1.055293909,8.053110265
5539,0.794307137,1.443953847,-1.055293909,12.41000239
5575,0.794307137,1.443953847,-0.863486849,14.6347451
5622,0.809680655,1.481609283,-0.863486849,18.55283141
5638,0.654806695,1.339355413,-0.863486849,22.10004383
5672,0.654806695,1.339355413,-0.863486849,10.34761692
6220,0.508304301,1.204790943,-0.863486849,12.87231621
6236,0.529990511,1.245767342,-0.863486849,14.88919144
6261,0.550564607,1.284642387,-0.863486849,15.66379572
6279,0.550564607,1.284642387,-0.690860495,19.66392742
6338,0.550564607,1.284642387,-0.690860495,9.927289185
6397,0.550564607,1.284642387,-0.690860495,14.31579202
6416,0.550564607,1.284642387,-0.690860495,10.69236027
6445,0.550564607,1.284642387,-0.690860495,8.986058714
6484,0.550564607,1.284642387,-0.690860495,11.08656531
6502,0.550564607,1.284642387,-0.690860495,8.320574523
6567,0.570109999,1.32157368,-0.690860495,12.15446779
6586,0.439966294,1.200571151,-0.690860495,13.68319959
6607,0.439966294,1.200571151,-0.794984327,11.66853456
6649,0.461214246,1.237745507,-0.794984327,12.11441514
6685,0.481473921,1.124320495,-0.794984327,12.07893073
6720,0.481473921,1.124320495,-0.889642357,12.40288788
6832,0.481473921,1.124320495,-0.889642357,9.394044906
6849,0.481473921,1.124320495,-0.889642357,7.321141362
6867,0.481473921,1.124320495,-0.889642357,6.264069023
6896,0.481473921,1.124320495,-0.889642357,4.265862862
6937,0.362218107,1.016051165,-0.889642357,12.87491214
6952,0.383777266,1.054847675,-0.889642357,14.67019717
6970,0.40439907,1.09195738,-0.889642357,18.15007118
6988,0.40439907,1.09195738,-0.738395288,18.96620477
7094,0.40439907,1.09195738,-0.738395288,9.607488801
7110,0.40439907,1.09195738,-0.738395288,6.659560209
7153,0.40439907,1.09195738,-0.738395288,9.781814765
7192,0.40439907,1.09195738,-0.738395288,14.98473302
7215,0.40439907,1.09195738,-0.738395288,9.578155619
7233,0.40439907,1.09195738,-0.738395288,9.321452389
7264,0.424143351,1.127487949,-0.738395288,12.75467552
7285,0.424143351,1.127487949,-0.599752141,14.2158622
7319,0.424143351,1.127487949,-0.472200446,18.28443292
7358,0.316019908,1.028175075,-0.472200446,20.03756399
7453,0.316019908,1.028175075,-0.472200446,9.61648919
7470,0.316019908,1.028175075,-0.472200446,7.112459612
7488,0.316019908,1.028175075,-0.472200446,6.842011825
7523,0.316019908,1.028175075,-0.472200446,6.149850937
7587,0.336761956,1.063557096,-0.472200446,11.26120547
7610,0.234711079,0.969495353,-0.472200446,14.24738177
7626,0.256234005,1.004640427,-0.472200446,17.28153918
7644,0.276929125,1.038433767,-0.472200446,16.82225588
7739,0.276929125,1.038433767,-0.472200446,11.46832529
7771,0.276929125,1.038433767,-0.472200446,9.446339352
7816,0.276929125,1.038433767,-0.472200446,6.136292513
7856,0.276929125,1.038433767,-0.472200446,5.623335164
0,-4.765781896,-3.639530008,-2.877460983,13.08745299
41,-4.765781896,-3.639530008,-2.877460983,15.50461157
75,-4.765781896,-3.639530008,-2.877460983,13.80232452
126,-4.765781896,-3.639530008,-2.877460983,13.10233202
158,-4.765781896,-3.639530008,-2.877460983,12.63959913
235,-4.765781896,-3.639530008,2.589040238,15.29982119
300,1.332380269,2.761894105,2.589040238,17.12954424
329,1.332380269,2.761894105,2.589040238,18.2495953
364,1.332380269,-0.438817951,2.589040238,21.4522803
394,1.332380269,-1.50572197,2.589040238,16.28864952
427,1.332380269,-1.50572197,2.589040238,13.81951824
505,1.332380269,-0.438817951,2.589040238,14.9749839
530,1.332380269,0.20132446,2.589040238,19.87513621
568,1.332380269,0.20132446,2.589040238,13.46827727
669,1.332380269,0.20132446,2.589040238,18.24437593
704,1.332380269,0.20132446,2.589040238,14.81227245
726,1.332380269,0.20132446,2.589040238,12.64464624
806,1.332380269,0.20132446,2.589040238,16.25943444
830,1.332380269,0.20132446,2.589040238,11.22315545
849,1.332380269,0.20132446,2.589040238,11.13902772
893,1.332380269,0.20132446,2.589040238,12.45100844
913,1.332380269,0.20132446,2.589040238,9.822579568
1018,1.332380269,-0.438817951,2.589040238,14.38374409
1048,1.332380269,0.018426628,2.589040238,13.4568635
1082,1.332380269,-0.438817951,2.589040238,15.85816379
1114,0.654806695,-0.794452624,2.589040238,11.42680457
1146,0.654806695,-0.794452624,1.222414933,12.125837
1200,0.722564053,-1.078960363,1.222414933,11.04098739
1237,0.722564053,-1.078960363,1.222414933,10.7615107
1286,0.722564053,-1.078960363,1.222414933,14.24822453
1320,0.722564053,-1.078960363,1.222414933,10.64239029
1348,0.722564053,-1.078960363,1.222414933,9.389699408
1367,0.722564053,-1.078960363,1.222414933,6.343382157
1480,0.778001891,-0.729791775,1.222414933,13.40631596
1501,0.824200089,-0.438817951,1.222414933,16.51740857
1528,0.394201475,-0.685026571,1.222414933,18.47129749
1546,0.394201475,-0.685026571,1.495739994,19.63238947
1590,0.394201475,-0.685026571,1.495739994,9.659001302
1616,0.394201475,-0.685026571,1.495739994,9.985825788
1644,0.394201475,-0.685026571,1.495739994,7.359358981
1666,0.394201475,-0.685026571,1.495739994,8.572250569
1704,0.394201475,-0.685026571,1.495739994,6.753441026
1822,0.025631234,-0.896062531,1.495739994,13.81361317
1857,0.025631234,-0.896062531,1.677956701,14.58058947
1888,0.112747836,-0.652198755,1.677956701,18.32581734
1943,0.188974863,-0.438817951,1.677956701,18.22993024
1987,0.188974863,-0.438817951,1.677956701,10.26623372
2029,0.188974863,-0.438817951,1.677956701,7.678352157
2062,0.188974863,-0.438817951,1.677956701,5.869385136
2126,0.188974863,-0.438817951,1.677956701,8.228296763
2253,-0.102481417,-0.627095131,1.677956701,13.83945359
2301,-0.361553666,-0.794452624,1.677956701,12.03220766
2324,-0.361553666,-0.794452624,1.027182746,11.35970974
2361,-0.272399248,-0.607276481,1.027182746,11.6682512
2400,-0.272399248,-0.607276481,0.53910228,13.73636909
2476,-0.272399248,-0.607276481,0.53910228,10.77500211
2502,-0.272399248,-0.607276481,0.53910228,7.137754397
2536,-0.272399248,-0.607276481,0.53910228,10.16196938
2562,-0.272399248,-0.607276481,0.53910228,13.51074789
2612,-0.272399248,-0.607276481,0.53910228,9.667224266
2662,-0.272399248,-0.607276481,0.53910228,12.3277155
2697,-0.272399248,-0.607276481,0.15948414,12.49843562
2770,-0.192160272,-0.438817951,0.15948414,10.78629406
2797,-0.192160272,-0.438817951,0.40243975,12.28830791
2855,-0.192160272,-0.438817951,0.601221612,14.32252613
2915,-0.192160272,-0.438817951,0.311331396,17.22853248
2965,-0.119563104,-0.286403092,0.311331396,14.2436727
3084,-0.119563104,-0.286403092,0.311331396,12.65178243
3107,-0.119563104,-0.286403092,0.311331396,14.08402928
3125,-0.119563104,-0.286403092,0.311331396,12.82840602
3159,-0.119563104,-0.286403092,0.311331396,11.1861923
3217,-0.119563104,-0.286403092,0.311331396,7.555821667
3286,-0.053565677,-0.147844128,0.311331396,13.54632453
3319,0.006692842,-0.02133377,0.311331396,16.35493214
3341,0.006692842,-0.02133377,0.486539768,18.85112569
3379,0.061929818,0.094634058,0.486539768,20.43302858
3484,0.061929818,0.094634058,0.486539768,10.23673627
3499,0.061929818,0.094634058,0.486539768,6.466237683
3535,0.061929818,0.094634058,0.486539768,10.0932443
3580,0.061929818,0.094634058,0.486539768,6.897386468
3620,0.061929818,0.094634058,0.486539768,5.761642428
3693,0.061929818,0.094634058,0.636718373,15.14540671
3724,0.061929818,0.094634058,0.766873164,17.57957061
3777,0.112747836,0.20132446,0.766873164,18.72135169
3923,0.112747836,0.20132446,0.766873164,13.4684939
3958,0.112747836,0.20132446,0.766873164,16.48530444
4018,0.112747836,0.20132446,0.766873164,15.78500007
4052,0.112747836,0.20132446,0.766873164,11.31492054
4230,0.112747836,0.20132446,0.880758606,10.32044471
4275,-0.074887923,0.053599288,0.880758606,12.4699999
4331,-0.074887923,0.053599288,0.981245761,12.14063816
4367,-0.074887923,0.053599288,1.070567677,13.7820616
4420,-0.074887923,0.053599288,1.070567677,10.99638638
4434,-0.074887923,0.053599288,1.070567677,8.396634432
4462,-0.074887923,0.053599288,1.070567677,4.756921936
4478,-0.074887923,0.053599288,1.070567677,6.027288042
4589,-0.248624737,-0.083183278,1.070567677,11.22553124
4610,-0.409951778,-0.210195662,1.070567677,13.18799241
4630,-0.409951778,-0.210195662,1.150487285,13.42137161
4663,-0.409951778,-0.210195662,1.222414933,15.7204321
4769,-0.409951778,-0.210195662,1.222414933,10.48584926
4787,-0.409951778,-0.210195662,1.222414933,8.995387816
4805,-0.409951778,-0.210195662,1.222414933,6.646450045
4845,-0.409951778,-0.210195662,1.222414933,3.699483806
4889,-0.409951778,-0.210195662,1.287492328,12.16296952
4936,-0.409951778,-0.210195662,1.346653597,15.23628944
4966,-0.349871363,-0.107709808,1.346653597,17.63025504
4991,-0.349871363,-0.107709808,1.400670407,19.61366204
5132,-0.349871363,-0.107709808,1.400670407,11.69852998
5175,-0.349871363,-0.107709808,1.400670407,14.87050465
5202,-0.349871363,-0.107709808,1.400670407,17.90028677
5236,-0.349871363,-0.107709808,1.400670407,13.06907233
5303,-0.349871363,-0.107709808,1.450185817,12.48150176
5338,-0.293796308,-0.012056344,1.450185817,16.98513123
5369,-0.241338999,-0.129071623,1.450185817,18.70105123
5398,-0.192160272,-0.038728944,1.450185817,16.16744286
5432,-0.145962074,0.046138421,1.450185817,17.92498419
5524,-0.145962074,0.046138421,1.450185817,10.45984503
5557,-0.145962074,0.046138421,1.450185817,8.675998628
5589,-0.145962074,0.046138421,1.450185817,5.579665001
5626,-0.145962074,0.046138421,1.450185817,6.201880864
5685,-0.145962074,0.046138421,1.495739994,12.61003563
5715,-0.145962074,0.046138421,1.537790003,13.78236386
5749,-0.102481417,0.126013588,1.537790003,18.94921877
5773,-0.102481417,0.126013588,1.374262189,19.48321588
5806,-0.235718573,0.018426628,1.374262189,15.04972592
5944,-0.235718573,0.018426628,1.374262189,10.72310852
5992,-0.235718573,0.018426628,1.374262189,10.50064194
6010,-0.235718573,0.018426628,1.374262189,7.209845056
6044,-0.235718573,0.018426628,1.374262189,12.74871593
6064,-0.235718573,0.018426628,1.374262189,9.118189089
6110,-0.235718573,0.018426628,1.374262189,12.49283325
6143,-0.235718573,0.018426628,1.374262189,16.4835704
6189,-0.235718573,0.018426628,1.374262189,10.65499426
6217,-0.235718573,0.018426628,1.374262189,8.749367831
6251,-0.235718573,0.018426628,1.374262189,11.09255844
6288,-0.235718573,0.018426628,1.374262189,8.237767718
6342,-0.235718573,0.018426628,1.374262189,9.938529633
6363,-0.235718573,0.018426628,1.374262189,8.540906351
6437,-0.361553666,-0.083183278,1.374262189,13.73908099
6460,-0.361553666,-0.083183278,1.222414933,13.80361875
6533,-0.361553666,-0.083183278,1.081039901,8.611205549
6572,-0.315771667,-0.006289295,1.081039901,10.89295564
6609,-0.272399248,-0.101900893,1.081039901,13.20616204
6653,-0.272399248,-0.101900893,1.081039901,8.964935803
6668,-0.272399248,-0.101900893,1.081039901,6.805349037
6701,-0.272399248,-0.101900893,1.081039901,4.664444743
6762,-0.272399248,-0.101900893,1.081039901,10.6602483
6852,-0.272399248,-0.101900893,1.081039901,8.757437697
6873,-0.272399248,-0.101900893,1.081039901,6.126027152
6911,-0.272399248,-0.101900893,1.081039901,11.73322177
6938,-0.272399248,-0.101900893,1.081039901,15.20146916
7050,-0.387614188,-0.192609332,1.081039901,11.26479839
7069,-0.344614326,-0.278782349,1.081039901,15.28212411
7092,-0.303712019,-0.204619508,1.081039901,10.98091935
7125,-0.303712019,-0.204619508,0.949089872,14.22437908
7179,-0.303712019,-0.204619508,0.825652747,12.53760947
7240,-0.303712019,-0.204619508,0.709930443,11.5262831
7272,-0.303712019,-0.204619508,0.601221612,10.80195832
7301,-0.264757441,-0.133988232,0.601221612,15.55528585
7335,-0.264757441,-0.133988232,0.601221612,10.07535874
7353,-0.264757441,-0.133988232,0.601221612,9.283815831
7441,-0.264757441,-0.133988232,0.601221612,5.847005779
7496,-0.264757441,-0.133988232,0.601221612,12.68330434
7526,-0.264757441,-0.133988232,0.601221612,10.2322777
7569,-0.264757441,-0.133988232,0.601221612,8.446709304
7675,-0.264757441,-0.133988232,0.659686866,12.6906033
7756,-0.227614703,-0.066642131,0.659686866,17.65124491
7774,-0.227614703,-0.066642131,0.558625499,18.53416125
7810,-0.192160272,-0.002357216,0.558625499,17.43193746
7869,-0.192160272,-0.002357216,0.558625499,11.3047066
7887,-0.192160272,-0.002357216,0.558625499,9.312247066
7910,-0.192160272,-0.002357216,0.558625499,11.06081073
7937,-0.192160272,-0.002357216,0.558625499,8.829957236
7974,-0.192160272,-0.002357216,0.558625499,6.50851026
8081,-0.293796308,-0.083183278,0.558625499,13.0997456
8100,-0.293796308,-0.083183278,0.615025908,12.86493288
8161,-0.258444644,-0.02133377,0.615025908,16.8423108
8181,-0.258444644,-0.02133377,0.668377647,19.15291028
8241,-0.258444644,-0.02133377,0.668377647,8.400986205
8271,-0.258444644,-0.02133377,0.668377647,12.53014454
8315,-0.258444644,-0.02133377,0.668377647,9.587877598
8337,-0.258444644,-0.02133377,0.668377647,8.628826019
8380,-0.258444644,-0.02133377,0.668377647,10.49894355
8436,-0.258444644,-0.02133377,0.668377647,14.52774591
8547,-0.224597305,0.037883844,0.668377647,13.37889712
8576,-0.192160272,0.094634058,0.668377647,16.31180233
8603,-0.192160272,0.094634058,0.718921399,17.96202643
8650,-0.192160272,0.094634058,0.626706466,18.36306983
8684,-0.192160272,0.094634058,0.675764811,14.96029386
0,-4.765781896,-3.639530008,-2.877460983,13.8117491
24,-4.765781896,-3.639530008,-2.877460983,11.18373212
52,-4.765781896,-3.639530008,-2.877460983,14.07423408
91,-4.765781896,-3.639530008,-2.877460983,15.86358873
123,-4.765781896,-3.639530008,-2.877460983,13.00070375
177,-4.765781896,-3.639530008,-2.877460983,15.11890982
254,-4.765781896,-3.639530008,-2.877460983,17.77327472
307,-4.765781896,-3.639530008,-2.877460983,15.69723282
346,1.332380269,2.761894105,-2.877460983,12.58290565
371,1.332380269,2.761894105,-2.877460983,15.52266754
461,1.332380269,2.761894105,-2.877460983,16.00352409
488,1.332380269,0.628086067,-2.877460983,16.18041732
520,1.332380269,0.628086067,-2.877460983,11.06159621
596,1.332380269,0.628086067,-2.877460983,13.13182212
622,1.332380269,0.628086067,-2.877460983,11.70075155
662,1.332380269,0.628086067,-2.877460983,16.0941203
685,1.332380269,0.628086067,-2.877460983,9.82198805
747,1.332380269,0.628086067,-2.877460983,12.86144976
880,1.332380269,-0.438817951,-2.877460983,15.13009607
925,1.332380269,-0.438817951,-2.877460983,13.2587017
968,1.332380269,0.20132446,-2.877460983,10.50961261
994,1.332380269,0.20132446,-2.877460983,14.50933201
1060,1.332380269,0.20132446,-2.096532237,6.975236985
1106,1.332380269,0.20132446,-1.510835678,12.5591111
1179,1.332380269,0.20132446,-1.055293909,10.92475601
1219,1.332380269,-0.438817951,-1.055293909,12.80661525
1247,0.461214246,-0.896062531,-1.055293909,9.053995049
1315,0.461214246,-0.896062531,-0.690860495,11.2899534
1362,0.461214246,-0.896062531,-0.392687701,12.36903337
1398,0.570109999,-0.438817951,-0.392687701,16.11281541
1448,0.570109999,-0.438817951,-0.392687701,8.138267949
1482,0.570109999,-0.438817951,-0.392687701,5.747909813
1513,0.570109999,-0.438817951,-0.392687701,4.151254379
1548,0.570109999,-0.438817951,-0.392687701,3.257425216
1593,0.570109999,-0.438817951,-0.392687701,6.602004599
1618,0.570109999,-0.438817951,-0.392687701,7.716054683
1738,0.654806695,-0.794452624,-0.392687701,12.37590425
1763,0.722564053,-1.078960363,-0.392687701,10.30730318
1800,0.778001891,-1.311739421,-0.392687701,8.807805106
1822,0.824200089,-0.972269961,-0.392687701,8.386733351
1849,0.863290872,-1.177443811,-0.392687701,7.894352138
1893,0.863290872,-1.177443811,-0.392687701,7.228575139
1926,0.863290872,-1.177443811,-0.392687701,6.390699673
1952,0.863290872,-1.177443811,-0.392687701,9.43467094
1974,0.863290872,-1.177443811,-0.392687701,8.04109661
1997,0.863290872,-1.177443811,-0.392687701,8.833260304
2031,0.863290872,-1.177443811,-0.392687701,8.396536766
2132,0.863290872,-1.177443811,-0.144210373,10.93602278
2167,0.863290872,-1.177443811,0.066039674,16.38438711
2197,0.863290872,-1.177443811,-0.144210373,19.77705563
2242,0.896797257,-0.896062531,-0.144210373,15.23692982
2279,0.925836125,-1.078960363,-0.144210373,16.53151004
2304,0.951245134,-0.838906959,-0.144210373,13.09506193
2354,0.951245134,-0.838906959,-0.144210373,10.12557688
2379,0.951245134,-0.838906959,-0.144210373,6.172834395
2423,0.951245134,-0.838906959,-0.144210373,9.639927094
2458,0.951245134,-0.838906959,-0.144210373,7.553403041
2486,0.951245134,-0.838906959,-0.144210373,5.796590706
2517,0.951245134,-0.838906959,-0.144210373,8.125041506
2596,0.951245134,-0.838906959,-0.144210373,11.31596938
2633,0.951245134,-0.838906959,-0.144210373,8.633159156
2654,0.951245134,-0.838906959,-0.144210373,6.954377584
2805,0.614949426,-1.003649491,-0.144210373,9.945147702
2823,0.654806695,-1.150087297,-0.144210373,10.38839927
2849,0.369512559,-1.281110598,-0.144210373,9.267560147
2904,0.417655944,-1.078960363,-0.144210373,10.58064112
2923,0.461214246,-0.896062531,-0.144210373,10.79302549
2940,0.461214246,-0.896062531,-0.32642708,15.69472099
2990,0.461214246,-0.896062531,-0.485866699,9.752332345
3030,0.500812701,-1.020765598,-0.485866699,10.20560312
3334,0.500812701,-1.020765598,-0.485866699,9.075785739
3352,0.500812701,-1.020765598,-0.485866699,7.195878751
3394,0.500812701,-1.020765598,-0.485866699,9.15903648
3414,0.500812701,-1.020765598,-0.485866699,5.118184484
3442,0.500812701,-1.020765598,-0.485866699,5.611985228
3496,0.536967813,-0.856302133,-0.485866699,11.70245147
3521,0.536967813,-0.856302133,-0.30498982,15.85850017
3585,0.536967813,-0.856302133,-0.144210373,12.45146707
3636,0.536967813,-0.856302133,-0.288065668,16.57858154
3671,0.570109999,-0.972269961,-0.288065668,13.27683594
3702,0.570109999,-0.972269961,-0.144210373,12.16924209
3744,0.600600809,-0.822903398,-0.144210373,15.49353931
3777,0.600600809,-0.822903398,-0.144210373,9.450772891
3800,0.600600809,-0.822903398,-0.144210373,5.367310259
3848,0.600600809,-0.822903398,-0.144210373,4.73673609
3915,0.600600809,-0.822903398,-0.144210373,7.027400378
3960,0.600600809,-0.822903398,-0.144210373,9.690590485
4006,0.600600809,-0.822903398,-0.144210373,6.746921654
4045,0.600600809,-0.822903398,-0.144210373,10.28675115
4086,0.600600809,-0.822903398,-0.144210373,13.54618356
4110,0.600600809,-0.822903398,-0.144210373,6.754210782
4154,0.600600809,-0.822903398,-0.144210373,11.19633709
4276,0.628746173,-0.685026571,-0.144210373,12.7607824
4296,0.654806695,-0.557362842,-0.144210373,15.41777142
4366,0.461214246,-0.667440241,-0.144210373,13.65671539
4391,0.491254453,-0.769926095,-0.144210373,15.48572411
4435,0.491254453,-0.769926095,-0.014055582,11.488793
4486,0.491254453,-0.769926095,-0.014055582,7.925194059
4513,0.491254453,-0.769926095,-0.014055582,6.630132005
4546,0.491254453,-0.769926095,-0.014055582,9.553794007
4574,0.491254453,-0.769926095,-0.014055582,6.946181435
4612,0.491254453,-0.769926095,-0.014055582,8.49354597
4652,0.491254453,-0.769926095,-0.014055582,11.25347194
4672,0.491254453,-0.769926095,-0.014055582,6.190102317
4714,0.491254453,-0.769926095,-0.014055582,6.210231498
4827,0.491254453,-0.769926095,0.104266956,12.14383507
4857,0.491254453,-0.769926095,-0.025373389,13.17095847
4986,0.316019908,-0.865579559,-0.025373389,10.26698663
5006,0.316019908,-0.865579559,-0.144210373,11.38659002
5112,0.348805726,-0.748564279,-0.144210373,9.331340492
5134,0.379542431,-0.638862455,-0.144210373,12.53718598
5161,0.408416305,-0.535809226,-0.144210373,14.68123252
5215,0.408416305,-0.535809226,-0.144210373,9.256880629
5236,0.408416305,-0.535809226,-0.144210373,6.322982604
5283,0.408416305,-0.535809226,-0.144210373,4.469114916
5319,0.408416305,-0.535809226,-0.144210373,7.543698395
5348,0.408416305,-0.535809226,-0.144210373,8.364587778
5384,0.408416305,-0.535809226,-0.144210373,13.2673613
5489,0.435591715,-0.438817951,-0.144210373,13.34004747
5513,0.286981041,-0.530266867,-0.144210373,14.80670305
5530,0.316019908,-0.438817951,-0.144210373,19.1125296
5573,0.316019908,-0.438817951,-0.034880348,16.3266889
