elapsed_time_seconds,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,y_value_p1_normalized_0_5
767,-1.69318994,-2.166669356,-2.859715628,9.139624877
817,-1.69318994,-2.166669356,-2.859715628,10.21757357
874,-1.69318994,-2.166669356,-2.859715628,13.64810524
912,-1.69318994,-2.166669356,-2.859715628,10.13964541
933,-1.69318994,-2.166669356,-2.859715628,5.019665889
987,-1.347613929,-2.364254081,-2.859715628,11.59276085
1011,-1.071153121,-2.522321861,-2.859715628,10.5430518
1042,-0.844957914,-2.005009126,-2.859715628,8.331203217
1067,-0.656461908,-2.166669356,-2.859715628,10.3657296
1109,-0.656461908,-2.166669356,-2.859715628,6.636233764
1223,-0.656461908,-2.166669356,-2.859715628,9.090119423
1256,-0.656461908,-2.166669356,-2.859715628,11.47219234
1274,-0.656461908,-2.166669356,-2.859715628,9.397284338
1307,-0.656461908,-2.166669356,-2.859715628,7.139658782
1344,-0.656461908,-2.166669356,-2.859715628,5.394398746
1382,-0.975455149,-2.303458781,-2.859715628,13.6932588
1411,-0.975455149,-2.303458781,-1.766548446,11.35152715
1452,-0.804565913,-2.420706859,-1.766548446,13.81875769
1492,-0.656461908,-2.048118521,-1.766548446,11.36455049
1524,-0.656461908,-2.048118521,-1.948742976,11.96493981
1566,-0.526870904,-1.722103725,-1.948742976,11.49706141
1659,-0.526870904,-1.722103725,-1.948742976,6.278523972
1692,-0.526870904,-1.722103725,-1.948742976,10.28892851
1712,-0.526870904,-1.722103725,-1.948742976,7.405076741
1744,-0.526870904,-1.722103725,-1.948742976,4.410697638
1774,-0.526870904,-1.722103725,-1.948742976,3.709118724
1903,-0.526870904,-1.722103725,-2.078881927,6.990013464
1950,-0.526870904,-1.722103725,-1.493256651,5.707892769
1985,-0.526870904,-1.722103725,-1.645085426,8.861794886
2034,-0.412525901,-1.434443611,-1.645085426,7.742902252
2058,-0.310885898,-1.178745731,-1.645085426,9.877513228
2078,-0.219944842,-0.949963418,-1.645085426,14.0702171
2128,-0.219944842,-0.949963418,-1.645085426,7.632719342
2172,-0.219944842,-0.949963418,-1.645085426,11.42521062
2200,-0.219944842,-0.949963418,-1.645085426,8.600942619
2247,-0.219944842,-0.949963418,-1.645085426,11.46265429
2295,-0.219944842,-0.949963418,-1.645085426,7.835128211
2324,-0.219944842,-0.949963418,-1.645085426,7.666069725
2397,-0.138097893,-1.099711841,-1.645085426,9.801658269
2429,-0.138097893,-1.099711841,-1.219964855,4.426894634
2462,-0.138097893,-1.099711841,-0.872138934,8.082302112
2494,-0.138097893,-1.099711841,-0.582283999,10.20887465
2550,-0.138097893,-1.099711841,-0.337022131,12.8276145
2650,-0.138097893,-1.099711841,-0.337022131,9.688858808
2670,-0.138097893,-1.099711841,-0.337022131,11.69099817
2687,-0.138097893,-1.099711841,-0.337022131,7.979368135
2723,-0.138097893,-1.099711841,-0.337022131,8.048001272
2745,-0.138097893,-1.099711841,-0.337022131,2.241914351
2784,-0.138097893,-1.099711841,-0.517214524,7.735993334
2824,-0.138097893,-1.099711841,-0.308992204,6.695898944
2870,-0.06404589,-0.896481839,-0.308992204,11.9148633
2920,0.003274112,-0.711727291,-0.308992204,14.27036822
2943,-0.20571059,-0.852301403,-0.308992204,15.5698835
3065,-0.20571059,-0.852301403,-0.308992204,10.39697287
3092,-0.20571059,-0.852301403,-0.308992204,8.38319438
3139,-0.20571059,-0.852301403,-0.308992204,6.074639626
3174,-0.20571059,-0.852301403,-0.308992204,5.331626182
3217,-0.138097893,-0.684783919,-0.308992204,10.63924342
3242,-0.075894211,-0.530667834,-0.308992204,11.14269419
3263,-0.075894211,-0.530667834,-0.126797673,15.64388427
3295,-0.075894211,-0.530667834,0.033962206,17.09562503
3394,-0.075894211,-0.530667834,0.033962206,9.675587153
3418,-0.075894211,-0.530667834,0.033962206,5.377872554
3457,-0.075894211,-0.530667834,0.033962206,11.01648963
3478,-0.075894211,-0.530667834,0.033962206,6.29677335
3496,-0.075894211,-0.530667834,0.033962206,3.230997873
3540,-0.257720358,-0.661985682,0.033962206,9.086155674
3558,-0.195693894,-0.520129982,0.033962206,14.35231741
3575,-0.360253899,-0.642444335,0.033962206,14.42366012
3597,-0.360253899,-0.642444335,0.176859877,19.47070493
3703,-0.360253899,-0.642444335,0.176859877,8.315440084
3722,-0.360253899,-0.642444335,0.176859877,6.574477276
3780,-0.360253899,-0.642444335,0.176859877,4.114261978
3806,-0.360253899,-0.642444335,0.176859877,5.533767998
3841,-0.513464938,-0.756323216,0.176859877,12.72048986
3857,-0.449116302,-0.625508502,0.176859877,14.67986324
3883,-0.38891919,-0.503133446,0.176859877,17.79955019
3901,-0.332484398,-0.388406832,0.176859877,16.20812103
3999,-0.332484398,-0.388406832,0.176859877,9.561099259
4032,-0.332484398,-0.388406832,0.176859877,6.276660813
4074,-0.332484398,-0.388406832,0.176859877,9.439855256
4111,-0.332484398,-0.388406832,0.176859877,5.811641038
4164,-0.332484398,-0.388406832,0.176859877,4.166778538
4203,-0.467965902,-0.496180318,0.176859877,9.582985804
4916,-0.467965902,-0.496180318,0.176859877,6.725812614
4943,-0.467965902,-0.496180318,0.176859877,7.005579446
4965,-0.467965902,-0.496180318,0.176859877,3.932604551
5012,-0.467965902,-0.496180318,0.176859877,8.162991564
5030,-0.467965902,-0.496180318,0.176859877,4.822998086
5081,-0.412525901,-0.388406832,0.176859877,10.29778813
5097,-0.360253899,-0.28679183,0.176859877,14.83051815
5113,-0.310885898,-0.190822107,0.176859877,17.53887113
5133,-0.264186437,-0.292284533,0.176859877,20.63780499
5157,-0.264186437,-0.292284533,0.304715688,13.34746289
5196,-0.264186437,-0.292284533,0.304715688,10.04622993
5224,-0.264186437,-0.292284533,0.304715688,13.47291802
5254,-0.264186437,-0.292284533,0.304715688,9.153051836
13529,-0.264186437,-0.292284533,0.304715688,11.79274999
13556,-0.264186437,-0.292284533,0.304715688,9.631351337
13587,-0.264186437,-0.292284533,0.304715688,11.34375279
13688,-0.219944842,-0.201221303,0.304715688,11.6993727
13703,-0.177972048,-0.297213882,0.304715688,13.5643612
13778,-0.138097893,-0.388406832,0.304715688,7.813310443
13814,-0.100168818,-0.475151345,0.304715688,7.413467619
13865,-0.100168818,-0.475151345,0.304715688,10.57317417
13884,-0.100168818,-0.475151345,0.304715688,6.602215156
13922,-0.100168818,-0.475151345,0.304715688,4.567415054
13953,-0.100168818,-0.475151345,0.304715688,1.831596543
14054,-0.100168818,-0.475151345,0.419785917,10.08864667
14088,-0.06404589,-0.388406832,0.419785917,14.71012175
14110,-0.06404589,-0.388406832,0.523897078,15.46571276
14136,-0.06404589,-0.388406832,0.3700965,19.06026395
14168,-0.029603099,-0.305696947,0.3700965,13.72130914
14212,-0.029603099,-0.305696947,0.3700965,9.263728756
14231,-0.029603099,-0.305696947,0.3700965,7.488494966
14255,-0.029603099,-0.305696947,0.3700965,3.512290192
14285,-0.029603099,-0.305696947,0.3700965,3.772658144
14392,-0.029603099,-0.305696947,0.467314925,11.2474414
14421,0.003274112,-0.388406832,0.467314925,14.84103244
14459,0.034690113,-0.309372942,0.467314925,12.52419156
14485,0.034690113,-0.309372942,0.556431815,12.10925039
14527,0.064740201,-0.233775308,0.556431815,13.45984191
14563,0.064740201,-0.233775308,0.556431815,8.300964602
14590,0.064740201,-0.233775308,0.556431815,7.874088928
14619,0.064740201,-0.233775308,0.556431815,5.576767182
14639,0.064740201,-0.233775308,0.556431815,2.914113074
14745,0.093511561,-0.161394595,0.556431815,9.410198621
14762,0.121084115,-0.092029744,0.556431815,13.65802823
14778,0.147531259,-0.025496112,0.556431815,17.96966717
14793,0.172920517,0.038376174,0.556431815,18.10215593
14840,0.172920517,0.038376174,0.556431815,8.693115235
14868,0.172920517,0.038376174,0.556431815,6.383184986
14931,0.172920517,0.038376174,0.556431815,6.393561221
14954,0.172920517,0.038376174,0.556431815,2.303839832
14995,0.172920517,0.038376174,0.556431815,6.598898387
15023,0.172920517,0.038376174,0.556431815,10.14247979
15136,0.075346114,-0.039727905,0.556431815,13.49051005
15155,0.075346114,-0.039727905,0.419785917,14.00540911
15190,0.101147038,-0.114827982,0.419785917,10.73259394
15227,0.125974342,-0.052885601,0.419785917,9.451060773
15261,0.149882116,0.006762618,0.419785917,12.44706407
15289,0.172920517,0.064241811,0.419785917,16.03726025
15323,0.172920517,0.064241811,0.419785917,9.747483637
15927,0.195136118,0.119668175,0.419785917,12.54936184
15945,0.216572223,0.048359402,0.419785917,12.8728639
15965,0.216572223,0.048359402,0.503875701,10.07998438
16003,0.237269153,0.102148347,0.503875701,16.79014158
16024,0.237269153,0.102148347,0.581736611,16.61767353
16084,0.237269153,0.102148347,0.581736611,10.14381417
16102,0.237269153,0.102148347,0.581736611,9.500813495
16126,0.237269153,0.102148347,0.581736611,6.031148133
16163,0.237269153,0.102148347,0.581736611,8.890670538
16192,0.237269153,0.102148347,0.581736611,6.05246651
16226,0.257264492,0.154113938,0.581736611,10.06815706
16242,0.257264492,0.154113938,0.458827603,13.98995189
16275,0.27659332,0.204347343,0.458827603,16.4931765
16293,0.295288416,0.136326372,0.458827603,15.85561134
16324,0.313380444,0.185226241,0.458827603,16.79888649
16414,0.313380444,0.185226241,0.458827603,10.10042955
16447,0.313380444,0.185226241,0.458827603,13.69206713
16504,0.313380444,0.185226241,0.458827603,16.89800305
16524,0.313380444,0.185226241,0.458827603,13.63132855
16547,0.313380444,0.185226241,0.458827603,8.686055734
16584,0.313380444,0.185226241,0.458827603,8.482227011
16609,0.313380444,0.185226241,0.458827603,4.436007836
16667,0.330898122,0.119668175,0.458827603,13.29410183
16702,0.347868372,0.167300207,0.458827603,10.28830092
16732,0.364316461,0.104035098,0.458827603,11.585216
16770,0.380266123,0.1504606,0.458827603,8.99184296
16806,0.30289836,0.089335339,0.458827603,12.51308606
16834,0.319282121,0.03000788,0.458827603,12.96899927
16868,0.335190991,-0.027599943,0.458827603,13.51167364
16902,0.350645322,0.018053174,0.458827603,7.214475812
16937,0.36566432,0.062420287,0.458827603,13.37494156
16961,0.380266123,0.006762618,0.458827603,16.60889918
16995,0.394467877,0.050068859,0.458827603,12.83971763
17018,0.4082858,0.092204661,0.458827603,14.50430435
17116,0.4082858,0.092204661,0.458827603,9.690949442
17165,0.4082858,0.092204661,0.458827603,8.166317451
17185,0.4082858,0.092204661,0.458827603,5.168811769
17203,0.4082858,0.092204661,0.458827603,1.584787938
17232,0.4082858,0.092204661,0.458827603,6.882195994
17270,0.421735244,0.038376174,0.458827603,10.08173797
17297,0.434830756,-0.014035774,0.458827603,10.38135078
17341,0.447586125,0.027290901,0.458827603,9.844834456
17370,0.447586125,0.027290901,0.344395077,9.372958973
17411,0.460014433,0.067557918,0.344395077,7.439720724
17434,0.472128101,0.106805517,0.344395077,11.3184607
17455,0.483938926,0.145071926,0.344395077,13.46353486
17478,0.495458127,0.094578051,0.344395077,16.35595395
17513,0.495458127,0.094578051,0.419785917,10.41622105
17557,0.506696371,0.132060249,0.419785917,15.81456052
17663,0.506696371,0.132060249,0.419785917,9.373084429
17705,0.506696371,0.132060249,0.419785917,7.776441723
17729,0.506696371,0.132060249,0.419785917,4.648150943
17776,0.506696371,0.132060249,0.419785917,2.511303588
17827,0.506696371,0.132060249,0.419785917,5.068464053
17872,0.506696371,0.132060249,0.419785917,9.065026577
17925,0.517663814,0.16863926,0.419785917,10.43714089
17945,0.528370128,0.204347343,0.419785917,15.66566724
17963,0.538824528,0.239215236,0.419785917,19.84584019
17988,0.538824528,0.239215236,0.490312832,20.62662845
18092,0.538824528,0.239215236,0.490312832,9.722929
18121,0.538824528,0.239215236,0.490312832,11.58769183
18153,0.538824528,0.239215236,0.490312832,9.251319003
18172,0.538824528,0.239215236,0.490312832,6.175161441
18212,0.538824528,0.239215236,0.490312832,4.884816258
18247,0.538824528,0.239215236,0.490312832,10.03196098
18279,0.538824528,0.239215236,0.490312832,8.995165009
18300,0.538824528,0.239215236,0.490312832,6.176425533
18319,0.538824528,0.239215236,0.490312832,9.975846262
18341,0.538824528,0.239215236,0.490312832,6.251115787
18391,0.549035803,0.273272247,0.490312832,13.32224029
18417,0.559012335,0.306546339,0.490312832,14.64097189
18435,0.568762129,0.339064201,0.490312832,16.74689375
18451,0.568762129,0.339064201,0.556431815,18.29735746
19806,0.568762129,0.339064201,0.556431815,8.673805919
19867,0.568762129,0.339064201,0.556431815,11.98467543
19894,0.568762129,0.339064201,0.556431815,10.48080418
19939,0.568762129,0.339064201,0.556431815,13.01627831
19974,0.568762129,0.339064201,0.556431815,8.280289384
19995,0.568762129,0.339064201,0.556431815,7.71675029
20030,0.568762129,0.339064201,0.618543587,9.763888782
21111,0.568762129,0.339064201,0.618543587,9.40789967
21132,0.568762129,0.339064201,0.618543587,7.679609108
21149,0.568762129,0.339064201,0.618543587,5.274158465
21165,0.568762129,0.339064201,0.618543587,3.606485234
21184,0.568762129,0.339064201,0.618543587,6.596566829
21233,0.578292826,0.370851325,0.618543587,10.51822699
21261,0.587611729,0.322898178,0.618543587,13.77684209
21302,0.596725822,0.354164332,0.618543587,13.98160209
21347,0.605641782,0.307435026,0.618543587,15.94394997
21381,0.614366001,0.33819506,0.618543587,10.65352365
21405,0.622904599,0.368300625,0.618543587,13.51482768
21445,0.622904599,0.368300625,0.618543587,9.652843218
21471,0.622904599,0.368300625,0.618543587,12.21470141
21531,0.622904599,0.368300625,0.618543587,10.83165457
21556,0.622904599,0.368300625,0.618543587,6.759909798
21580,0.622904599,0.368300625,0.618543587,11.5132626
21627,0.622904599,0.368300625,0.618543587,7.288652946
21731,0.622904599,0.368300625,0.677001725,10.20738933
21761,0.631263436,0.39777239,0.677001725,13.89530162
21781,0.639448131,0.426630159,0.677001725,17.82972517
21798,0.647464069,0.381562509,0.677001725,20.24566666
21827,0.655316417,0.409996751,0.677001725,17.4142947
21860,0.655316417,0.409996751,0.677001725,11.1334339
21876,0.655316417,0.409996751,0.677001725,6.812740276
21905,0.655316417,0.409996751,0.677001725,6.373516346
21923,0.655316417,0.409996751,0.677001725,4.049920771
22018,0.655316417,0.409996751,0.575952658,10.58940397
22066,0.663010132,0.366007573,0.575952658,9.903816938
22097,0.670549972,0.394028679,0.575952658,6.295008467
22122,0.670549972,0.394028679,0.632346203,8.864725529
22162,0.677940508,0.351068673,0.632346203,16.30653563
22204,0.677940508,0.351068673,0.685691448,8.613403958
22256,0.685186132,0.308951021,0.685691448,12.59260376
22286,0.685186132,0.308951021,0.592391262,8.328451417
22337,0.685186132,0.308951021,0.592391262,9.389502887
22355,0.685186132,0.308951021,0.592391262,6.289731738
22417,0.685186132,0.308951021,0.592391262,4.119711733
22479,0.685186132,0.308951021,0.592391262,6.663781135
22604,0.692291065,0.267651187,0.592391262,9.855528212
22630,0.699259364,0.295540293,0.592391262,10.40841779
22651,0.699259364,0.295540293,0.503875701,11.81144684
22689,0.706094933,0.255154844,0.503875701,10.77443654
22748,0.706094933,0.255154844,0.556431815,7.763354998
22785,0.712801529,0.215531384,0.556431815,10.67282989
0,-4.803374034,-3.94493188,-2.859715628,14.19582294
15,-4.803374034,-3.94493188,-2.859715628,10.62464017
86,-4.803374034,-3.94493188,-2.859715628,15.80875764
132,-4.803374034,-3.94493188,-2.859715628,13.99730343
184,-4.803374034,-3.94493188,-2.859715628,12.46303295
245,-4.803374034,-3.94493188,2.606120281,15.0889153
285,1.416994155,3.168118217,2.606120281,18.93999816
342,1.416994155,3.168118217,2.606120281,18.06128228
364,1.416994155,3.168118217,2.606120281,19.63639086
425,1.416994155,3.168118217,2.606120281,13.2644846
453,1.416994155,3.168118217,2.606120281,12.38419287
496,1.416994155,3.168118217,2.606120281,7.872903188
558,1.416994155,3.168118217,2.606120281,11.87716655
584,1.416994155,3.168118217,2.606120281,7.999707815
684,1.416994155,3.168118217,2.606120281,13.52758647
706,1.416994155,3.168118217,2.606120281,16.83663212
732,1.416994155,3.168118217,0.784174978,18.50398541
9448,0.172920517,1.745508197,0.784174978,14.30302399
9470,-0.656461908,0.797101518,0.784174978,15.62172411
9518,-0.656461908,0.797101518,0.784174978,10.46065966
9552,-0.656461908,0.797101518,0.784174978,13.23149999
9580,-0.656461908,0.797101518,0.784174978,10.97496502
9607,-0.656461908,0.797101518,0.784174978,8.035775553
9634,-0.656461908,0.797101518,0.784174978,6.76910759
9729,-0.360253899,1.135818189,0.784174978,11.72531657
9762,-0.360253899,1.135818189,1.239661304,14.23231133
9796,-0.138097893,1.389855693,1.239661304,19.93664905
9834,-0.138097893,1.389855693,0.419785917,20.52158236
9868,0.034690113,0.797101518,0.419785917,14.60599145
9896,0.172920517,0.322898178,0.419785917,13.30767717
9924,0.28601812,0.581554545,0.419785917,13.08242133
9943,-0.138097893,0.204347343,0.419785917,15.34265248
9972,-0.018475427,-0.114827982,0.419785917,12.94168818
10012,-0.360253899,-0.388406832,0.419785917,9.519837601
10042,-0.360253899,-0.388406832,-0.126797673,11.39050093
10080,-0.241770696,-0.625508502,-0.126797673,9.145524695
10114,-0.241770696,-0.625508502,-0.126797673,9.354728328
10134,-0.241770696,-0.625508502,-0.126797673,7.003945992
10164,-0.241770696,-0.625508502,-0.126797673,9.459311528
10204,-0.241770696,-0.625508502,-0.126797673,13.9657518
10236,-0.241770696,-0.625508502,-0.126797673,9.885874847
10268,-0.241770696,-0.625508502,-0.126797673,9.948940771
10377,-0.241770696,-0.625508502,0.263619177,11.44684405
10412,-0.138097893,-0.388406832,0.263619177,14.37961618
10442,-0.04662189,-0.179199476,0.263619177,16.38661019
10461,-0.310885898,-0.388406832,0.263619177,19.77154676
10537,-0.310885898,-0.388406832,0.263619177,10.54483405
10576,-0.310885898,-0.388406832,0.263619177,9.006573206
10602,-0.310885898,-0.388406832,0.263619177,5.469487683
10647,-0.310885898,-0.388406832,0.263619177,10.49228115
10714,-0.310885898,-0.388406832,0.263619177,12.33576818
10751,-0.310885898,-0.388406832,0.263619177,9.37300348
10784,-0.310885898,-0.388406832,0.263619177,7.698644167
10882,-0.219944842,-0.201221303,0.263619177,10.55922298
10902,-0.138097893,-0.032754327,0.263619177,14.30692619
10920,-0.06404589,0.119668175,0.263619177,17.9232333
10940,-0.06404589,0.119668175,-0.126797673,16.83757502
11002,-0.279469897,-0.065086373,-0.126797673,15.86947013
11040,-0.279469897,-0.065086373,-0.126797673,9.959324427
11081,-0.279469897,-0.065086373,-0.126797673,8.120934547
11109,-0.279469897,-0.065086373,-0.126797673,5.569047307
11130,-0.279469897,-0.065086373,-0.126797673,5.502072222
11232,-0.279469897,-0.065086373,-0.430455224,9.013833324
11276,-0.279469897,-0.065086373,-0.126797673,8.051934833
11327,-0.476161381,-0.233775308,-0.126797673,11.87991154
11350,-0.3972799,-0.092029744,-0.126797673,14.80682786
11375,-0.3972799,-0.092029744,0.121649413,15.01846348
11423,-0.3972799,-0.092029744,0.121649413,8.738087288
12042,-0.324708938,0.038376174,0.121649413,9.399612686
12069,-0.496965288,-0.114827982,0.121649413,11.67314785
12099,-0.656461908,-0.256683682,0.121649413,18.9967325
12116,-0.656461908,-0.256683682,0.328688652,17.85641413
12185,-0.656461908,-0.256683682,0.328688652,10.2782235
12209,-0.656461908,-0.256683682,0.328688652,7.993890388
12248,-0.656461908,-0.256683682,0.328688652,5.102443051
12277,-0.656461908,-0.256683682,0.328688652,5.318238665
12309,-0.582409906,-0.388406832,0.328688652,11.52644378
12339,-0.513464938,-0.265768037,0.328688652,8.418022638
12365,-0.656461908,-0.388406832,0.328688652,11.87561571
12390,-0.656461908,-0.388406832,0.083426785,15.09967307
12429,-0.790233267,-0.503133446,0.083426785,12.00790259
12452,-0.915643916,-0.610689647,0.083426785,12.48243934
12551,-0.915643916,-0.610689647,0.083426785,10.33451149
12577,-0.915643916,-0.610689647,0.083426785,6.17184597
12602,-0.915643916,-0.610689647,0.083426785,3.321496287
12625,-0.915643916,-0.610689647,0.083426785,3.526340997
12666,-0.915643916,-0.610689647,0.083426785,5.344191531
12720,-1.03345392,-0.711727291,0.083426785,10.25764869
12754,-0.961381917,-0.597614187,0.083426785,11.69263819
12776,-0.893428315,-0.490021833,0.083426785,17.13768804
12799,-1.002037919,-0.585991557,0.083426785,17.95410288
12910,-1.002037919,-0.585991557,0.083426785,9.829198746
12949,-1.002037919,-0.585991557,0.083426785,6.828367041
12984,-1.002037919,-0.585991557,0.083426785,5.592304305
13013,-1.002037919,-0.585991557,0.083426785,3.326073286
13063,-0.936658673,-0.676773727,0.083426785,10.49225422
13084,-1.038414341,-0.762777889,0.083426785,8.280053309
13113,-1.134951769,-0.844371581,0.083426785,6.667240019
13143,-1.226662325,-0.921885589,0.083426785,8.575094561
13170,-1.313899196,-0.995618425,0.083426785,12.17615234
13198,-1.396981931,-1.065840174,0.083426785,13.25059177
13296,-1.396981931,-1.065840174,0.083426785,9.719968336
13379,-1.396981931,-1.065840174,0.083426785,9.245557975
13421,-1.396981931,-1.065840174,0.083426785,7.417052897
13454,-1.396981931,-1.065840174,0.083426785,3.585147918
13500,-1.331540626,-0.967376026,0.083426785,10.33160409
13521,-1.269073927,-0.87338752,0.083426785,12.49896804
13552,-1.209383525,-0.783576281,0.083426785,16.69054658
13572,-1.152288358,-0.697669879,0.083426785,18.00170097
13683,-1.152288358,-0.697669879,0.083426785,9.289750612
13720,-1.152288358,-0.697669879,0.083426785,11.13898724
13760,-1.152288358,-0.697669879,0.083426785,10.12580099
13804,-1.152288358,-0.697669879,0.083426785,11.99120439
13840,-1.152288358,-0.697669879,0.083426785,8.899340361
13861,-1.152288358,-0.697669879,0.083426785,5.683640969
13907,-1.097622773,-0.615419069,0.083426785,10.42236295
13926,-1.174825924,-0.684783919,0.083426785,12.75505504
13951,-1.248877926,-0.751317551,0.083426785,16.62460657
13973,-1.248877926,-0.751317551,-0.126797673,16.05140475
14017,-1.319967848,-0.815189837,-0.126797673,14.41364354
15201,-1.319967848,-0.815189837,-0.126797673,8.641616916
15220,-1.319967848,-0.815189837,-0.126797673,5.353635493
15268,-1.319967848,-0.815189837,-0.126797673,7.977450706
15296,-1.319967848,-0.815189837,-0.126797673,7.328254623
15319,-1.319967848,-0.815189837,-0.126797673,5.193494564
15800,-1.319967848,-0.815189837,-0.126797673,9.477697481
15818,-1.319967848,-0.815189837,-0.126797673,5.788631831
15867,-1.319967848,-0.815189837,-0.126797673,10.96966373
15924,-1.319967848,-0.815189837,-0.126797673,5.679347916
15965,-1.319967848,-0.815189837,-0.126797673,5.023325339
16030,-1.266301927,-0.737085758,-0.126797673,9.284487202
16052,-1.334322544,-0.798775106,-0.126797673,12.36049039
16075,-1.334322544,-0.798775106,-0.308992204,9.539155018
16113,-1.282410908,-0.723928063,-0.308992204,7.577948144
16133,-1.232421926,-0.651853132,-0.308992204,10.87974467
16152,-1.232421926,-0.651853132,-0.126797673,12.29091699
16196,-1.232421926,-0.651853132,-0.126797673,9.802128844
16221,-1.232421926,-0.651853132,-0.126797673,5.100463365
16268,-1.232421926,-0.651853132,-0.126797673,10.24323989
16298,-1.232421926,-0.651853132,-0.126797673,7.495997603
16332,-1.232421926,-0.651853132,-0.126797673,6.021664854
16444,-1.232421926,-0.651853132,-0.287557553,7.609144541
16480,-1.297348328,-0.711727291,-0.287557553,7.102469844
16511,-1.359955929,-0.769463087,-0.287557553,7.018265763
16540,-1.311237507,-0.700382713,-0.287557553,9.451613018
16560,-1.26419903,-0.756323216,-0.287557553,12.7584025
16588,-1.26419903,-0.756323216,-0.126797673,8.143484398
16690,-1.218755078,-0.689807259,-0.126797673,10.87989545
16716,-1.174825924,-0.744059337,-0.126797673,15.2575187
16746,-1.234310319,-0.796532657,-0.126797673,11.08893338
16774,-1.191547344,-0.732586675,-0.126797673,14.62937296
16807,-1.191547344,-0.732586675,-0.126797673,9.67333997
16845,-1.191547344,-0.732586675,-0.126797673,6.66456724
16879,-1.191547344,-0.732586675,-0.126797673,5.041063635
16905,-1.191547344,-0.732586675,-0.126797673,2.407875424
17009,-1.191547344,-0.732586675,0.017040114,10.3106472
17041,-1.248877926,-0.783576281,0.017040114,11.97011398
17068,-1.207223675,-0.721831055,0.017040114,16.58449737
17088,-1.207223675,-0.721831055,0.146494122,17.67429121
17135,-1.207223675,-0.721831055,0.146494122,7.750947664
17160,-1.207223675,-0.721831055,0.146494122,5.22555224
17187,-1.207223675,-0.721831055,0.146494122,3.978527913
17212,-1.207223675,-0.721831055,0.146494122,2.150417431
17319,-1.262549065,-0.771417221,0.146494122,9.743166023
17348,-1.221949925,-0.819500777,0.146494122,7.964988085
17376,-1.1825627,-0.759984076,0.146494122,5.700668377
17395,-1.144333923,-0.702217865,0.146494122,10.17288057
17413,-1.107213226,-0.646126038,0.146494122,11.87455139
17434,-1.160015523,-0.693251836,0.146494122,13.6065706
17461,-1.160015523,-0.693251836,0.263619177,10.04770198
17512,-1.211330432,-0.739050146,0.263619177,13.11255921
17558,-1.211330432,-0.739050146,0.263619177,9.127939558
17586,-1.211330432,-0.739050146,0.263619177,7.896435954
17630,-1.211330432,-0.739050146,0.263619177,5.797551576
17657,-1.211330432,-0.739050146,0.263619177,2.892515892
17755,-1.174825924,-0.684783919,0.263619177,10.0888201
17788,-1.224532062,-0.72944348,0.263619177,11.28876025
17805,-1.224532062,-0.72944348,0.121649413,15.91140617
17838,-1.224532062,-0.72944348,-0.007975154,11.39346409
17880,-1.188835762,-0.676773727,-0.007975154,14.30333478
17942,-1.188835762,-0.676773727,-0.007975154,9.998634017
17979,-1.188835762,-0.676773727,-0.007975154,6.809974216
18021,-1.188835762,-0.676773727,-0.007975154,5.112676134
18043,-1.188835762,-0.676773727,-0.007975154,4.735905743
18071,-1.188835762,-0.676773727,-0.007975154,6.909736863
18155,-1.188835762,-0.676773727,-0.007975154,11.64327485
18203,-1.188835762,-0.676773727,-0.007975154,13.33659144
18246,-1.188835762,-0.676773727,-0.007975154,8.173534428
18301,-1.188835762,-0.676773727,-0.007975154,5.037716379
18407,-1.154091363,-0.625508502,-0.007975154,11.11199653
18429,-1.154091363,-0.625508502,-0.126797673,12.5886443
18463,-1.120261291,-0.669185125,-0.126797673,11.3349133
18487,-1.120261291,-0.669185125,-0.236114392,7.608513429
18527,-1.087309921,-0.619350017,-0.236114392,6.856062406
18552,-1.087309921,-0.619350017,-0.126797673,9.453286839
18594,-1.134951769,-0.661985682,-0.126797673,12.6206457
18619,-1.134951769,-0.661985682,-0.02557849,14.83366974
18686,-1.134951769,-0.661985682,-0.02557849,9.323458849
0,1.416994155,3.168118217,-2.859715628,16.39726557
16,1.416994155,3.168118217,-2.859715628,20.3726378
39,1.416994155,3.168118217,2.606120281,21.79889679
68,1.416994155,3.168118217,2.606120281,24.5008087
140,1.416994155,3.168118217,2.606120281,12.98512047
184,1.416994155,3.168118217,2.606120281,8.561174478
236,1.416994155,3.168118217,2.606120281,14.25652847
278,1.416994155,3.168118217,2.606120281,10.94009001
318,1.416994155,3.168118217,2.606120281,10.67449253
358,1.416994155,3.168118217,2.606120281,16.96735424
383,1.416994155,3.168118217,2.606120281,20.45916051
403,1.416994155,3.168118217,-0.126797673,21.07181241
438,0.380266123,1.982609867,-0.126797673,16.92773994
456,0.528370128,1.135818189,-0.126797673,18.51744428
485,0.639448131,0.50072443,-0.126797673,16.19643651
510,0.725842134,0.797101518,-0.126797673,12.80277453
542,0.725842134,0.797101518,-1.037770325,16.26713767
578,0.794957336,1.034203188,-1.037770325,13.14462812
611,0.851506137,1.228195463,-1.037770325,17.64490958
717,0.851506137,1.228195463,-1.037770325,8.662094939
738,0.851506137,1.228195463,-1.037770325,4.857017788
771,0.851506137,1.228195463,-1.037770325,9.298767227
794,0.851506137,1.228195463,-1.037770325,6.920623608
838,0.851506137,1.228195463,-1.037770325,11.45820331
