,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,p1_Players_run_distance_difference,p2_Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,point_no,p1_Player_socre_margin,p2_Player_socre_margin,Players_run_distance_difference,y_value_p1,y_value_p2,y_value_p1_normalized_0_5,y_value_p2_normalized_0_5
1453,0.75,0.666666667,0.4,0.75,0.466666667,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.424242424,0.75,1,0.25,0,1,0,0 days 02:48:54,-0.099294328,0.099294328,0.25,0,15,0,40,0.375,-0.375,0.424242424,22.01107083,11.29079728,15.38257588,7.003945992
1454,0.769230769,0.615384615,0.4,0.769230769,0.466666667,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.303030303,1,0,0,0.25,1,0,0 days 02:49:24,-0.209214297,0.209214297,0.25,0,15,15,41,0,0,0.303030303,15.46640951,15.20528909,11.12303859,9.459311528
1455,0.785714286,0.642857143,0.4,0.785714286,0.466666667,0.5,0,0,0,0,0.545454545,1,0,0,0.5,1,0,0 days 02:50:04,-0.204117774,0.204117774,0.25,0,15,30,42,-0.375,0.375,0.545454545,15.6277294,22.38972794,11.22803226,13.9657518
1456,0.733333333,0.6,0.4,0.733333333,0.466666667,0.5,0,0,0,0,0.272727273,1,1,0.25,0,1,0,0 days 02:50:36,-0.156004975,0.156004975,0.25,0,30,30,43,0,0,0.272727273,19.15895893,15.88534206,13.52630304,9.885874847
1457,0.733333333,0.6,0.333333333,0.733333333,0.466666667,0.5,0,0,0,0,-0.393939394,0.5,1,0,0.25,1,1,0 days 02:51:08,-0.108351809,0.108351809,0.25,0,30,40,44,-0.25,0.25,-0.393939394,13.27724959,15.98588556,9.698242428,9.948940771
1458,0.733333333,0.6,0.333333333,0.733333333,0.466666667,0.571428571,0,0,0,0,-0.424242424,0.75,1,0,0,2,1,0 days 02:52:57,-0.134510355,0.134510355,0,0.25,0,0,45,0,0,-0.424242424,10.92745859,18.3739333,8.168900894,11.44684405
1459,0.733333333,0.6,0.333333333,0.733333333,0.5,0.571428571,0,0,0,0,0.03030303,1,0,0,0.25,2,0,0 days 02:53:32,-0.180852214,0.180852214,0,0.25,0,15,46,-0.375,0.375,0.03030303,7.209126921,23.0495355,5.748856277,14.37961618
1460,0.733333333,0.6,0.333333333,0.733333333,0.529411765,0.571428571,0,0,0,0,-0.121212121,1,0,0,0.5,2,0,0 days 02:54:02,-0.1309144,0.1309144,0,0.25,0,30,47,-0.75,0.75,-0.121212121,3.450156519,26.24920638,3.302362287,16.38661019
1461,0.733333333,0.6,0.333333333,0.733333333,0.5,0.571428571,0,0,0,0,0.151515152,0.75,1,0,0.75,2,0,0 days 02:54:21,-0.154693668,0.154693668,0,0.25,0,40,48,-1,1,0.151515152,3.309824057,31.64567639,3.211028094,19.77154676
1462,0.75,0.625,0.333333333,0.75,0.5,0.571428571,0.333333333,0.333333333,-0.333333333,-0.333333333,0.242424242,1,0,0,0,1,0,0 days 02:55:37,-0.134997026,0.134997026,0.25,0,0,15,50,-0.375,0.375,0.242424242,12.05590234,16.93589455,8.903338931,10.54483405
1463,0.705882353,0.588235294,0.333333333,0.705882353,0.5,0.571428571,0.666666667,0.666666667,-0.666666667,-0.666666667,0.545454545,0.75,1,0.25,0,1,0,0 days 02:56:16,-0.146798789,0.146798789,0.25,0,15,15,51,0,0,0.545454545,16.43032899,14.48350635,11.7503974,9.006573206
1464,0.705882353,0.588235294,0.285714286,0.705882353,0.5,0.571428571,0.666666667,0.666666667,-0.666666667,-0.666666667,-0.363636364,1,1,0.5,0,1,1,0 days 02:56:42,-0.16975342,0.16975342,0.25,0,30,15,52,0.375,-0.375,-0.363636364,17.68947227,8.844471303,12.56990012,5.469487683
1465,0.722222222,0.555555556,0.285714286,0.722222222,0.5,0.571428571,0.333333333,0.333333333,-0.333333333,-0.333333333,0.272727273,1,1,0,0.25,1,0,0 days 02:57:27,-0.266911804,0.266911804,0.25,0,30,30,53,0,0,0.272727273,14.79844566,16.85211156,10.68829998,10.49228115
1466,0.736842105,0.578947368,0.285714286,0.736842105,0.5,0.571428571,0,0,0,0,0.272727273,0.5,1,0,0.5,1,0,0 days 02:58:34,-0.172943817,0.172943817,0.25,0,30,40,54,-0.25,0.25,0.272727273,14.14732226,19.79110975,10.26452184,12.33576818
1467,0.7,0.55,0.285714286,0.7,0.5,0.571428571,0,0,0,0,0.272727273,1,0,0.25,0,1,0,0 days 02:59:11,-0.146406748,0.146406748,0.25,0,40,40,55,0,0,0.272727273,17.06784701,15.06769159,12.16532059,9.37300348
1468,0.714285714,0.571428571,0.285714286,0.714285714,0.5,0.571428571,0,0,0,0,0.545454545,1,0,0.5,0,1,0,0 days 02:59:44,-0.138592981,0.138592981,0.25,0,60,40,56,0.5,-0.5,0.545454545,24.25622627,12.398327,16.84381624,7.698644167
1469,0.714285714,0.571428571,0.285714286,0.714285714,0.526315789,0.571428571,0,0,0,0,-0.212121212,1,0,0,0,2,0,0 days 03:01:22,-0.124276753,0.124276753,0,0.25,0,0,57,0,0,-0.212121212,8.912377699,16.95883426,6.857402594,10.55922298
1470,0.714285714,0.571428571,0.285714286,0.714285714,0.55,0.571428571,0,0,0,0,-0.060606061,0.75,1,0,0.25,2,0,0 days 03:01:42,-0.134632023,0.134632023,0,0.25,0,15,58,-0.375,0.375,-0.060606061,7.078256901,22.93364872,5.663680635,14.30692619
1471,0.714285714,0.571428571,0.285714286,0.714285714,0.571428571,0.571428571,0,0,0,0,0.333333333,0.75,0,0,0.5,2,0,0 days 03:02:00,-0.154436814,0.154436814,0,0.25,0,30,59,-0.75,0.75,0.333333333,4.909445793,28.6989836,4.252128328,17.9232333
1472,0.714285714,0.571428571,0.285714286,0.714285714,0.571428571,0.5,0,0,0,0,-0.787878788,0.5,1,0,0.75,2,1,0 days 03:02:20,-0.048329097,0.048329097,0,0.25,0,40,60,-1,1,-0.787878788,-0.252667838,26.9681617,0.892410473,16.83757502
1473,0.714285714,0.571428571,0.285714286,0.714285714,0.545454545,0.5,0,0,0,0,0.151515152,0.75,1,0.25,0,2,0,0 days 03:03:22,-0.208484291,0.208484291,0,0.25,15,40,61,-0.625,0.625,0.151515152,6.634063368,25.42475051,5.374581043,15.86947013
1474,0.714285714,0.571428571,0.25,0.714285714,0.545454545,0.5,0,0,0,0,0.242424242,0.25,1,0,0,1,1,0 days 03:04:00,-0.061550316,0.061550316,0.25,0,0,0,62,0,0,0.242424242,18.30838706,16.00243981,12.97271556,9.959324427
1475,0.727272727,0.590909091,0.25,0.727272727,0.545454545,0.5,0,0,0,0,0.484848485,1,0,0.25,0,1,0,0 days 03:04:41,-0.135862218,0.135862218,0.25,0,15,0,63,0.375,-0.375,0.484848485,21.86514955,13.07156779,15.28760425,8.120934547
1476,0.695652174,0.565217391,0.25,0.695652174,0.545454545,0.5,0,0,0,0,0.212121212,1,1,0.5,0,1,0,0 days 03:05:09,-0.115165198,0.115165198,0.25,0,30,0,64,0.75,-0.75,0.212121212,25.41853473,9.003195259,17.60029484,5.569047307
1477,0.695652174,0.565217391,0.222222222,0.695652174,0.545454545,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.484848485,0.75,1,0.75,0,1,1,0 days 03:05:30,-0.133077381,0.133077381,0.25,0,40,0,65,1,-1,0.484848485,29.96901449,8.896419539,20.56193598,5.502072222
1478,0.695652174,0.565217391,0.222222222,0.695652174,0.545454545,0.444444444,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.515151515,0.25,1,0,0,2,1,0 days 03:07:12,-0.07551506,0.07551506,0,0.25,0,0,66,0,0,-0.515151515,7.128686492,14.49508087,5.696502306,9.013833324
1479,0.695652174,0.565217391,0.222222222,0.695652174,0.545454545,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.666666667,1,1,0.25,0,2,1,0 days 03:07:56,-0.16926675,0.16926675,0,0.25,15,0,67,0.375,-0.375,-0.666666667,11.39099096,12.96156429,8.470587001,8.051934833
1480,0.695652174,0.565217391,0.222222222,0.695652174,0.52173913,0.5,0,0,0,0,0.060606061,1,0,0,0.25,2,0,0 days 03:08:47,-0.118558373,0.118558373,0,0.25,15,15,68,0,0,0.060606061,10.1170529,19.06435561,7.641455228,11.87991154
1481,0.695652174,0.565217391,0.222222222,0.695652174,0.541666667,0.5,0,0,0,0,-0.151515152,1,1,0,0.5,2,0,0 days 03:09:10,-0.172781593,0.172781593,0,0.25,15,30,69,-0.375,0.375,-0.151515152,6.353293882,23.73062212,5.191844606,14.80682786
1482,0.695652174,0.565217391,0.222222222,0.695652174,0.541666667,0.545454545,0,0,0,0,-0.696969697,0.25,1,0,0.75,2,1,0 days 03:09:35,-0.100659709,0.100659709,0,0.25,15,40,70,-0.625,0.625,-0.696969697,2.147331839,24.06802439,2.454429898,15.01846348
1483,0.666666667,0.541666667,0.222222222,0.666666667,0.541666667,0.545454545,0.333333333,0.333333333,-0.333333333,-0.333333333,0.454545455,0.75,0,0,0,1,0,0 days 03:10:23,-0.13968799,0.13968799,0.25,0,0,0,71,0,0,0.454545455,14.44952421,14.05546991,10.46120742,8.738087288
1484,0.666666667,0.541666667,0.222222222,0.666666667,0.56,0.545454545,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.242424242,1,0,0,0,2,0,0 days 03:20:42,-0.119193749,0.119193749,0,0.25,0,0,83,0,0,-0.242424242,6.354354767,15.11011359,5.192535073,9.399612686
1485,0.666666667,0.541666667,0.222222222,0.666666667,0.538461538,0.545454545,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.181818182,0.5,1,0,0.25,2,0,0 days 03:21:09,0.007935435,-0.007935435,0,0.25,0,15,84,-0.375,0.375,-0.181818182,4.454543831,18.73472047,3.956059246,11.67314785
1486,0.666666667,0.541666667,0.222222222,0.666666667,0.518518519,0.545454545,0,0,0,0,0.575757576,0.75,1,0,0.5,2,0,0 days 03:21:39,-0.141499486,0.141499486,0,0.25,0,30,85,-0.75,0.75,0.575757576,6.795842856,30.41042078,5.47987385,18.9967325
1487,0.666666667,0.541666667,0.222222222,0.666666667,0.518518519,0.583333333,0,0,0,0,-0.575757576,1,0,0,0.75,2,1,0 days 03:21:56,-0.127575299,0.127575299,0,0.25,0,40,86,-1,1,-0.575757576,-0.379240471,28.59245645,0.810031748,17.85641413
1488,0.68,0.56,0.222222222,0.68,0.518518519,0.583333333,0,0,0,0,0.424242424,0.75,1,0,0,1,0,0 days 03:23:05,-0.135470178,0.135470178,0.25,0,0,0,87,0,0,0.424242424,17.26842621,16.51084793,12.29586586,10.2782235
1489,0.68,0.56,0.3,0.68,0.518518519,0.583333333,0,0,0,0,0.151515152,0.25,1,0.25,0,1,1,0 days 03:23:29,-0.138674093,0.138674093,0.25,0,15,0,88,0.375,-0.375,0.151515152,21.41384377,12.86902633,14.99387571,7.993890388
1490,0.692307692,0.576923077,0.3,0.692307692,0.518518519,0.583333333,0,0,0,0,0.242424242,1,0,0.5,0,1,0,0 days 03:24:08,-0.106513275,0.106513275,0.25,0,30,0,89,0.75,-0.75,0.242424242,24.83765445,8.259306615,17.22223384,5.102443051
1491,0.703703704,0.592592593,0.3,0.703703704,0.518518519,0.583333333,0,0,0,0,0.545454545,1,0,0.75,0,1,0,0 days 03:24:37,-0.193897691,0.193897691,0.25,0,40,0,90,1,-1,0.545454545,29.30045515,8.603340997,20.1268098,5.318238665
1492,0.703703704,0.592592593,0.3,0.703703704,0.5,0.583333333,0,0,0,0,-0.03030303,0.75,1,0,0,2,0,0 days 03:25:09,-0.130860326,0.130860326,0,0.25,0,0,91,0,0,-0.03030303,10.65740595,18.50083598,7.993139425,11.52644378
1493,0.703703704,0.592592593,0.3,0.703703704,0.517241379,0.583333333,0,0,0,0,-0.121212121,0.5,0,0.25,0,2,0,0 days 03:25:39,-0.180473693,0.180473693,0,0.25,15,0,92,0.375,-0.375,-0.121212121,12.33435249,13.54520354,9.084565852,8.418022638
1494,0.703703704,0.592592593,0.3,0.703703704,0.5,0.583333333,0,0,0,0,0.060606061,0.25,1,0,0.25,2,0,0 days 03:26:05,-0.136470556,0.136470556,0,0.25,15,15,93,0,0,0.060606061,10.07762976,19.05750694,7.615797013,11.87561571
1495,0.703703704,0.592592593,0.3,0.703703704,0.5,0.538461538,0,0,0,0,-0.121212121,0.75,0,0,0.5,2,1,0 days 03:26:30,-0.130265506,0.130265506,0,0.25,15,30,94,-0.375,0.375,-0.121212121,8.027579127,24.19749361,6.281538951,15.09967307
1496,0.703703704,0.592592593,0.3,0.703703704,0.483870968,0.538461538,0,0,0,0,0.090909091,0.75,1,0.25,0,2,0,0 days 03:27:09,-0.183177418,0.183177418,0,0.25,30,30,95,0,0,0.090909091,11.98891622,19.26840666,8.859741587,12.00790259
1497,0.703703704,0.592592593,0.3,0.703703704,0.46875,0.538461538,0,0,0,0,-0.151515152,1,0,0,0.25,2,0,0 days 03:27:32,-0.135078138,0.135078138,0,0.25,30,40,96,-0.25,0.25,-0.151515152,7.178075219,20.02494176,5.728646541,12.48243934
1498,0.714285714,0.607142857,0.3,0.714285714,0.46875,0.538461538,0,0,0,0,0.424242424,0.75,1,0,0,1,0,0 days 03:29:11,-0.191558968,0.191558968,0.25,0,0,0,97,0,0,0.424242424,17.71497517,16.60058565,12.58649847,10.33451149
1499,0.689655172,0.586206897,0.3,0.689655172,0.46875,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,0.181818182,0.75,1,0.25,0,1,0,0 days 03:29:37,-0.134415725,0.134415725,0.25,0,15,0,98,0.375,-0.375,0.181818182,19.00542576,9.96421324,13.42637728,6.17184597
1500,0.666666667,0.566666667,0.3,0.666666667,0.46875,0.538461538,0.666666667,0.666666667,-0.666666667,-0.666666667,0.393939394,0.25,1,0.5,0,1,0,0 days 03:30:02,-0.142094306,0.142094306,0.25,0,30,0,99,0.75,-0.75,0.393939394,21.44524738,5.42001388,15.01431448,3.321496287
1501,0.666666667,0.566666667,0.272727273,0.666666667,0.46875,0.538461538,0.666666667,0.666666667,-0.666666667,-0.666666667,0.242424242,0.75,1,0.75,0,1,1,0 days 03:30:25,-0.148867139,0.148867139,0.25,0,40,0,100,1,-1,0.242424242,26.85042917,5.74658967,18.53223119,3.526340997
1502,0.64516129,0.548387097,0.272727273,0.64516129,0.46875,0.538461538,0.666666667,0.666666667,-0.666666667,-0.666666667,0.424242424,0.75,1,0,0.25,1,0,0 days 03:31:06,-0.138119829,0.138119829,0.25,0,40,15,101,0.625,-0.625,0.424242424,19.28642318,8.64471662,13.60926207,5.344191531
1503,0.64516129,0.548387097,0.272727273,0.64516129,0.454545455,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,0,0.75,1,0,0,2,0,0 days 03:32:00,-0.139890769,0.139890769,0,0.25,0,0,102,0,0,0,8.375332406,16.47804634,6.507871221,10.25764869
1504,0.64516129,0.548387097,0.272727273,0.64516129,0.470588235,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.303030303,1,0,0,0.25,2,0,0 days 03:32:34,-0.177283296,0.177283296,0,0.25,0,15,103,-0.375,0.375,-0.303030303,2.502929218,18.76579313,2.685867435,11.69263819
1505,0.64516129,0.548387097,0.272727273,0.64516129,0.485714286,0.538461538,0,0,0,0,0.090909091,0.75,1,0,0.5,2,0,0 days 03:32:56,-0.1768507,0.1768507,0,0.25,0,30,104,-0.75,0.75,0.090909091,3.839352203,27.44661998,3.555666995,17.13768804
1506,0.64516129,0.548387097,0.272727273,0.64516129,0.472222222,0.538461538,0,0,0,0,-0.090909091,0.5,1,0,0.75,2,0,0 days 03:33:19,-0.147326015,0.147326015,0,0.25,0,40,105,-1,1,-0.090909091,0.291479445,28.74819775,1.246564115,17.95410288
1507,0.65625,0.5625,0.272727273,0.65625,0.472222222,0.538461538,0,0,0,0,0.363636364,0.75,1,0,0,1,0,0 days 03:35:10,-0.175931434,0.175931434,0.25,0,0,0,106,0,0,0.363636364,16.73858383,15.7949856,11.95102245,9.829198746
1508,0.666666667,0.575757576,0.272727273,0.666666667,0.472222222,0.538461538,0,0,0,0,0.424242424,0.5,0,0.25,0,1,0,0 days 03:35:49,-0.132306819,0.132306819,0.25,0,15,0,107,0.375,-0.375,0.424242424,20.13420312,11.01087872,14.16103245,6.828367041
1509,0.676470588,0.588235294,0.272727273,0.676470588,0.472222222,0.538461538,0,0,0,0,0.393939394,0.75,1,0.5,0,1,0,0 days 03:36:24,-0.094873736,0.094873736,0.25,0,30,0,108,0.75,-0.75,0.393939394,26.247961,9.040272968,18.14011989,5.592304305
1510,0.676470588,0.588235294,0.333333333,0.676470588,0.472222222,0.538461538,0,0,0,0,-0.454545455,1,1,0.75,0,1,1,0 days 03:36:53,-0.198480506,0.198480506,0.25,0,40,0,109,1,-1,-0.454545455,26.71349892,5.427310807,18.4431113,3.326073286
1511,0.676470588,0.588235294,0.333333333,0.676470588,0.459459459,0.538461538,0,0,0,0,-0.090909091,1,0,0,0,2,0,0 days 03:37:43,-0.121316174,0.121316174,0,0.25,0,0,110,0,0,-0.090909091,9.770767015,16.85206862,7.416077996,10.49225422
1512,0.676470588,0.588235294,0.333333333,0.676470588,0.447368421,0.538461538,0,0,0,0,-0.181818182,1,0,0.25,0,2,0,0 days 03:38:04,-0.163926891,0.163926891,0,0.25,15,0,111,0.375,-0.375,-0.181818182,13.15316399,13.32524452,9.617482365,8.280053309
1513,0.676470588,0.588235294,0.333333333,0.676470588,0.435897436,0.538461538,0,0,0,0,0,0.25,1,0.5,0,2,0,0 days 03:38:33,-0.1845428,0.1845428,0,0.25,30,0,112,0.75,-0.75,0,17.8100398,10.75400031,12.64837047,6.667240019
1514,0.676470588,0.588235294,0.333333333,0.676470588,0.425,0.538461538,0,0,0,0,-0.181818182,1,0,0,0.25,2,0,0 days 03:39:03,-0.102403612,0.102403612,0,0.25,30,15,113,0.375,-0.375,-0.181818182,12.60431419,13.79561708,9.260268134,8.575094561
1515,0.676470588,0.588235294,0.333333333,0.676470588,0.414634146,0.538461538,0,0,0,0,-0.060606061,0.75,1,0,0.5,2,0,0 days 03:39:30,-0.132793489,0.132793489,0,0.25,30,30,114,0,0,-0.060606061,10.44449174,19.53664055,7.854566015,12.17615234
1516,0.676470588,0.588235294,0.333333333,0.676470588,0.404761905,0.538461538,0,0,0,0,-0.181818182,0.5,1,0,0.75,2,0,0 days 03:39:58,-0.107675877,0.107675877,0,0.25,30,40,115,-0.25,0.25,-0.181818182,7.221877672,21.24957669,5.757154995,13.25059177
1517,0.676470588,0.588235294,0.384615385,0.676470588,0.404761905,0.538461538,0,0,0,0,0.090909091,1,0,0,0,1,1,0 days 03:41:36,-0.18148759,0.18148759,0.25,0,0,0,116,0,0,0.090909091,17.568218,15.62084389,12.49098281,9.719968336
1518,0.676470588,0.588235294,0.428571429,0.676470588,0.404761905,0.538461538,0,0,0,0,-0.151515152,0.75,1,0,0,1,1,0 days 03:42:59,-0.194424918,0.194424918,0.25,0,15,15,118,0,0,-0.151515152,16.83225544,14.86451028,12.01198782,9.245557975
1519,0.685714286,0.6,0.428571429,0.685714286,0.404761905,0.538461538,0,0,0,0,0.363636364,0.5,1,0.25,0,1,0,0 days 03:43:41,-0.195492889,0.195492889,0.25,0,30,15,119,0.375,-0.375,0.363636364,21.43268269,11.94939722,15.00613686,7.417052897
1520,0.666666667,0.583333333,0.428571429,0.666666667,0.404761905,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,0.03030303,1,0,0.5,0,1,0,0 days 03:44:14,-0.137552047,0.137552047,0.25,0,40,15,120,0.625,-0.625,0.03030303,21.13179765,5.840343211,14.81030839,3.585147918
1521,0.666666667,0.583333333,0.428571429,0.666666667,0.418604651,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,0,0.75,1,0,0,2,0,0 days 03:45:00,-0.167144325,0.167144325,0,0.25,0,0,121,0,0,0,9.258902096,16.59595049,7.082935057,10.33160409
1522,0.666666667,0.583333333,0.428571429,0.666666667,0.431818182,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.090909091,0.75,1,0,0.25,2,0,0 days 03:45:21,-0.116408911,0.116408911,0,0.25,0,15,122,-0.375,0.375,-0.090909091,5.863356246,20.05129281,4.872972852,12.49896804
1523,0.666666667,0.583333333,0.428571429,0.666666667,0.444444444,0.538461538,0,0,0,0,0,0.75,1,0,0.5,2,0,0 days 03:45:52,-0.168266371,0.168266371,0,0.25,0,30,123,-0.75,0.75,0,4.449357465,26.7337601,3.952683744,16.69054658
1524,0.666666667,0.583333333,0.428571429,0.666666667,0.456521739,0.538461538,0,0,0,0,-0.090909091,1,0,0,0.75,2,0,0 days 03:46:12,-0.158154437,0.158154437,0,0.25,0,40,124,-1,1,-0.090909091,1.253894642,28.8240815,1.872943879,18.00170097
1525,0.675675676,0.567567568,0.428571429,0.675675676,0.456521739,0.538461538,0,0,0,0,0.272727273,0.5,1,0,0,1,0,0 days 03:48:03,-0.201630347,0.201630347,0.25,0,0,0,125,0,0,0.272727273,16.36133681,14.93496485,11.70549443,9.289750612
1526,0.684210526,0.578947368,0.428571429,0.684210526,0.456521739,0.538461538,0,0,0,0,0.181818182,0.75,1,0,0.25,1,0,0 days 03:48:40,-0.012018061,0.012018061,0.25,0,0,15,126,-0.375,0.375,0.181818182,14.64045144,17.88312941,10.58547079,11.13898724
1527,0.684210526,0.578947368,0.4,0.684210526,0.456521739,0.538461538,0,0,0,0,0.121212121,0.5,1,0.25,0,1,1,0 days 03:49:20,-0.191369707,0.191369707,0.25,0,15,15,127,0,0,0.121212121,18.77484363,16.26784678,13.27630486,10.12580099
1528,0.692307692,0.58974359,0.4,0.692307692,0.456521739,0.538461538,0,0,0,0,0.484848485,0.5,1,0,0.25,1,0,0 days 03:50:04,-0.020048126,0.020048126,0.25,0,15,30,128,-0.375,0.375,0.484848485,15.80805962,19.24178538,11.34539866,11.99120439
1529,0.675,0.575,0.4,0.675,0.456521739,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,0.363636364,0.75,1,0.25,0,1,0,0 days 03:50:40,-0.162547991,0.162547991,0.25,0,30,30,129,0,0,0.363636364,16.96676679,14.31254928,12.09953339,8.899340361
1530,0.675,0.575,0.4375,0.675,0.456521739,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.393939394,0.5,1,0.5,0,1,1,0 days 03:51:01,-0.13318553,0.13318553,0.25,0,40,30,130,0.25,-0.25,-0.393939394,17.75828475,9.185887385,12.61468614,5.683640969
1531,0.675,0.575,0.4375,0.675,0.468085106,0.538461538,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.060606061,0.75,1,0,0,2,0,0 days 03:51:47,-0.188693019,0.188693019,0,0.25,0,0,131,0,0,-0.060606061,8.780432501,16.74064374,6.771527181,10.42236295
1532,0.675,0.575,0.4375,0.675,0.458333333,0.538461538,0,0,0,0,-0.212121212,0.5,1,0,0.25,2,0,0 days 03:52:06,-0.122857297,0.122857297,0,0.25,0,15,132,-0.375,0.375,-0.212121212,6.261674787,20.45956215,5.132215095,12.75505504
1533,0.675,0.575,0.4375,0.675,0.448979592,0.538461538,0,0,0,0,-0.03030303,0.75,1,0,0.5,2,0,0 days 03:52:31,-0.167712107,0.167712107,0,0.25,0,30,133,-0.75,0.75,-0.03030303,4.311756738,26.62863456,3.863127478,16.62460657
1534,0.675,0.575,0.4375,0.675,0.448979592,0.5,0,0,0,0,-0.909090909,0.5,1,0,0.75,2,1,0 days 03:52:53,-0.106634943,0.106634943,0,0.25,0,40,134,-1,1,-0.909090909,-0.8668629,25.71480165,0.492666828,16.05140475
1535,0.675,0.575,0.4375,0.675,0.44,0.5,0,0,0,0,-0.090909091,0.75,1,0.25,0,2,0,0 days 03:53:37,-0.204982967,0.204982967,0,0.25,15,40,135,-0.625,0.625,-0.090909091,5.75794877,23.10378396,4.804369291,14.41364354
1536,0.658536585,0.56097561,0.4375,0.658536585,0.44,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.393939394,0.75,1,0,0,1,0,0 days 04:13:21,-0.13672741,0.13672741,0.25,0,0,0,136,0,0,0.393939394,16.33457437,13.90167103,11.68807632,8.641616916
1537,0.658536585,0.56097561,0.411764706,0.658536585,0.44,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,-0.272727273,0.5,1,0.25,0,1,1,0 days 04:13:40,-0.165386903,0.165386903,0.25,0,15,0,137,0.375,-0.375,-0.272727273,18.01179127,8.659772754,12.77967871,5.353635493
1538,0.666666667,0.571428571,0.411764706,0.666666667,0.44,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.121212121,1,0,0,0.25,1,0,0 days 04:14:28,-0.140215217,0.140215217,0.25,0,15,15,138,0,0,0.121212121,14.10851636,12.8428172,10.23926535,7.977450706
1539,0.674418605,0.581395349,0.411764706,0.674418605,0.44,0.5,0,0,0,0,0.303030303,0.75,1,0.25,0,1,0,0 days 04:14:56,-0.160087601,0.160087601,0.25,0,30,15,139,0.375,-0.375,0.303030303,21.61255154,11.80782965,15.12320297,7.328254623
1540,0.681818182,0.590909091,0.411764706,0.681818182,0.44,0.5,0,0,0,0,0.181818182,1,0,0.5,0,1,0,0 days 04:15:19,-0.160074082,0.160074082,0.25,0,40,15,140,0.625,-0.625,0.181818182,23.5733241,8.404466427,16.39935516,5.193494564
1541,0.666666667,0.577777778,0.411764706,0.666666667,0.44,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.606060606,0.75,1,0,0,1,0,0 days 04:23:20,-0.14106689,0.14106689,0.25,0,0,0,151,0,0,0.606060606,17.58165965,15.23460108,12.49973119,9.477697481
1542,0.673913043,0.565217391,0.411764706,0.673913043,0.44,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.151515152,0.75,1,0.25,0,1,0,0 days 04:23:38,-0.139363543,0.139363543,0.25,0,15,0,152,0.375,-0.375,0.151515152,19.10551338,9.35327015,13.49151846,5.788631831
1543,0.680851064,0.574468085,0.411764706,0.680851064,0.44,0.5,0.333333333,0.333333333,-0.333333333,-0.333333333,0.393939394,0.75,1,0,0.25,1,0,0 days 04:24:27,-0.480546693,0.480546693,0.25,0,15,15,153,0,0,0.393939394,13.89924926,17.61318365,10.10306563,10.96966373
1544,0.680851064,0.574468085,0.444444444,0.680851064,0.44,0.5,0,0,0,0,-0.424242424,0.5,1,0.25,0,1,1,0 days 04:25:24,-0.14786676,0.14786676,0.25,0,30,15,154,0.375,-0.375,-0.424242424,19.27258596,9.179043141,13.60025623,5.679347916
1545,0.666666667,0.5625,0.444444444,0.666666667,0.44,0.5,0,0,0,0,0.181818182,0.5,1,0.5,0,1,0,0 days 04:26:05,-0.130008652,0.130008652,0.25,0,40,15,155,0.625,-0.625,0.181818182,23.72945077,8.133172386,16.50096888,5.023325339
1546,0.666666667,0.5625,0.444444444,0.666666667,0.450980392,0.5,0,0,0,0,-0.242424242,0,1,0,0,2,0,0 days 04:27:10,-0.164116152,0.164116152,0,0.25,0,0,156,0,0,-0.242424242,7.845102671,14.92657361,6.162775698,9.284487202
1547,0.666666667,0.5625,0.444444444,0.666666667,0.442307692,0.5,0,0,0,0,-0.333333333,0.5,1,0,0.25,2,0,0 days 04:27:32,-0.182028335,0.182028335,0,0.25,0,15,157,-0.375,0.375,-0.333333333,5.021163997,19.8305234,4.324839173,12.36049039
